creator_metric_id,metric_date,creator_id,play_count,interaction_count,published_count,interaction_rate
CRM0000970,2026-08-28,C000970,46,9,10,0.1957
CRM0000971,2026-08-28,C000971,33,4,9,0.1212
CRM0000972,2026-08-28,C000972,25,3,8,0.12
CRM0000973,2026-08-28,C000973,24,0,7,0.0
CRM0000974,2026-08-28,C000974,27,4,6,0.1481
CRM0000975,2026-08-28,C000975,38,6,9,0.1579
CRM0000976,2026-08-28,C000976,30,6,7,0.2
CRM0000977,2026-08-28,C000977,18,2,8,0.1111
CRM0000978,2026-08-28,C000978,29,3,10,0.1034
CRM0000979,2026-08-28,C000979,19,1,6,0.0526
CRM0000980,2026-08-28,C000980,28,0,8,0.0
CRM0000981,2026-08-28,C000981,9,1,2,0.1111
CRM0000982,2026-08-28,C000982,35,6,7,0.1714
CRM0000983,2026-08-28,C000983,43,4,9,0.093
CRM0000984,2026-08-28,C000984,34,6,8,0.1765
CRM0000985,2026-08-28,C000985,36,11,11,0.3056
CRM0000986,2026-08-28,C000986,23,3,6,0.1304
CRM0000987,2026-08-28,C000987,31,3,8,0.0968
CRM0000988,2026-08-28,C000988,39,9,9,0.2308
CRM0000989,2026-08-28,C000989,39,7,12,0.1795
CRM0000990,2026-08-28,C000990,5,0,5,0.0
CRM0000991,2026-08-28,C000991,28,0,11,0.0
CRM0000992,2026-08-28,C000992,20,0,4,0.0
CRM0000993,2026-08-28,C000993,30,4,9,0.1333
CRM0000994,2026-08-28,C000994,9,0,5,0.0
CRM0000995,2026-08-28,C000995,16,2,10,0.125
CRM0000996,2026-08-28,C000996,16,2,8,0.125
CRM0000997,2026-08-28,C000997,46,5,10,0.1087
CRM0000998,2026-08-28,C000998,14,3,7,0.2143
CRM0000999,2026-08-28,C000999,34,5,8,0.1471
CRM0001000,2026-08-28,C001000,35,3,12,0.0857
CRM0001001,2026-08-28,C001001,33,4,10,0.1212
CRM0001002,2026-08-28,C001002,16,1,5,0.0625
CRM0001003,2026-08-28,C001003,25,4,9,0.16
CRM0001004,2026-08-28,C001004,32,5,10,0.1562
CRM0001005,2026-08-28,C001005,38,4,10,0.1053
CRM0001006,2026-08-28,C001006,16,1,6,0.0625
CRM0001007,2026-08-28,C001007,48,6,16,0.125
CRM0001008,2026-08-28,C001008,29,3,8,0.1034
CRM0001009,2026-08-28,C001009,19,5,7,0.2632
CRM0001010,2026-08-28,C001010,14,3,6,0.2143
CRM0001011,2026-08-28,C001011,13,3,6,0.2308
CRM0001012,2026-08-28,C001012,30,6,10,0.2
CRM0001013,2026-08-28,C001013,27,3,7,0.1111
CRM0001014,2026-08-28,C001014,18,3,4,0.1667
CRM0001015,2026-08-28,C001015,26,4,8,0.1538
CRM0001016,2026-08-28,C001016,28,7,8,0.25
CRM0001017,2026-08-28,C001017,59,12,17,0.2034
CRM0001018,2026-08-28,C001018,21,4,9,0.1905
CRM0001019,2026-08-28,C001019,34,6,6,0.1765
CRM0001020,2026-08-28,C001020,16,2,5,0.125
CRM0001021,2026-08-28,C001021,32,8,9,0.25
CRM0001022,2026-08-28,C001022,54,4,12,0.0741
CRM0001023,2026-08-28,C001023,13,4,7,0.3077
CRM0001024,2026-08-28,C001024,16,2,5,0.125
CRM0001025,2026-08-28,C001025,6,1,3,0.1667
CRM0001026,2026-08-28,C001026,27,2,10,0.0741
CRM0001027,2026-08-28,C001027,21,1,5,0.0476
CRM0001028,2026-08-28,C001028,26,2,6,0.0769
CRM0001029,2026-08-28,C001029,18,4,6,0.2222
CRM0001030,2026-08-28,C001030,30,3,9,0.1
CRM0001031,2026-08-28,C001031,7,0,3,0.0
CRM0001032,2026-08-28,C001032,28,2,8,0.0714
CRM0001033,2026-08-28,C001033,41,4,11,0.0976
CRM0001034,2026-08-28,C001034,16,2,5,0.125
CRM0001035,2026-08-28,C001035,36,4,9,0.1111
CRM0001036,2026-08-28,C001036,26,1,9,0.0385
CRM0001037,2026-08-28,C001037,25,2,6,0.08
CRM0001038,2026-08-28,C001038,7,0,3,0.0
CRM0001039,2026-08-28,C001039,26,2,8,0.0769
CRM0001040,2026-08-28,C001040,18,0,8,0.0
CRM0001041,2026-08-28,C001041,28,4,9,0.1429
CRM0001042,2026-08-28,C001042,19,2,4,0.1053
CRM0001043,2026-08-28,C001043,22,0,5,0.0
CRM0001044,2026-08-28,C001044,36,4,11,0.1111
CRM0001045,2026-08-28,C001045,23,4,10,0.1739
CRM0001046,2026-08-28,C001046,31,3,8,0.0968
CRM0001047,2026-08-28,C001047,21,3,8,0.1429
CRM0001048,2026-08-28,C001048,28,4,9,0.1429
CRM0001049,2026-08-28,C001049,43,4,9,0.093
CRM0001050,2026-08-28,C001050,41,5,11,0.122
CRM0001051,2026-08-28,C001051,17,3,4,0.1765
CRM0001052,2026-08-28,C001052,21,2,7,0.0952
CRM0001053,2026-08-28,C001053,15,2,5,0.1333
CRM0001054,2026-08-28,C001054,33,5,10,0.1515
CRM0001055,2026-08-28,C001055,24,3,9,0.125
CRM0001056,2026-08-28,C001056,37,6,12,0.1622
CRM0001057,2026-08-28,C001057,34,2,9,0.0588
CRM0001058,2026-08-28,C001058,13,0,8,0.0
CRM0001059,2026-08-28,C001059,34,6,10,0.1765
CRM0001060,2026-08-28,C001060,21,1,6,0.0476
CRM0001061,2026-08-28,C001061,40,5,12,0.125
CRM0001062,2026-08-28,C001062,34,4,10,0.1176
CRM0001063,2026-08-28,C001063,24,4,8,0.1667
CRM0001064,2026-08-28,C001064,15,3,5,0.2
CRM0001065,2026-08-28,C001065,12,1,7,0.0833
CRM0001066,2026-08-28,C001066,21,2,6,0.0952
CRM0001067,2026-08-28,C001067,20,1,8,0.05
CRM0001068,2026-08-28,C001068,24,3,7,0.125
CRM0001069,2026-08-28,C001069,26,6,7,0.2308
CRM0001070,2026-08-28,C001070,22,2,7,0.0909
CRM0001071,2026-08-28,C001071,16,4,8,0.25
CRM0001072,2026-08-28,C001072,36,9,9,0.25
CRM0001073,2026-08-28,C001073,26,4,6,0.1538
CRM0001074,2026-08-28,C001074,22,3,6,0.1364
CRM0001075,2026-08-28,C001075,33,6,9,0.1818
CRM0001076,2026-08-28,C001076,36,6,9,0.1667
CRM0001077,2026-08-28,C001077,16,1,6,0.0625
CRM0001078,2026-08-28,C001078,20,3,6,0.15
CRM0001079,2026-08-28,C001079,20,1,5,0.05
CRM0001080,2026-08-28,C001080,27,4,7,0.1481
CRM0001081,2026-08-28,C001081,26,5,10,0.1923
CRM0001082,2026-08-28,C001082,21,3,6,0.1429
CRM0001083,2026-08-28,C001083,29,6,9,0.2069
CRM0001084,2026-08-28,C001084,49,7,15,0.1429
CRM0001085,2026-08-28,C001085,31,3,12,0.0968
CRM0001086,2026-08-28,C001086,10,3,4,0.3
CRM0001087,2026-08-28,C001087,30,4,11,0.1333
CRM0001088,2026-08-28,C001088,37,4,9,0.1081
CRM0001089,2026-08-28,C001089,26,4,7,0.1538
CRM0001090,2026-08-28,C001090,30,5,8,0.1667
CRM0001091,2026-08-28,C001091,16,0,5,0.0
CRM0001092,2026-08-28,C001092,26,6,10,0.2308
CRM0001093,2026-08-28,C001093,20,1,6,0.05
CRM0001094,2026-08-28,C001094,28,5,9,0.1786
CRM0001095,2026-08-28,C001095,34,6,8,0.1765
CRM0001096,2026-08-28,C001096,30,2,8,0.0667
CRM0001097,2026-08-28,C001097,31,3,11,0.0968
CRM0001098,2026-08-28,C001098,22,3,10,0.1364
CRM0001099,2026-08-28,C001099,20,2,6,0.1
CRM0001100,2026-08-28,C001100,36,9,10,0.25
CRM0001101,2026-08-28,C001101,21,3,7,0.1429
CRM0001102,2026-08-28,C001102,7,1,5,0.1429
CRM0001103,2026-08-28,C001103,26,5,9,0.1923
CRM0001104,2026-08-28,C001104,25,2,6,0.08
CRM0001105,2026-08-28,C001105,32,8,11,0.25
CRM0001106,2026-08-28,C001106,27,6,7,0.2222
CRM0001107,2026-08-28,C001107,14,1,5,0.0714
CRM0001108,2026-08-28,C001108,18,4,7,0.2222
CRM0001109,2026-08-28,C001109,19,2,11,0.1053
CRM0001110,2026-08-28,C001110,22,3,6,0.1364
CRM0001111,2026-08-28,C001111,38,6,12,0.1579
CRM0001112,2026-08-28,C001112,31,7,11,0.2258
CRM0001113,2026-08-28,C001113,15,1,6,0.0667
CRM0001114,2026-08-28,C001114,26,1,6,0.0385
CRM0001115,2026-08-28,C001115,24,3,10,0.125
CRM0001116,2026-08-28,C001116,13,0,6,0.0
CRM0001117,2026-08-28,C001117,32,2,13,0.0625
CRM0001118,2026-08-28,C001118,29,6,10,0.2069
CRM0001119,2026-08-28,C001119,25,2,9,0.08
CRM0001120,2026-08-28,C001120,29,4,12,0.1379
CRM0001121,2026-08-28,C001121,27,2,9,0.0741
CRM0001122,2026-08-28,C001122,27,4,10,0.1481
CRM0001123,2026-08-28,C001123,29,6,10,0.2069
CRM0001124,2026-08-28,C001124,37,5,9,0.1351
CRM0001125,2026-08-28,C001125,15,3,6,0.2
CRM0001126,2026-08-28,C001126,29,3,10,0.1034
CRM0001127,2026-08-28,C001127,22,3,8,0.1364
CRM0001128,2026-08-28,C001128,39,3,10,0.0769
CRM0001129,2026-08-28,C001129,42,5,14,0.119
CRM0001130,2026-08-28,C001130,14,1,6,0.0714
CRM0001131,2026-08-28,C001131,43,7,14,0.1628
CRM0001132,2026-08-28,C001132,43,7,12,0.1628
CRM0001133,2026-08-28,C001133,36,6,10,0.1667
CRM0001134,2026-08-28,C001134,18,1,7,0.0556
CRM0001135,2026-08-28,C001135,15,2,6,0.1333
CRM0001136,2026-08-28,C001136,32,6,14,0.1875
CRM0001137,2026-08-28,C001137,28,6,9,0.2143
CRM0001138,2026-08-28,C001138,29,4,7,0.1379
CRM0001139,2026-08-28,C001139,45,6,11,0.1333
CRM0001140,2026-08-28,C001140,25,6,5,0.24
CRM0001141,2026-08-28,C001141,24,5,6,0.2083
CRM0001142,2026-08-28,C001142,32,4,9,0.125
CRM0001143,2026-08-28,C001143,17,1,7,0.0588
CRM0001144,2026-08-28,C001144,28,4,8,0.1429
CRM0001145,2026-08-28,C001145,16,1,6,0.0625
CRM0001146,2026-08-28,C001146,24,2,6,0.0833
CRM0001147,2026-08-28,C001147,27,3,8,0.1111
CRM0001148,2026-08-28,C001148,26,5,7,0.1923
CRM0001149,2026-08-28,C001149,13,0,6,0.0
CRM0001150,2026-08-28,C001150,27,5,11,0.1852
CRM0001151,2026-08-28,C001151,25,3,8,0.12
CRM0001152,2026-08-28,C001152,39,3,11,0.0769
CRM0001153,2026-08-28,C001153,10,3,4,0.3
CRM0001154,2026-08-28,C001154,39,9,11,0.2308
CRM0001155,2026-08-28,C001155,22,1,5,0.0455
CRM0001156,2026-08-28,C001156,25,2,8,0.08
CRM0001157,2026-08-28,C001157,10,1,3,0.1
CRM0001158,2026-08-28,C001158,15,1,8,0.0667
CRM0001159,2026-08-28,C001159,34,8,13,0.2353
CRM0001160,2026-08-28,C001160,43,3,13,0.0698
CRM0001161,2026-08-28,C001161,30,2,8,0.0667
CRM0001162,2026-08-28,C001162,52,8,13,0.1538
CRM0001163,2026-08-28,C001163,37,10,9,0.2703
CRM0001164,2026-08-28,C001164,15,2,6,0.1333
CRM0001165,2026-08-28,C001165,17,3,6,0.1765
CRM0001166,2026-08-28,C001166,27,4,7,0.1481
CRM0001167,2026-08-28,C001167,19,3,6,0.1579
CRM0001168,2026-08-28,C001168,48,6,13,0.125
CRM0001169,2026-08-28,C001169,22,2,8,0.0909
CRM0001170,2026-08-28,C001170,29,4,8,0.1379
CRM0001171,2026-08-28,C001171,17,3,8,0.1765
CRM0001172,2026-08-28,C001172,54,9,18,0.1667
CRM0001173,2026-08-28,C001173,16,1,9,0.0625
CRM0001174,2026-08-28,C001174,34,1,11,0.0294
CRM0001175,2026-08-28,C001175,32,3,12,0.0938
CRM0001176,2026-08-28,C001176,27,7,8,0.2593
CRM0001177,2026-08-28,C001177,28,6,12,0.2143
CRM0001178,2026-08-28,C001178,38,6,9,0.1579
CRM0001179,2026-08-28,C001179,38,3,14,0.0789
CRM0001180,2026-08-28,C001180,25,0,9,0.0
CRM0001181,2026-08-28,C001181,15,3,5,0.2
CRM0001182,2026-08-28,C001182,38,6,11,0.1579
CRM0001183,2026-08-28,C001183,15,0,4,0.0
CRM0001184,2026-08-28,C001184,18,2,7,0.1111
CRM0001185,2026-08-28,C001185,31,2,9,0.0645
CRM0001186,2026-08-28,C001186,27,1,11,0.037
CRM0001187,2026-08-28,C001187,15,2,8,0.1333
CRM0001188,2026-08-28,C001188,17,0,7,0.0
CRM0001189,2026-08-28,C001189,41,4,13,0.0976
CRM0001190,2026-08-28,C001190,21,2,3,0.0952
CRM0001191,2026-08-28,C001191,18,2,6,0.1111
CRM0001192,2026-08-28,C001192,26,4,7,0.1538
CRM0001193,2026-08-28,C001193,16,1,6,0.0625
CRM0001194,2026-08-28,C001194,31,4,8,0.129
CRM0001195,2026-08-28,C001195,33,8,10,0.2424
CRM0001196,2026-08-28,C001196,45,4,14,0.0889
CRM0001197,2026-08-28,C001197,20,0,8,0.0
CRM0001198,2026-08-28,C001198,23,2,6,0.087
CRM0001199,2026-08-28,C001199,15,1,5,0.0667
CRM0001200,2026-08-28,C001200,21,2,7,0.0952
CRM0001201,2026-08-28,C001201,22,3,4,0.1364
CRM0001202,2026-08-28,C001202,41,3,10,0.0732
CRM0001203,2026-08-28,C001203,43,6,11,0.1395
CRM0001204,2026-08-28,C001204,34,2,11,0.0588
CRM0001205,2026-08-28,C001205,27,2,6,0.0741
CRM0001206,2026-08-28,C001206,13,1,4,0.0769
CRM0001207,2026-08-28,C001207,25,2,8,0.08
CRM0001208,2026-08-28,C001208,37,3,11,0.0811
CRM0001209,2026-08-28,C001209,45,2,14,0.0444
CRM0001210,2026-08-28,C001210,15,1,5,0.0667
CRM0001211,2026-08-28,C001211,25,1,10,0.04
CRM0001212,2026-08-28,C001212,27,0,8,0.0
CRM0001213,2026-08-28,C001213,28,4,8,0.1429
CRM0001214,2026-08-28,C001214,52,7,14,0.1346
CRM0001215,2026-08-28,C001215,18,4,6,0.2222
CRM0001216,2026-08-28,C001216,12,3,4,0.25
CRM0001217,2026-08-28,C001217,28,2,8,0.0714
CRM0001218,2026-08-28,C001218,16,3,6,0.1875
CRM0001219,2026-08-28,C001219,12,1,5,0.0833
CRM0001220,2026-08-28,C001220,35,2,8,0.0571
CRM0001221,2026-08-28,C001221,27,4,10,0.1481
CRM0001222,2026-08-28,C001222,42,8,10,0.1905
CRM0001223,2026-08-28,C001223,32,2,13,0.0625
CRM0001224,2026-08-28,C001224,49,10,13,0.2041
CRM0001225,2026-08-28,C001225,21,2,6,0.0952
CRM0001226,2026-08-28,C001226,19,3,8,0.1579
CRM0001227,2026-08-28,C001227,31,5,9,0.1613
CRM0001228,2026-08-28,C001228,39,4,11,0.1026
CRM0001229,2026-08-28,C001229,44,5,12,0.1136
CRM0001230,2026-08-28,C001230,24,5,6,0.2083
CRM0001231,2026-08-28,C001231,37,6,9,0.1622
CRM0001232,2026-08-28,C001232,28,2,11,0.0714
CRM0001233,2026-08-28,C001233,43,9,10,0.2093
CRM0001234,2026-08-28,C001234,35,7,10,0.2
CRM0001235,2026-08-28,C001235,32,6,8,0.1875
CRM0001236,2026-08-28,C001236,46,8,10,0.1739
CRM0001237,2026-08-28,C001237,24,3,14,0.125
CRM0001238,2026-08-28,C001238,46,1,13,0.0217
CRM0001239,2026-08-28,C001239,29,2,9,0.069
CRM0001240,2026-08-28,C001240,28,3,8,0.1071
CRM0001241,2026-08-28,C001241,10,0,3,0.0
CRM0001242,2026-08-28,C001242,29,4,7,0.1379
CRM0001243,2026-08-28,C001243,31,8,10,0.2581
CRM0001244,2026-08-28,C001244,27,4,10,0.1481
CRM0001245,2026-08-28,C001245,27,4,10,0.1481
CRM0001246,2026-08-28,C001246,36,7,8,0.1944
CRM0001247,2026-08-28,C001247,23,3,7,0.1304
CRM0001248,2026-08-28,C001248,20,1,8,0.05
CRM0001249,2026-08-28,C001249,10,0,8,0.0
CRM0001250,2026-08-28,C001250,18,4,7,0.2222
CRM0001251,2026-08-28,C001251,21,3,6,0.1429
CRM0001252,2026-08-28,C001252,22,2,6,0.0909
CRM0001253,2026-08-28,C001253,16,3,6,0.1875
CRM0001254,2026-08-28,C001254,43,7,12,0.1628
CRM0001255,2026-08-28,C001255,20,1,6,0.05
CRM0001256,2026-08-28,C001256,31,2,10,0.0645
CRM0001257,2026-08-28,C001257,22,1,6,0.0455
CRM0001258,2026-08-28,C001258,21,3,9,0.1429
CRM0001259,2026-08-28,C001259,32,4,8,0.125
CRM0001260,2026-08-28,C001260,42,7,11,0.1667
CRM0001261,2026-08-28,C001261,28,4,6,0.1429
CRM0001262,2026-08-28,C001262,35,2,9,0.0571
CRM0001263,2026-08-28,C001263,27,3,10,0.1111
CRM0001264,2026-08-28,C001264,34,5,10,0.1471
CRM0001265,2026-08-28,C001265,29,4,8,0.1379
CRM0001266,2026-08-28,C001266,32,2,8,0.0625
CRM0001267,2026-08-28,C001267,27,2,10,0.0741
CRM0001268,2026-08-28,C001268,52,8,13,0.1538
CRM0001269,2026-08-28,C001269,36,1,10,0.0278
CRM0001270,2026-08-28,C001270,9,2,4,0.2222
CRM0001271,2026-08-28,C001271,7,1,5,0.1429
CRM0001272,2026-08-28,C001272,19,7,6,0.3684
CRM0001273,2026-08-28,C001273,24,3,6,0.125
CRM0001274,2026-08-28,C001274,24,2,7,0.0833
CRM0001275,2026-08-28,C001275,28,4,10,0.1429
CRM0001276,2026-08-28,C001276,28,5,7,0.1786
CRM0001277,2026-08-28,C001277,43,3,8,0.0698
CRM0001278,2026-08-28,C001278,9,3,3,0.3333
CRM0001279,2026-08-28,C001279,46,8,11,0.1739
CRM0001280,2026-08-28,C001280,22,1,9,0.0455
CRM0001281,2026-08-28,C001281,24,3,7,0.125
CRM0001282,2026-08-28,C001282,17,3,6,0.1765
CRM0001283,2026-08-28,C001283,32,4,9,0.125
CRM0001284,2026-08-28,C001284,29,5,12,0.1724
CRM0001285,2026-08-28,C001285,41,4,9,0.0976
CRM0001286,2026-08-28,C001286,38,4,9,0.1053
CRM0001287,2026-08-28,C001287,33,6,7,0.1818
CRM0001288,2026-08-28,C001288,29,12,9,0.4138
CRM0001289,2026-08-28,C001289,16,3,6,0.1875
CRM0001290,2026-08-28,C001290,6,2,2,0.3333
CRM0001291,2026-08-28,C001291,37,8,11,0.2162
CRM0001292,2026-08-28,C001292,20,7,6,0.35
CRM0001293,2026-08-28,C001293,15,2,6,0.1333
CRM0001294,2026-08-28,C001294,17,1,7,0.0588
CRM0001295,2026-08-28,C001295,41,5,12,0.122
CRM0001296,2026-08-28,C001296,7,0,3,0.0
CRM0001297,2026-08-28,C001297,24,4,7,0.1667
CRM0001298,2026-08-28,C001298,11,2,3,0.1818
CRM0001299,2026-08-28,C001299,32,1,11,0.0312
CRM0001300,2026-08-28,C001300,20,2,5,0.1
CRM0001301,2026-08-28,C001301,28,1,9,0.0357
CRM0001302,2026-08-28,C001302,37,2,10,0.0541
CRM0001303,2026-08-28,C001303,14,1,3,0.0714
CRM0001304,2026-08-28,C001304,16,4,5,0.25
CRM0001305,2026-08-28,C001305,34,5,10,0.1471
CRM0001306,2026-08-28,C001306,13,3,5,0.2308
CRM0001307,2026-08-28,C001307,7,1,3,0.1429
CRM0001308,2026-08-28,C001308,39,3,13,0.0769
CRM0001309,2026-08-28,C001309,30,2,7,0.0667
CRM0001310,2026-08-28,C001310,28,3,7,0.1071
CRM0001311,2026-08-28,C001311,21,0,6,0.0
CRM0001312,2026-08-28,C001312,5,2,4,0.4
CRM0001313,2026-08-28,C001313,38,5,12,0.1316
CRM0001314,2026-08-28,C001314,20,2,7,0.1
CRM0001315,2026-08-28,C001315,17,1,6,0.0588
CRM0001316,2026-08-28,C001316,14,2,5,0.1429
CRM0001317,2026-08-28,C001317,29,2,7,0.069
CRM0001318,2026-08-28,C001318,29,3,7,0.1034
CRM0001319,2026-08-28,C001319,14,1,7,0.0714
CRM0001320,2026-08-28,C001320,31,2,9,0.0645
CRM0001321,2026-08-28,C001321,9,1,4,0.1111
CRM0001322,2026-08-28,C001322,37,5,9,0.1351
CRM0001323,2026-08-28,C001323,33,2,8,0.0606
CRM0001324,2026-08-28,C001324,30,1,9,0.0333
CRM0001325,2026-08-28,C001325,23,4,8,0.1739
CRM0001326,2026-08-28,C001326,26,5,10,0.1923
CRM0001327,2026-08-28,C001327,43,5,12,0.1163
CRM0001328,2026-08-28,C001328,20,4,7,0.2
CRM0001329,2026-08-28,C001329,25,1,7,0.04
CRM0001330,2026-08-28,C001330,27,1,9,0.037
CRM0001331,2026-08-28,C001331,15,2,10,0.1333
CRM0001332,2026-08-28,C001332,33,3,12,0.0909
CRM0001333,2026-08-28,C001333,23,4,8,0.1739
CRM0001334,2026-08-28,C001334,45,7,10,0.1556
CRM0001335,2026-08-28,C001335,22,2,9,0.0909
CRM0001336,2026-08-28,C001336,16,0,3,0.0
CRM0001337,2026-08-28,C001337,24,3,8,0.125
CRM0001338,2026-08-28,C001338,24,2,8,0.0833
CRM0001339,2026-08-28,C001339,26,0,9,0.0
CRM0001340,2026-08-28,C001340,34,6,9,0.1765
CRM0001341,2026-08-28,C001341,45,6,10,0.1333
CRM0001342,2026-08-28,C001342,30,5,8,0.1667
CRM0001343,2026-08-28,C001343,22,1,9,0.0455
CRM0001344,2026-08-28,C001344,30,7,10,0.2333
CRM0001345,2026-08-28,C001345,41,13,11,0.3171
CRM0001346,2026-08-28,C001346,45,5,12,0.1111
CRM0001347,2026-08-28,C001347,29,2,11,0.069
CRM0001348,2026-08-28,C001348,23,1,9,0.0435
CRM0001349,2026-08-28,C001349,13,0,6,0.0
CRM0001350,2026-08-28,C001350,29,6,9,0.2069
CRM0001351,2026-08-28,C001351,24,0,8,0.0
CRM0001352,2026-08-28,C001352,13,4,6,0.3077
CRM0001353,2026-08-28,C001353,19,4,7,0.2105
CRM0001354,2026-08-28,C001354,31,1,12,0.0323
CRM0001355,2026-08-28,C001355,54,8,12,0.1481
CRM0001356,2026-08-28,C001356,25,3,9,0.12
CRM0001357,2026-08-28,C001357,18,3,5,0.1667
CRM0001358,2026-08-28,C001358,35,4,12,0.1143
CRM0001359,2026-08-28,C001359,50,7,14,0.14
CRM0001360,2026-08-28,C001360,27,5,10,0.1852
CRM0001361,2026-08-28,C001361,20,1,8,0.05
CRM0001362,2026-08-28,C001362,25,4,6,0.16
CRM0001363,2026-08-28,C001363,30,5,12,0.1667
CRM0001364,2026-08-28,C001364,40,5,13,0.125
CRM0001365,2026-08-28,C001365,33,4,9,0.1212
CRM0001366,2026-08-28,C001366,17,0,4,0.0
CRM0001367,2026-08-28,C001367,30,6,9,0.2
CRM0001368,2026-08-28,C001368,39,2,9,0.0513
CRM0001369,2026-08-28,C001369,14,3,6,0.2143
CRM0001370,2026-08-28,C001370,32,6,8,0.1875
CRM0001371,2026-08-28,C001371,36,6,10,0.1667
CRM0001372,2026-08-28,C001372,25,1,8,0.04
CRM0001373,2026-08-28,C001373,41,4,14,0.0976
CRM0001374,2026-08-28,C001374,20,1,10,0.05
CRM0001375,2026-08-28,C001375,12,0,5,0.0
CRM0001376,2026-08-28,C001376,8,2,3,0.25
CRM0001377,2026-08-28,C001377,35,4,11,0.1143
CRM0001378,2026-08-28,C001378,30,7,8,0.2333
CRM0001379,2026-08-28,C001379,29,2,7,0.069
CRM0001380,2026-08-28,C001380,7,1,2,0.1429
CRM0001381,2026-08-28,C001381,21,5,5,0.2381
CRM0001382,2026-08-28,C001382,33,2,12,0.0606
CRM0001383,2026-08-28,C001383,16,2,5,0.125
CRM0001384,2026-08-28,C001384,30,5,8,0.1667
CRM0001385,2026-08-28,C001385,49,5,11,0.102
CRM0001386,2026-08-28,C001386,24,3,8,0.125
CRM0001387,2026-08-28,C001387,29,4,9,0.1379
CRM0001388,2026-08-28,C001388,40,3,10,0.075
CRM0001389,2026-08-28,C001389,24,3,9,0.125
CRM0001390,2026-08-28,C001390,23,1,6,0.0435
CRM0001391,2026-08-28,C001391,36,6,10,0.1667
CRM0001392,2026-08-28,C001392,24,3,9,0.125
CRM0001393,2026-08-28,C001393,23,3,6,0.1304
CRM0001394,2026-08-28,C001394,19,2,6,0.1053
CRM0001395,2026-08-28,C001395,23,4,8,0.1739
CRM0001396,2026-08-28,C001396,11,1,4,0.0909
CRM0001397,2026-08-28,C001397,11,2,4,0.1818
CRM0001398,2026-08-28,C001398,15,4,5,0.2667
CRM0001399,2026-08-28,C001399,48,8,14,0.1667
CRM0001400,2026-08-28,C001400,13,2,5,0.1538
CRM0001401,2026-08-28,C001401,29,6,6,0.2069
CRM0001402,2026-08-28,C001402,30,3,10,0.1
CRM0001403,2026-08-28,C001403,31,2,9,0.0645
CRM0001404,2026-08-28,C001404,22,2,8,0.0909
CRM0001405,2026-08-28,C001405,13,2,7,0.1538
CRM0001406,2026-08-28,C001406,22,3,8,0.1364
CRM0001407,2026-08-28,C001407,18,2,7,0.1111
CRM0001408,2026-08-28,C001408,34,3,12,0.0882
CRM0001409,2026-08-28,C001409,46,4,12,0.087
CRM0001410,2026-08-28,C001410,25,3,9,0.12
CRM0001411,2026-08-28,C001411,41,6,13,0.1463
CRM0001412,2026-08-28,C001412,24,2,9,0.0833
CRM0001413,2026-08-28,C001413,35,6,11,0.1714
CRM0001414,2026-08-28,C001414,38,6,9,0.1579
CRM0001415,2026-08-28,C001415,17,1,6,0.0588
CRM0001416,2026-08-28,C001416,29,9,10,0.3103
CRM0001417,2026-08-28,C001417,33,6,11,0.1818
CRM0001418,2026-08-28,C001418,34,8,12,0.2353
CRM0001419,2026-08-28,C001419,33,5,11,0.1515
CRM0001420,2026-08-28,C001420,17,4,5,0.2353
CRM0001421,2026-08-28,C001421,30,4,7,0.1333
CRM0001422,2026-08-28,C001422,21,7,9,0.3333
CRM0001423,2026-08-28,C001423,53,9,12,0.1698
CRM0001424,2026-08-28,C001424,28,5,7,0.1786
CRM0001425,2026-08-28,C001425,33,7,10,0.2121
CRM0001426,2026-08-28,C001426,25,2,6,0.08
CRM0001427,2026-08-28,C001427,21,2,7,0.0952
CRM0001428,2026-08-28,C001428,44,6,9,0.1364
CRM0001429,2026-08-28,C001429,40,5,10,0.125
CRM0001430,2026-08-28,C001430,20,0,7,0.0
CRM0001431,2026-08-28,C001431,18,3,6,0.1667
CRM0001432,2026-08-28,C001432,32,4,12,0.125
CRM0001433,2026-08-28,C001433,58,9,16,0.1552
CRM0001434,2026-08-28,C001434,20,2,8,0.1
CRM0001435,2026-08-28,C001435,41,5,10,0.122
CRM0001436,2026-08-28,C001436,18,1,5,0.0556
CRM0001437,2026-08-28,C001437,24,4,7,0.1667
CRM0001438,2026-08-28,C001438,9,1,3,0.1111
CRM0001439,2026-08-28,C001439,25,1,8,0.04
CRM0001440,2026-08-28,C001440,36,2,11,0.0556
CRM0001441,2026-08-28,C001441,25,4,7,0.16
CRM0001442,2026-08-28,C001442,23,1,6,0.0435
CRM0001443,2026-08-28,C001443,23,0,9,0.0
CRM0001444,2026-08-28,C001444,45,6,14,0.1333
CRM0001445,2026-08-28,C001445,38,11,8,0.2895
CRM0001446,2026-08-28,C001446,23,2,7,0.087
CRM0001447,2026-08-28,C001447,10,3,2,0.3
CRM0001448,2026-08-28,C001448,10,1,5,0.1
CRM0001449,2026-08-28,C001449,50,6,13,0.12
CRM0001450,2026-08-28,C001450,24,2,6,0.0833
CRM0001451,2026-08-28,C001451,35,11,12,0.3143
CRM0001452,2026-08-28,C001452,31,4,12,0.129
CRM0001453,2026-08-28,C001453,13,3,5,0.2308
CRM0001454,2026-08-28,C001454,22,5,6,0.2273
CRM0001455,2026-08-28,C001455,31,6,11,0.1935
