activation_id,registration_id,user_id,is_activated,activated_at,activation_seconds,activation_rule
ACT00007217,REG00007217,U0007217,1,2026-01-19 20:32:48,37260,观看3条视频
ACT00007218,REG00007218,U0007218,1,2026-02-10 21:36:22,31920,完成首次互动
ACT00007219,REG00007219,U0007219,1,2026-04-04 07:02:02,14820,观看满5分钟
ACT00007220,REG00007220,U0007220,1,2026-08-13 12:09:41,31200,观看3条视频
ACT00007221,REG00007221,U0007221,0,,,未达到激活条件
ACT00007222,REG00007222,U0007222,0,,,未达到激活条件
ACT00007223,REG00007223,U0007223,1,2026-04-26 08:45:11,7020,观看3条视频
ACT00007224,REG00007224,U0007224,1,2026-08-24 10:50:12,22680,观看满5分钟
ACT00007225,REG00007225,U0007225,1,2026-02-23 00:16:10,12840,观看3条视频
ACT00007226,REG00007226,U0007226,1,2026-08-19 06:33:20,32640,观看3条视频
ACT00007227,REG00007227,U0007227,0,,,未达到激活条件
ACT00007228,REG00007228,U0007228,0,,,未达到激活条件
ACT00007229,REG00007229,U0007229,1,2026-06-30 21:35:03,1500,观看3条视频
ACT00007230,REG00007230,U0007230,1,2026-04-24 23:41:43,38880,观看3条视频
ACT00007231,REG00007231,U0007231,1,2026-07-20 18:27:09,5940,完成首次互动
ACT00007232,REG00007232,U0007232,1,2026-08-15 20:20:49,18960,观看3条视频
ACT00007233,REG00007233,U0007233,0,,,未达到激活条件
ACT00007234,REG00007234,U0007234,0,,,未达到激活条件
ACT00007235,REG00007235,U0007235,1,2026-03-08 01:32:29,26160,完成首次互动
ACT00007236,REG00007236,U0007236,0,,,未达到激活条件
ACT00007237,REG00007237,U0007237,0,,,未达到激活条件
ACT00007238,REG00007238,U0007238,0,,,未达到激活条件
ACT00007239,REG00007239,U0007239,0,,,未达到激活条件
ACT00007240,REG00007240,U0007240,0,,,未达到激活条件
ACT00007241,REG00007241,U0007241,1,2026-07-28 01:31:32,22380,完成首次互动
ACT00007242,REG00007242,U0007242,0,,,未达到激活条件
ACT00007243,REG00007243,U0007243,1,2026-02-17 22:39:02,25620,观看3条视频
ACT00007244,REG00007244,U0007244,1,2026-03-10 04:00:47,6180,观看3条视频
ACT00007245,REG00007245,U0007245,1,2026-04-21 17:44:55,5280,观看3条视频
ACT00007246,REG00007246,U0007246,1,2026-08-18 23:54:48,17160,完成首次互动
ACT00007247,REG00007247,U0007247,1,2026-08-25 10:13:34,32880,观看满5分钟
ACT00007248,REG00007248,U0007248,0,,,未达到激活条件
ACT00007249,REG00007249,U0007249,1,2026-08-13 00:12:01,5100,观看满5分钟
ACT00007250,REG00007250,U0007250,1,2026-07-11 17:49:44,31380,观看3条视频
ACT00007251,REG00007251,U0007251,1,2026-07-27 19:50:27,29700,观看3条视频
ACT00007252,REG00007252,U0007252,1,2026-06-14 15:00:14,38280,观看满5分钟
ACT00007253,REG00007253,U0007253,0,,,未达到激活条件
ACT00007254,REG00007254,U0007254,1,2026-02-23 16:19:38,40260,完成首次互动
ACT00007255,REG00007255,U0007255,1,2026-07-07 22:34:06,35580,观看满5分钟
ACT00007256,REG00007256,U0007256,1,2026-01-08 08:09:50,1080,观看3条视频
ACT00007257,REG00007257,U0007257,1,2026-02-22 08:14:31,39720,观看3条视频
ACT00007258,REG00007258,U0007258,1,2026-02-21 05:34:36,40440,完成首次互动
ACT00007259,REG00007259,U0007259,1,2026-04-02 09:30:11,25680,完成首次互动
ACT00007260,REG00007260,U0007260,1,2026-02-03 10:19:31,23460,观看满5分钟
ACT00007261,REG00007261,U0007261,1,2026-01-29 14:05:01,30900,观看3条视频
ACT00007262,REG00007262,U0007262,1,2026-02-20 18:28:29,39660,观看满5分钟
ACT00007263,REG00007263,U0007263,1,2026-08-14 17:06:39,15540,观看满5分钟
ACT00007264,REG00007264,U0007264,1,2026-06-07 22:28:17,19620,观看满5分钟
ACT00007265,REG00007265,U0007265,1,2026-02-08 13:03:43,12060,观看3条视频
ACT00007266,REG00007266,U0007266,0,,,未达到激活条件
ACT00007267,REG00007267,U0007267,1,2026-08-11 20:29:28,15000,完成首次互动
ACT00007268,REG00007268,U0007268,1,2026-04-18 12:28:36,20520,观看满5分钟
ACT00007269,REG00007269,U0007269,1,2026-08-20 21:37:42,21300,观看3条视频
ACT00007270,REG00007270,U0007270,0,,,未达到激活条件
ACT00007271,REG00007271,U0007271,1,2026-08-04 06:26:13,37500,观看3条视频
ACT00007272,REG00007272,U0007272,1,2026-01-16 16:40:02,20400,观看3条视频
ACT00007273,REG00007273,U0007273,1,2026-02-08 06:37:16,32640,观看3条视频
ACT00007274,REG00007274,U0007274,0,,,未达到激活条件
ACT00007275,REG00007275,U0007275,1,2026-03-21 23:01:34,41880,观看满5分钟
ACT00007276,REG00007276,U0007276,0,,,未达到激活条件
ACT00007277,REG00007277,U0007277,1,2026-05-03 17:44:32,13860,完成首次互动
ACT00007278,REG00007278,U0007278,0,,,未达到激活条件
ACT00007279,REG00007279,U0007279,1,2026-07-05 15:18:14,42480,完成首次互动
ACT00007280,REG00007280,U0007280,1,2026-02-27 18:33:40,36060,观看满5分钟
ACT00007281,REG00007281,U0007281,1,2026-01-15 17:53:03,3360,观看满5分钟
ACT00007282,REG00007282,U0007282,1,2026-05-30 03:24:22,6240,观看3条视频
ACT00007283,REG00007283,U0007283,0,,,未达到激活条件
ACT00007284,REG00007284,U0007284,0,,,未达到激活条件
ACT00007285,REG00007285,U0007285,1,2026-04-22 16:17:24,17580,观看满5分钟
ACT00007286,REG00007286,U0007286,1,2026-06-09 15:50:37,5280,观看满5分钟
ACT00007287,REG00007287,U0007287,0,,,未达到激活条件
ACT00007288,REG00007288,U0007288,1,2026-03-04 00:16:13,13740,观看3条视频
ACT00007289,REG00007289,U0007289,0,,,未达到激活条件
ACT00007290,REG00007290,U0007290,1,2026-04-23 08:09:05,24780,观看满5分钟
ACT00007291,REG00007291,U0007291,1,2026-03-30 22:08:56,36540,观看满5分钟
ACT00007292,REG00007292,U0007292,0,,,未达到激活条件
ACT00007293,REG00007293,U0007293,1,2026-01-15 23:33:19,3000,观看3条视频
ACT00007294,REG00007294,U0007294,1,2026-08-23 22:48:39,3720,观看3条视频
ACT00007295,REG00007295,U0007295,1,2026-04-09 12:38:32,21180,观看满5分钟
ACT00007296,REG00007296,U0007296,0,,,未达到激活条件
ACT00007297,REG00007297,U0007297,1,2026-03-11 03:25:00,26580,完成首次互动
ACT00007298,REG00007298,U0007298,1,2026-03-29 23:21:44,38520,完成首次互动
ACT00007299,REG00007299,U0007299,1,2026-03-01 01:30:08,18900,观看3条视频
ACT00007300,REG00007300,U0007300,1,2026-03-17 23:33:15,27660,观看3条视频
ACT00007301,REG00007301,U0007301,0,,,未达到激活条件
ACT00007302,REG00007302,U0007302,1,2026-01-10 04:24:27,28680,观看满5分钟
ACT00007303,REG00007303,U0007303,0,,,未达到激活条件
ACT00007304,REG00007304,U0007304,0,,,未达到激活条件
ACT00007305,REG00007305,U0007305,1,2026-08-26 02:22:04,31140,观看3条视频
ACT00007306,REG00007306,U0007306,1,2026-07-10 09:23:28,15420,观看3条视频
ACT00007307,REG00007307,U0007307,1,2026-05-04 05:11:08,35700,观看3条视频
ACT00007308,REG00007308,U0007308,1,2026-08-10 00:29:28,42120,观看3条视频
ACT00007309,REG00007309,U0007309,1,2026-05-06 20:39:36,36480,完成首次互动
ACT00007310,REG00007310,U0007310,1,2026-05-30 02:48:50,38160,观看3条视频
ACT00007311,REG00007311,U0007311,1,2026-03-12 19:29:16,34740,观看3条视频
ACT00007312,REG00007312,U0007312,1,2026-02-20 00:44:18,11340,观看满5分钟
ACT00007313,REG00007313,U0007313,1,2026-08-02 14:32:49,21060,观看3条视频
ACT00007314,REG00007314,U0007314,0,,,未达到激活条件
ACT00007315,REG00007315,U0007315,1,2026-01-12 02:07:58,4800,观看满5分钟
ACT00007316,REG00007316,U0007316,0,,,未达到激活条件
ACT00007317,REG00007317,U0007317,1,2026-07-02 23:55:33,18300,观看3条视频
ACT00007318,REG00007318,U0007318,0,,,未达到激活条件
ACT00007319,REG00007319,U0007319,1,2026-07-22 04:28:10,41700,完成首次互动
ACT00007320,REG00007320,U0007320,1,2026-06-09 01:30:12,20700,观看满5分钟
ACT00007321,REG00007321,U0007321,0,,,未达到激活条件
ACT00007322,REG00007322,U0007322,0,,,未达到激活条件
ACT00007323,REG00007323,U0007323,1,2026-03-19 14:36:28,1920,观看满5分钟
ACT00007324,REG00007324,U0007324,1,2026-07-10 19:33:35,12060,观看满5分钟
ACT00007325,REG00007325,U0007325,1,2026-05-13 12:02:16,15900,观看3条视频
ACT00007326,REG00007326,U0007326,1,2026-03-21 08:59:19,2040,观看3条视频
ACT00007327,REG00007327,U0007327,0,,,未达到激活条件
ACT00007328,REG00007328,U0007328,1,2026-06-22 14:53:56,6120,观看满5分钟
ACT00007329,REG00007329,U0007329,0,,,未达到激活条件
ACT00007330,REG00007330,U0007330,1,2026-01-16 19:57:17,42420,观看3条视频
ACT00007331,REG00007331,U0007331,1,2026-01-26 19:17:16,14400,观看3条视频
ACT00007332,REG00007332,U0007332,0,,,未达到激活条件
ACT00007333,REG00007333,U0007333,1,2026-07-19 09:47:41,12420,完成首次互动
ACT00007334,REG00007334,U0007334,1,2026-04-01 20:44:22,39420,完成首次互动
ACT00007335,REG00007335,U0007335,0,,,未达到激活条件
ACT00007336,REG00007336,U0007336,1,2026-05-19 22:25:49,38760,观看满5分钟
ACT00007337,REG00007337,U0007337,1,2026-07-10 22:32:04,20820,观看3条视频
ACT00007338,REG00007338,U0007338,1,2026-08-18 07:09:58,41400,观看满5分钟
ACT00007339,REG00007339,U0007339,1,2026-03-12 21:03:14,21960,观看3条视频
ACT00007340,REG00007340,U0007340,1,2026-02-25 23:03:46,13800,观看满5分钟
ACT00007341,REG00007341,U0007341,0,,,未达到激活条件
ACT00007342,REG00007342,U0007342,1,2026-07-04 21:27:14,26340,观看3条视频
ACT00007343,REG00007343,U0007343,0,,,未达到激活条件
ACT00007344,REG00007344,U0007344,0,,,未达到激活条件
ACT00007345,REG00007345,U0007345,0,,,未达到激活条件
ACT00007346,REG00007346,U0007346,1,2026-02-05 16:45:14,40500,观看3条视频
ACT00007347,REG00007347,U0007347,0,,,未达到激活条件
ACT00007348,REG00007348,U0007348,1,2026-05-09 16:09:31,39060,观看满5分钟
ACT00007349,REG00007349,U0007349,1,2026-03-01 07:50:17,8400,观看满5分钟
ACT00007350,REG00007350,U0007350,1,2026-01-16 12:19:13,26340,观看3条视频
ACT00007351,REG00007351,U0007351,1,2026-07-31 00:43:44,25380,观看满5分钟
ACT00007352,REG00007352,U0007352,1,2026-05-26 02:30:01,11460,观看满5分钟
ACT00007353,REG00007353,U0007353,1,2026-02-23 05:41:11,37560,观看3条视频
ACT00007354,REG00007354,U0007354,1,2026-04-27 03:12:36,4200,观看3条视频
ACT00007355,REG00007355,U0007355,1,2026-03-04 00:23:00,19020,观看3条视频
ACT00007356,REG00007356,U0007356,1,2026-07-13 20:15:43,2760,观看满5分钟
ACT00007357,REG00007357,U0007357,1,2026-08-22 04:01:12,23040,观看3条视频
ACT00007358,REG00007358,U0007358,0,,,未达到激活条件
ACT00007359,REG00007359,U0007359,0,,,未达到激活条件
ACT00007360,REG00007360,U0007360,0,,,未达到激活条件
ACT00007361,REG00007361,U0007361,1,2026-02-26 22:56:21,34740,完成首次互动
ACT00007362,REG00007362,U0007362,1,2026-07-10 04:28:30,41220,观看3条视频
ACT00007363,REG00007363,U0007363,0,,,未达到激活条件
ACT00007364,REG00007364,U0007364,0,,,未达到激活条件
ACT00007365,REG00007365,U0007365,1,2026-06-07 04:23:11,600,完成首次互动
ACT00007366,REG00007366,U0007366,0,,,未达到激活条件
ACT00007367,REG00007367,U0007367,1,2026-03-13 01:41:38,37380,观看3条视频
ACT00007368,REG00007368,U0007368,1,2026-04-07 23:28:55,840,观看满5分钟
ACT00007369,REG00007369,U0007369,1,2026-05-20 21:45:21,17520,观看3条视频
ACT00007370,REG00007370,U0007370,1,2026-01-02 09:15:51,7860,观看满5分钟
ACT00007371,REG00007371,U0007371,1,2026-06-15 17:55:54,24960,观看满5分钟
ACT00007372,REG00007372,U0007372,1,2026-08-29 09:39:09,43140,观看3条视频
ACT00007373,REG00007373,U0007373,1,2026-01-31 05:47:15,24240,观看满5分钟
ACT00007374,REG00007374,U0007374,0,,,未达到激活条件
ACT00007375,REG00007375,U0007375,1,2026-07-09 07:55:04,34200,观看满5分钟
ACT00007376,REG00007376,U0007376,0,,,未达到激活条件
ACT00007377,REG00007377,U0007377,1,2026-07-07 16:10:44,39900,完成首次互动
ACT00007378,REG00007378,U0007378,1,2026-07-04 20:00:55,1140,观看3条视频
ACT00007379,REG00007379,U0007379,1,2026-05-10 19:41:30,21720,观看3条视频
ACT00007380,REG00007380,U0007380,1,2026-02-17 10:34:43,5100,完成首次互动
ACT00007381,REG00007381,U0007381,0,,,未达到激活条件
ACT00007382,REG00007382,U0007382,1,2026-01-02 20:09:23,37080,观看满5分钟
ACT00007383,REG00007383,U0007383,1,2026-02-02 01:24:37,14640,观看满5分钟
ACT00007384,REG00007384,U0007384,1,2026-02-02 07:07:45,33420,观看3条视频
ACT00007385,REG00007385,U0007385,1,2026-05-19 01:26:04,14640,观看满5分钟
ACT00007386,REG00007386,U0007386,1,2026-05-30 07:36:38,14880,观看3条视频
ACT00007387,REG00007387,U0007387,1,2026-01-04 08:52:56,22440,观看3条视频
ACT00007388,REG00007388,U0007388,0,,,未达到激活条件
ACT00007389,REG00007389,U0007389,1,2026-05-20 14:16:59,35160,观看3条视频
ACT00007390,REG00007390,U0007390,1,2026-08-15 20:31:45,18060,观看满5分钟
ACT00007391,REG00007391,U0007391,1,2026-07-15 06:13:19,22740,观看3条视频
ACT00007392,REG00007392,U0007392,1,2026-07-17 12:06:08,21060,完成首次互动
ACT00007393,REG00007393,U0007393,0,,,未达到激活条件
ACT00007394,REG00007394,U0007394,1,2026-01-23 18:57:26,9240,观看3条视频
ACT00007395,REG00007395,U0007395,0,,,未达到激活条件
ACT00007396,REG00007396,U0007396,1,2026-01-19 01:45:31,31680,观看满5分钟
ACT00007397,REG00007397,U0007397,1,2026-08-25 07:49:34,16320,观看3条视频
ACT00007398,REG00007398,U0007398,0,,,未达到激活条件
ACT00007399,REG00007399,U0007399,0,,,未达到激活条件
ACT00007400,REG00007400,U0007400,0,,,未达到激活条件
ACT00007401,REG00007401,U0007401,1,2026-03-05 15:23:28,3060,完成首次互动
ACT00007402,REG00007402,U0007402,1,2026-04-11 19:02:51,2700,观看满5分钟
ACT00007403,REG00007403,U0007403,1,2026-02-07 01:53:20,12960,观看3条视频
ACT00007404,REG00007404,U0007404,0,,,未达到激活条件
ACT00007405,REG00007405,U0007405,0,,,未达到激活条件
ACT00007406,REG00007406,U0007406,0,,,未达到激活条件
ACT00007407,REG00007407,U0007407,1,2026-08-26 14:17:34,18240,观看3条视频
ACT00007408,REG00007408,U0007408,0,,,未达到激活条件
ACT00007409,REG00007409,U0007409,1,2026-02-05 23:17:52,27120,观看3条视频
ACT00007410,REG00007410,U0007410,0,,,未达到激活条件
ACT00007411,REG00007411,U0007411,1,2026-04-06 07:38:21,35580,完成首次互动
ACT00007412,REG00007412,U0007412,1,2026-06-25 01:21:57,40560,观看满5分钟
ACT00007413,REG00007413,U0007413,1,2026-06-26 22:01:26,8460,完成首次互动
ACT00007414,REG00007414,U0007414,1,2026-03-31 16:19:27,33600,观看满5分钟
ACT00007415,REG00007415,U0007415,0,,,未达到激活条件
ACT00007416,REG00007416,U0007416,1,2026-03-30 00:35:17,6240,观看3条视频
ACT00007417,REG00007417,U0007417,1,2026-05-29 23:35:59,15960,观看满5分钟
ACT00007418,REG00007418,U0007418,1,2026-05-21 23:56:21,28620,观看满5分钟
ACT00007419,REG00007419,U0007419,1,2026-07-24 01:15:47,22620,观看满5分钟
ACT00007420,REG00007420,U0007420,0,,,未达到激活条件
ACT00007421,REG00007421,U0007421,0,,,未达到激活条件
ACT00007422,REG00007422,U0007422,0,,,未达到激活条件
ACT00007423,REG00007423,U0007423,1,2026-07-18 23:53:26,15600,观看3条视频
ACT00007424,REG00007424,U0007424,1,2026-03-04 05:32:05,32460,观看3条视频
ACT00007425,REG00007425,U0007425,1,2026-07-17 17:11:15,28380,完成首次互动
ACT00007426,REG00007426,U0007426,0,,,未达到激活条件
ACT00007427,REG00007427,U0007427,1,2026-01-13 23:49:26,32580,观看3条视频
ACT00007428,REG00007428,U0007428,1,2026-06-08 10:40:49,30600,观看3条视频
ACT00007429,REG00007429,U0007429,1,2026-07-26 02:55:48,29460,观看满5分钟
ACT00007430,REG00007430,U0007430,1,2026-01-08 14:08:21,24720,观看3条视频
ACT00007431,REG00007431,U0007431,1,2026-08-20 06:57:53,480,完成首次互动
ACT00007432,REG00007432,U0007432,1,2026-06-01 21:34:56,41760,观看3条视频
ACT00007433,REG00007433,U0007433,1,2026-01-31 00:45:54,33420,完成首次互动
ACT00007434,REG00007434,U0007434,0,,,未达到激活条件
ACT00007435,REG00007435,U0007435,0,,,未达到激活条件
ACT00007436,REG00007436,U0007436,0,,,未达到激活条件
ACT00007437,REG00007437,U0007437,1,2026-03-09 18:57:17,43200,观看3条视频
ACT00007438,REG00007438,U0007438,1,2026-03-04 19:04:27,33840,完成首次互动
ACT00007439,REG00007439,U0007439,1,2026-06-28 21:15:41,31440,观看满5分钟
ACT00007440,REG00007440,U0007440,1,2026-07-12 16:22:32,38460,完成首次互动
ACT00007441,REG00007441,U0007441,0,,,未达到激活条件
ACT00007442,REG00007442,U0007442,1,2026-02-25 09:43:19,31620,完成首次互动
ACT00007443,REG00007443,U0007443,1,2026-07-06 19:00:48,60,完成首次互动
ACT00007444,REG00007444,U0007444,0,,,未达到激活条件
ACT00007445,REG00007445,U0007445,1,2026-02-20 11:03:02,36780,观看3条视频
ACT00007446,REG00007446,U0007446,1,2026-03-30 20:39:14,38700,观看满5分钟
ACT00007447,REG00007447,U0007447,0,,,未达到激活条件
ACT00007448,REG00007448,U0007448,1,2026-08-09 05:47:11,21060,观看3条视频
ACT00007449,REG00007449,U0007449,0,,,未达到激活条件
ACT00007450,REG00007450,U0007450,1,2026-03-10 16:18:07,32580,观看3条视频
ACT00007451,REG00007451,U0007451,1,2026-05-11 15:03:56,40140,完成首次互动
ACT00007452,REG00007452,U0007452,1,2026-06-05 18:58:00,18900,观看满5分钟
ACT00007453,REG00007453,U0007453,1,2026-04-06 22:42:17,26880,完成首次互动
ACT00007454,REG00007454,U0007454,1,2026-05-16 02:19:51,30600,完成首次互动
ACT00007455,REG00007455,U0007455,1,2026-01-14 13:02:04,32100,观看满5分钟
ACT00007456,REG00007456,U0007456,1,2026-05-27 21:39:15,22380,观看满5分钟
ACT00007457,REG00007457,U0007457,0,,,未达到激活条件
ACT00007458,REG00007458,U0007458,0,,,未达到激活条件
ACT00007459,REG00007459,U0007459,1,2026-04-01 01:34:29,32460,观看满5分钟
ACT00007460,REG00007460,U0007460,1,2026-01-03 02:08:09,24600,观看3条视频
ACT00007461,REG00007461,U0007461,1,2026-05-26 00:48:01,6240,观看3条视频
ACT00007462,REG00007462,U0007462,1,2026-07-01 23:18:27,18840,完成首次互动
ACT00007463,REG00007463,U0007463,1,2026-05-01 22:46:16,4560,观看3条视频
ACT00007464,REG00007464,U0007464,1,2026-06-02 05:13:47,21840,观看满5分钟
ACT00007465,REG00007465,U0007465,1,2026-04-02 20:51:39,25980,观看满5分钟
ACT00007466,REG00007466,U0007466,1,2026-03-11 17:49:20,18780,观看满5分钟
ACT00007467,REG00007467,U0007467,0,,,未达到激活条件
ACT00007468,REG00007468,U0007468,1,2026-04-25 00:32:28,35160,观看满5分钟
ACT00007469,REG00007469,U0007469,1,2026-01-31 20:22:37,32580,完成首次互动
ACT00007470,REG00007470,U0007470,1,2026-04-08 16:39:34,16080,观看3条视频
ACT00007471,REG00007471,U0007471,0,,,未达到激活条件
ACT00007472,REG00007472,U0007472,1,2026-08-06 23:28:05,36420,观看3条视频
ACT00007473,REG00007473,U0007473,0,,,未达到激活条件
ACT00007474,REG00007474,U0007474,1,2026-05-23 07:27:19,41820,完成首次互动
ACT00007475,REG00007475,U0007475,1,2026-06-01 15:29:15,26940,完成首次互动
ACT00007476,REG00007476,U0007476,1,2026-08-19 11:34:37,9300,完成首次互动
ACT00007477,REG00007477,U0007477,1,2026-08-17 07:24:43,4320,完成首次互动
ACT00007478,REG00007478,U0007478,1,2026-08-27 09:00:21,19200,观看满5分钟
ACT00007479,REG00007479,U0007479,0,,,未达到激活条件
ACT00007480,REG00007480,U0007480,1,2026-08-01 01:26:38,38040,观看满5分钟
ACT00007481,REG00007481,U0007481,0,,,未达到激活条件
ACT00007482,REG00007482,U0007482,1,2026-06-10 03:27:34,5160,完成首次互动
ACT00007483,REG00007483,U0007483,1,2026-06-11 19:09:43,6540,完成首次互动
ACT00007484,REG00007484,U0007484,0,,,未达到激活条件
ACT00007485,REG00007485,U0007485,1,2026-03-27 16:57:52,35760,观看满5分钟
ACT00007486,REG00007486,U0007486,0,,,未达到激活条件
ACT00007487,REG00007487,U0007487,0,,,未达到激活条件
ACT00007488,REG00007488,U0007488,1,2026-02-22 01:06:51,23760,观看3条视频
ACT00007489,REG00007489,U0007489,0,,,未达到激活条件
ACT00007490,REG00007490,U0007490,1,2026-06-18 09:36:45,7020,观看3条视频
ACT00007491,REG00007491,U0007491,1,2026-07-23 16:08:23,22440,观看满5分钟
ACT00007492,REG00007492,U0007492,1,2026-04-05 06:32:04,21360,观看满5分钟
ACT00007493,REG00007493,U0007493,0,,,未达到激活条件
ACT00007494,REG00007494,U0007494,1,2026-04-23 19:37:07,17880,观看3条视频
ACT00007495,REG00007495,U0007495,1,2026-08-21 23:57:24,42660,完成首次互动
ACT00007496,REG00007496,U0007496,0,,,未达到激活条件
ACT00007497,REG00007497,U0007497,1,2026-08-27 06:08:06,22740,观看满5分钟
ACT00007498,REG00007498,U0007498,1,2026-06-27 20:02:12,12180,完成首次互动
ACT00007499,REG00007499,U0007499,1,2026-05-30 23:00:35,2820,完成首次互动
ACT00007500,REG00007500,U0007500,0,,,未达到激活条件
ACT00007501,REG00007501,U0007501,0,,,未达到激活条件
ACT00007502,REG00007502,U0007502,1,2026-08-11 23:36:07,6480,观看3条视频
ACT00007503,REG00007503,U0007503,1,2026-07-13 02:34:28,19800,观看3条视频
ACT00007504,REG00007504,U0007504,1,2026-06-19 14:52:11,7020,观看满5分钟
ACT00007505,REG00007505,U0007505,0,,,未达到激活条件
ACT00007506,REG00007506,U0007506,1,2026-02-17 14:32:53,4260,观看3条视频
ACT00007507,REG00007507,U0007507,1,2026-03-09 14:47:49,1320,观看满5分钟
ACT00007508,REG00007508,U0007508,0,,,未达到激活条件
ACT00007509,REG00007509,U0007509,0,,,未达到激活条件
ACT00007510,REG00007510,U0007510,1,2026-01-28 17:41:28,20520,完成首次互动
ACT00007511,REG00007511,U0007511,1,2026-05-27 00:50:06,4260,观看3条视频
ACT00007512,REG00007512,U0007512,1,2026-04-27 23:27:28,21540,观看3条视频
ACT00007513,REG00007513,U0007513,0,,,未达到激活条件
ACT00007514,REG00007514,U0007514,1,2026-04-04 11:44:18,29280,观看3条视频
ACT00007515,REG00007515,U0007515,1,2026-02-27 10:47:19,6600,观看3条视频
ACT00007516,REG00007516,U0007516,0,,,未达到激活条件
ACT00007517,REG00007517,U0007517,1,2026-03-06 02:29:38,26400,观看满5分钟
ACT00007518,REG00007518,U0007518,0,,,未达到激活条件
ACT00007519,REG00007519,U0007519,1,2026-06-07 11:13:43,37320,观看3条视频
ACT00007520,REG00007520,U0007520,1,2026-01-02 21:53:37,30600,完成首次互动
ACT00007521,REG00007521,U0007521,1,2026-04-04 10:55:45,20940,观看3条视频
ACT00007522,REG00007522,U0007522,0,,,未达到激活条件
ACT00007523,REG00007523,U0007523,0,,,未达到激活条件
ACT00007524,REG00007524,U0007524,0,,,未达到激活条件
ACT00007525,REG00007525,U0007525,1,2026-06-06 14:48:31,2640,观看3条视频
ACT00007526,REG00007526,U0007526,0,,,未达到激活条件
ACT00007527,REG00007527,U0007527,1,2026-01-19 02:52:18,27780,完成首次互动
ACT00007528,REG00007528,U0007528,1,2026-06-17 11:03:25,27540,观看满5分钟
ACT00007529,REG00007529,U0007529,1,2026-07-13 04:57:17,2460,完成首次互动
ACT00007530,REG00007530,U0007530,1,2026-02-04 17:48:16,21840,观看3条视频
ACT00007531,REG00007531,U0007531,1,2026-04-28 16:25:09,26880,完成首次互动
ACT00007532,REG00007532,U0007532,1,2026-06-05 06:21:23,14580,完成首次互动
ACT00007533,REG00007533,U0007533,0,,,未达到激活条件
ACT00007534,REG00007534,U0007534,1,2026-06-13 21:33:03,6540,观看满5分钟
ACT00007535,REG00007535,U0007535,1,2026-08-22 12:55:18,26760,完成首次互动
ACT00007536,REG00007536,U0007536,1,2026-06-09 15:28:03,26280,观看3条视频
ACT00007537,REG00007537,U0007537,0,,,未达到激活条件
ACT00007538,REG00007538,U0007538,1,2026-02-05 03:02:27,36720,观看满5分钟
ACT00007539,REG00007539,U0007539,1,2026-08-09 04:40:13,19920,完成首次互动
ACT00007540,REG00007540,U0007540,0,,,未达到激活条件
ACT00007541,REG00007541,U0007541,1,2026-07-12 20:25:52,6900,观看3条视频
ACT00007542,REG00007542,U0007542,0,,,未达到激活条件
ACT00007543,REG00007543,U0007543,1,2026-08-26 19:09:44,26280,观看满5分钟
ACT00007544,REG00007544,U0007544,1,2026-03-23 10:18:19,10740,完成首次互动
ACT00007545,REG00007545,U0007545,1,2026-02-04 18:56:14,38700,观看3条视频
ACT00007546,REG00007546,U0007546,1,2026-04-23 06:42:07,17160,观看满5分钟
ACT00007547,REG00007547,U0007547,1,2026-03-08 15:32:35,6600,观看满5分钟
ACT00007548,REG00007548,U0007548,1,2026-02-16 04:21:32,12420,观看3条视频
ACT00007549,REG00007549,U0007549,1,2026-04-14 08:14:48,13680,观看满5分钟
ACT00007550,REG00007550,U0007550,1,2026-02-09 11:50:16,19500,观看满5分钟
ACT00007551,REG00007551,U0007551,0,,,未达到激活条件
ACT00007552,REG00007552,U0007552,1,2026-06-23 00:20:45,31140,观看3条视频
ACT00007553,REG00007553,U0007553,1,2026-07-05 09:01:16,29640,观看满5分钟
ACT00007554,REG00007554,U0007554,1,2026-02-21 02:00:32,34260,观看3条视频
ACT00007555,REG00007555,U0007555,1,2026-06-21 23:07:33,15000,观看满5分钟
ACT00007556,REG00007556,U0007556,1,2026-07-12 10:03:00,32280,观看3条视频
ACT00007557,REG00007557,U0007557,1,2026-06-13 11:20:31,18120,完成首次互动
ACT00007558,REG00007558,U0007558,1,2026-06-25 14:37:46,16920,观看满5分钟
ACT00007559,REG00007559,U0007559,1,2026-06-01 09:26:50,9960,观看3条视频
ACT00007560,REG00007560,U0007560,0,,,未达到激活条件
ACT00007561,REG00007561,U0007561,0,,,未达到激活条件
ACT00007562,REG00007562,U0007562,0,,,未达到激活条件
ACT00007563,REG00007563,U0007563,1,2026-02-22 13:13:06,7800,观看满5分钟
ACT00007564,REG00007564,U0007564,1,2026-05-08 05:49:59,18360,完成首次互动
ACT00007565,REG00007565,U0007565,1,2026-05-03 21:48:46,24180,观看3条视频
ACT00007566,REG00007566,U0007566,0,,,未达到激活条件
ACT00007567,REG00007567,U0007567,1,2026-04-03 19:34:17,27780,完成首次互动
ACT00007568,REG00007568,U0007568,1,2026-08-20 10:21:37,19500,观看满5分钟
ACT00007569,REG00007569,U0007569,1,2026-01-02 21:53:41,27360,观看3条视频
ACT00007570,REG00007570,U0007570,1,2026-04-16 01:10:32,6180,观看3条视频
ACT00007571,REG00007571,U0007571,1,2026-03-08 22:44:18,22740,完成首次互动
