metric_id,metric_date,channel_id,new_users,activated_users,day1_retained_users,day7_retained_users,daily_active_users
GM00001032,2026-04-14,CH02,6,6,2,3,32
GM00001033,2026-04-14,CH03,10,7,2,3,43
GM00001034,2026-04-14,CH04,5,4,0,1,33
GM00001035,2026-04-14,CH05,7,6,3,3,20
GM00001036,2026-04-14,CH06,7,3,1,2,14
GM00001037,2026-04-14,CH07,9,7,7,1,37
GM00001038,2026-04-14,CH08,4,4,0,1,22
GM00001039,2026-04-14,CH09,1,1,0,1,4
GM00001040,2026-04-14,CH10,0,0,0,0,5
GM00001041,2026-04-15,CH01,4,4,1,1,43
GM00001042,2026-04-15,CH02,6,5,1,2,30
GM00001043,2026-04-15,CH03,7,6,1,1,39
GM00001044,2026-04-15,CH04,7,5,1,2,27
GM00001045,2026-04-15,CH05,10,7,3,4,36
GM00001046,2026-04-15,CH06,2,1,0,0,18
GM00001047,2026-04-15,CH07,6,5,3,3,42
GM00001048,2026-04-15,CH08,2,2,2,0,19
GM00001049,2026-04-15,CH09,0,0,0,0,4
GM00001050,2026-04-15,CH10,0,0,0,0,5
GM00001051,2026-04-16,CH01,10,5,4,3,46
GM00001052,2026-04-16,CH02,5,5,1,1,32
GM00001053,2026-04-16,CH03,7,6,3,1,23
GM00001054,2026-04-16,CH04,5,3,2,1,26
GM00001055,2026-04-16,CH05,6,6,3,1,31
GM00001056,2026-04-16,CH06,3,1,0,0,12
GM00001057,2026-04-16,CH07,6,4,4,2,28
GM00001058,2026-04-16,CH08,5,5,3,2,21
GM00001059,2026-04-16,CH09,1,0,0,0,6
GM00001060,2026-04-16,CH10,1,1,0,0,4
GM00001061,2026-04-17,CH01,8,5,4,2,56
GM00001062,2026-04-17,CH02,3,2,1,0,23
GM00001063,2026-04-17,CH03,11,8,2,2,38
GM00001064,2026-04-17,CH04,6,4,3,2,23
GM00001065,2026-04-17,CH05,2,1,1,0,22
GM00001066,2026-04-17,CH06,4,2,2,1,13
GM00001067,2026-04-17,CH07,1,1,1,0,32
GM00001068,2026-04-17,CH08,2,2,1,1,21
GM00001069,2026-04-17,CH09,0,0,0,0,8
GM00001070,2026-04-17,CH10,1,1,0,0,8
GM00001071,2026-04-18,CH01,7,6,3,2,44
GM00001072,2026-04-18,CH02,5,3,1,1,32
GM00001073,2026-04-18,CH03,11,9,0,2,36
GM00001074,2026-04-18,CH04,7,5,2,1,26
GM00001075,2026-04-18,CH05,5,4,2,2,40
GM00001076,2026-04-18,CH06,4,4,1,1,19
GM00001077,2026-04-18,CH07,4,4,0,1,29
GM00001078,2026-04-18,CH08,3,1,0,1,17
GM00001079,2026-04-18,CH09,4,3,0,1,2
GM00001080,2026-04-18,CH10,4,1,1,0,7
GM00001081,2026-04-19,CH01,12,9,3,3,53
GM00001082,2026-04-19,CH02,5,3,2,1,38
GM00001083,2026-04-19,CH03,6,2,1,2,43
GM00001084,2026-04-19,CH04,3,3,1,0,22
GM00001085,2026-04-19,CH05,4,4,3,1,31
GM00001086,2026-04-19,CH06,3,2,0,0,23
GM00001087,2026-04-19,CH07,4,3,2,2,42
GM00001088,2026-04-19,CH08,2,1,0,0,10
GM00001089,2026-04-19,CH09,0,0,0,0,7
GM00001090,2026-04-19,CH10,2,1,2,0,11
GM00001091,2026-04-20,CH01,8,4,1,1,49
GM00001092,2026-04-20,CH02,8,6,0,4,36
GM00001093,2026-04-20,CH03,8,7,2,2,45
GM00001094,2026-04-20,CH04,1,1,0,0,31
GM00001095,2026-04-20,CH05,7,5,1,1,33
GM00001096,2026-04-20,CH06,5,2,1,2,16
GM00001097,2026-04-20,CH07,10,7,6,1,27
GM00001098,2026-04-20,CH08,1,1,0,0,20
GM00001099,2026-04-20,CH09,3,3,0,0,5
GM00001100,2026-04-20,CH10,0,0,0,0,11
GM00001101,2026-04-21,CH01,10,8,5,2,52
GM00001102,2026-04-21,CH02,7,6,2,1,31
GM00001103,2026-04-21,CH03,7,6,0,2,43
GM00001104,2026-04-21,CH04,8,7,3,2,26
GM00001105,2026-04-21,CH05,8,7,3,3,26
GM00001106,2026-04-21,CH06,7,5,0,2,13
GM00001107,2026-04-21,CH07,2,2,1,0,31
GM00001108,2026-04-21,CH08,2,2,0,0,17
GM00001109,2026-04-21,CH09,1,1,0,0,11
GM00001110,2026-04-21,CH10,4,2,0,0,6
GM00001111,2026-04-22,CH01,10,8,3,1,50
GM00001112,2026-04-22,CH02,6,5,4,1,34
GM00001113,2026-04-22,CH03,10,8,1,3,41
GM00001114,2026-04-22,CH04,8,6,0,2,33
GM00001115,2026-04-22,CH05,5,4,3,0,39
GM00001116,2026-04-22,CH06,5,2,0,2,13
GM00001117,2026-04-22,CH07,6,5,3,2,30
GM00001118,2026-04-22,CH08,2,1,1,0,17
GM00001119,2026-04-22,CH09,5,4,2,0,3
GM00001120,2026-04-22,CH10,1,1,1,1,1
GM00001121,2026-04-23,CH01,6,5,1,2,42
GM00001122,2026-04-23,CH02,6,5,2,1,24
GM00001123,2026-04-23,CH03,11,7,2,4,40
GM00001124,2026-04-23,CH04,6,6,0,1,24
GM00001125,2026-04-23,CH05,9,5,3,2,31
GM00001126,2026-04-23,CH06,5,2,3,1,14
GM00001127,2026-04-23,CH07,4,3,3,2,31
GM00001128,2026-04-23,CH08,3,3,1,1,16
GM00001129,2026-04-23,CH09,2,2,1,1,10
GM00001130,2026-04-23,CH10,2,1,0,0,8
GM00001131,2026-04-24,CH01,4,2,1,1,51
GM00001132,2026-04-24,CH02,5,4,1,1,38
GM00001133,2026-04-24,CH03,13,10,2,1,45
GM00001134,2026-04-24,CH04,7,5,4,3,21
GM00001135,2026-04-24,CH05,6,5,2,2,40
GM00001136,2026-04-24,CH06,3,2,1,1,23
GM00001137,2026-04-24,CH07,2,2,0,1,29
GM00001138,2026-04-24,CH08,4,1,2,2,19
GM00001139,2026-04-24,CH09,3,1,1,0,14
GM00001140,2026-04-24,CH10,0,0,0,0,8
GM00001141,2026-04-25,CH01,14,12,4,6,39
GM00001142,2026-04-25,CH02,4,3,1,2,25
GM00001143,2026-04-25,CH03,9,6,2,3,45
GM00001144,2026-04-25,CH04,5,4,1,1,25
GM00001145,2026-04-25,CH05,8,7,3,2,30
GM00001146,2026-04-25,CH06,7,6,0,4,18
GM00001147,2026-04-25,CH07,8,8,4,3,37
GM00001148,2026-04-25,CH08,5,3,1,0,18
GM00001149,2026-04-25,CH09,2,1,0,1,10
GM00001150,2026-04-25,CH10,1,1,0,1,6
GM00001151,2026-04-26,CH01,14,13,7,4,43
GM00001152,2026-04-26,CH02,3,3,0,1,24
GM00001153,2026-04-26,CH03,9,4,1,2,37
GM00001154,2026-04-26,CH04,3,1,0,0,23
GM00001155,2026-04-26,CH05,6,4,1,1,40
GM00001156,2026-04-26,CH06,4,3,1,1,19
GM00001157,2026-04-26,CH07,2,2,0,0,37
GM00001158,2026-04-26,CH08,3,2,1,0,19
GM00001159,2026-04-26,CH09,3,2,0,1,9
GM00001160,2026-04-26,CH10,1,0,0,0,6
GM00001161,2026-04-27,CH01,8,6,3,4,46
GM00001162,2026-04-27,CH02,5,4,2,1,34
GM00001163,2026-04-27,CH03,7,3,1,0,51
GM00001164,2026-04-27,CH04,5,4,4,2,27
GM00001165,2026-04-27,CH05,5,5,3,0,37
GM00001166,2026-04-27,CH06,2,1,0,0,15
GM00001167,2026-04-27,CH07,5,5,2,2,33
GM00001168,2026-04-27,CH08,4,4,2,3,19
GM00001169,2026-04-27,CH09,1,0,0,0,3
GM00001170,2026-04-27,CH10,1,0,0,1,5
GM00001171,2026-04-28,CH01,7,6,2,4,44
GM00001172,2026-04-28,CH02,2,2,0,0,30
GM00001173,2026-04-28,CH03,9,6,3,5,54
GM00001174,2026-04-28,CH04,9,7,3,2,39
GM00001175,2026-04-28,CH05,9,7,3,5,37
GM00001176,2026-04-28,CH06,4,4,1,0,17
GM00001177,2026-04-28,CH07,5,5,4,1,33
GM00001178,2026-04-28,CH08,6,3,0,3,19
GM00001179,2026-04-28,CH09,2,2,0,0,7
GM00001180,2026-04-28,CH10,5,4,2,1,6
GM00001181,2026-04-29,CH01,6,5,1,0,56
GM00001182,2026-04-29,CH02,2,0,1,0,33
GM00001183,2026-04-29,CH03,7,4,3,4,46
GM00001184,2026-04-29,CH04,8,8,2,4,30
GM00001185,2026-04-29,CH05,6,5,0,0,37
GM00001186,2026-04-29,CH06,2,1,0,0,16
GM00001187,2026-04-29,CH07,5,3,4,2,31
GM00001188,2026-04-29,CH08,2,0,0,1,20
GM00001189,2026-04-29,CH09,1,0,0,0,7
GM00001190,2026-04-29,CH10,5,3,2,2,12
GM00001191,2026-04-30,CH01,5,3,2,1,50
GM00001192,2026-04-30,CH02,11,6,3,2,26
GM00001193,2026-04-30,CH03,5,2,1,0,46
GM00001194,2026-04-30,CH04,7,5,2,2,38
GM00001195,2026-04-30,CH05,6,4,2,1,43
GM00001196,2026-04-30,CH06,8,5,3,2,23
GM00001197,2026-04-30,CH07,2,2,1,1,40
GM00001198,2026-04-30,CH08,7,6,3,1,25
GM00001199,2026-04-30,CH09,3,3,0,1,9
GM00001200,2026-04-30,CH10,0,0,0,0,11
GM00001201,2026-05-01,CH01,11,7,2,4,57
GM00001202,2026-05-01,CH02,6,5,3,3,25
GM00001203,2026-05-01,CH03,8,7,1,4,44
GM00001204,2026-05-01,CH04,2,1,0,1,37
GM00001205,2026-05-01,CH05,2,1,0,1,35
GM00001206,2026-05-01,CH06,6,4,2,1,14
GM00001207,2026-05-01,CH07,1,1,1,0,39
GM00001208,2026-05-01,CH08,5,4,1,0,24
GM00001209,2026-05-01,CH09,2,0,0,1,3
GM00001210,2026-05-01,CH10,1,0,0,0,4
GM00001211,2026-05-02,CH01,12,10,2,5,53
GM00001212,2026-05-02,CH02,3,3,3,1,35
GM00001213,2026-05-02,CH03,10,8,2,2,54
GM00001214,2026-05-02,CH04,5,4,4,1,34
GM00001215,2026-05-02,CH05,5,4,2,0,39
GM00001216,2026-05-02,CH06,8,6,2,3,23
GM00001217,2026-05-02,CH07,6,4,3,2,33
GM00001218,2026-05-02,CH08,4,4,1,1,21
GM00001219,2026-05-02,CH09,2,1,0,0,7
GM00001220,2026-05-02,CH10,2,0,0,0,4
GM00001221,2026-05-03,CH01,12,10,6,2,41
GM00001222,2026-05-03,CH02,6,6,1,3,36
GM00001223,2026-05-03,CH03,6,3,0,1,46
GM00001224,2026-05-03,CH04,4,3,1,0,31
GM00001225,2026-05-03,CH05,7,7,3,0,32
GM00001226,2026-05-03,CH06,4,3,1,1,22
GM00001227,2026-05-03,CH07,8,7,4,3,34
GM00001228,2026-05-03,CH08,5,4,1,1,20
GM00001229,2026-05-03,CH09,1,1,0,0,4
GM00001230,2026-05-03,CH10,4,3,2,0,2
GM00001231,2026-05-04,CH01,8,7,4,3,61
GM00001232,2026-05-04,CH02,6,5,2,2,23
GM00001233,2026-05-04,CH03,12,8,3,3,47
GM00001234,2026-05-04,CH04,7,4,1,2,39
GM00001235,2026-05-04,CH05,6,5,4,3,41
GM00001236,2026-05-04,CH06,1,1,0,1,26
GM00001237,2026-05-04,CH07,5,4,3,2,53
GM00001238,2026-05-04,CH08,2,0,2,1,24
GM00001239,2026-05-04,CH09,3,2,1,1,8
GM00001240,2026-05-04,CH10,1,1,1,0,7
GM00001241,2026-05-05,CH01,10,7,6,8,62
GM00001242,2026-05-05,CH02,7,5,4,3,36
GM00001243,2026-05-05,CH03,10,7,2,1,50
GM00001244,2026-05-05,CH04,6,5,2,3,30
GM00001245,2026-05-05,CH05,7,6,2,2,46
GM00001246,2026-05-05,CH06,5,2,3,0,19
GM00001247,2026-05-05,CH07,4,4,2,1,31
GM00001248,2026-05-05,CH08,1,1,1,0,19
GM00001249,2026-05-05,CH09,5,2,1,0,11
GM00001250,2026-05-05,CH10,0,0,0,0,9
GM00001251,2026-05-06,CH01,7,7,1,3,56
GM00001252,2026-05-06,CH02,7,7,1,0,32
GM00001253,2026-05-06,CH03,10,6,4,2,44
GM00001254,2026-05-06,CH04,6,5,1,1,39
GM00001255,2026-05-06,CH05,4,3,0,0,45
GM00001256,2026-05-06,CH06,5,3,3,1,25
GM00001257,2026-05-06,CH07,7,6,4,1,35
GM00001258,2026-05-06,CH08,8,6,3,2,17
GM00001259,2026-05-06,CH09,2,1,0,0,10
GM00001260,2026-05-06,CH10,1,0,0,0,7
GM00001261,2026-05-07,CH01,6,6,2,1,60
GM00001262,2026-05-07,CH02,11,7,3,1,29
GM00001263,2026-05-07,CH03,3,2,0,0,50
GM00001264,2026-05-07,CH04,6,5,3,1,28
GM00001265,2026-05-07,CH05,5,4,4,1,33
GM00001266,2026-05-07,CH06,6,2,2,0,29
GM00001267,2026-05-07,CH07,5,5,1,2,30
GM00001268,2026-05-07,CH08,1,1,1,0,23
GM00001269,2026-05-07,CH09,0,0,0,0,16
GM00001270,2026-05-07,CH10,1,1,0,0,5
GM00001271,2026-05-08,CH01,10,10,1,3,55
GM00001272,2026-05-08,CH02,6,4,3,1,32
GM00001273,2026-05-08,CH03,3,1,1,0,46
GM00001274,2026-05-08,CH04,9,6,4,3,38
GM00001275,2026-05-08,CH05,4,3,1,0,45
GM00001276,2026-05-08,CH06,4,3,0,0,24
GM00001277,2026-05-08,CH07,9,9,5,2,37
GM00001278,2026-05-08,CH08,6,3,3,2,18
GM00001279,2026-05-08,CH09,0,0,0,0,12
GM00001280,2026-05-08,CH10,1,1,0,0,8
GM00001281,2026-05-09,CH01,9,8,2,5,60
GM00001282,2026-05-09,CH02,4,1,1,0,31
GM00001283,2026-05-09,CH03,10,6,1,3,65
GM00001284,2026-05-09,CH04,7,7,1,1,42
GM00001285,2026-05-09,CH05,4,3,3,0,40
GM00001286,2026-05-09,CH06,6,2,1,1,17
GM00001287,2026-05-09,CH07,3,3,2,2,44
GM00001288,2026-05-09,CH08,5,5,2,2,31
GM00001289,2026-05-09,CH09,3,1,0,2,9
GM00001290,2026-05-09,CH10,3,3,0,1,11
GM00001291,2026-05-10,CH01,10,9,3,3,56
GM00001292,2026-05-10,CH02,6,6,2,1,39
GM00001293,2026-05-10,CH03,8,5,2,2,44
GM00001294,2026-05-10,CH04,6,6,2,1,24
GM00001295,2026-05-10,CH05,6,3,4,2,34
GM00001296,2026-05-10,CH06,5,4,1,2,23
GM00001297,2026-05-10,CH07,4,4,3,0,36
GM00001298,2026-05-10,CH08,2,2,0,0,20
GM00001299,2026-05-10,CH09,3,3,0,0,11
GM00001300,2026-05-10,CH10,2,1,1,1,8
GM00001301,2026-05-11,CH01,5,3,0,1,54
GM00001302,2026-05-11,CH02,4,2,1,1,41
GM00001303,2026-05-11,CH03,4,3,0,1,46
GM00001304,2026-05-11,CH04,7,7,2,0,35
GM00001305,2026-05-11,CH05,5,3,3,1,41
GM00001306,2026-05-11,CH06,5,2,2,1,19
GM00001307,2026-05-11,CH07,7,7,5,3,42
GM00001308,2026-05-11,CH08,6,6,3,4,16
GM00001309,2026-05-11,CH09,1,1,0,0,6
GM00001310,2026-05-11,CH10,2,1,0,0,13
GM00001311,2026-05-12,CH01,9,9,2,3,54
GM00001312,2026-05-12,CH02,4,3,2,1,42
GM00001313,2026-05-12,CH03,8,5,5,3,47
GM00001314,2026-05-12,CH04,5,5,1,0,44
GM00001315,2026-05-12,CH05,6,5,4,3,43
GM00001316,2026-05-12,CH06,4,2,0,0,17
GM00001317,2026-05-12,CH07,4,4,1,2,40
GM00001318,2026-05-12,CH08,4,2,1,0,18
GM00001319,2026-05-12,CH09,3,3,1,0,5
GM00001320,2026-05-12,CH10,1,1,1,0,8
GM00001321,2026-05-13,CH01,12,10,5,4,51
GM00001322,2026-05-13,CH02,8,7,1,2,29
GM00001323,2026-05-13,CH03,6,4,1,0,51
GM00001324,2026-05-13,CH04,5,4,1,0,31
GM00001325,2026-05-13,CH05,2,2,1,1,29
GM00001326,2026-05-13,CH06,7,6,3,0,18
GM00001327,2026-05-13,CH07,5,5,3,2,33
GM00001328,2026-05-13,CH08,3,2,1,3,21
GM00001329,2026-05-13,CH09,3,2,0,1,10
GM00001330,2026-05-13,CH10,3,3,1,1,8
GM00001331,2026-05-14,CH01,7,6,1,3,60
GM00001332,2026-05-14,CH02,7,4,1,2,31
GM00001333,2026-05-14,CH03,14,9,4,4,48
GM00001334,2026-05-14,CH04,3,2,1,1,40
GM00001335,2026-05-14,CH05,9,6,2,3,37
GM00001336,2026-05-14,CH06,4,1,1,0,22
GM00001337,2026-05-14,CH07,7,6,2,3,37
GM00001338,2026-05-14,CH08,3,2,0,2,19
GM00001339,2026-05-14,CH09,1,1,0,1,5
GM00001340,2026-05-14,CH10,1,1,0,0,12
GM00001341,2026-05-15,CH01,9,8,1,2,52
GM00001342,2026-05-15,CH02,5,4,4,2,40
GM00001343,2026-05-15,CH03,6,3,2,1,41
GM00001344,2026-05-15,CH04,5,4,0,3,41
GM00001345,2026-05-15,CH05,8,6,2,0,39
GM00001346,2026-05-15,CH06,2,2,1,0,25
GM00001347,2026-05-15,CH07,4,4,2,1,48
GM00001348,2026-05-15,CH08,3,2,0,2,25
GM00001349,2026-05-15,CH09,2,1,1,0,9
GM00001350,2026-05-15,CH10,1,1,1,1,7
GM00001351,2026-05-16,CH01,11,10,5,4,57
GM00001352,2026-05-16,CH02,6,4,2,1,38
GM00001353,2026-05-16,CH03,13,7,5,3,43
GM00001354,2026-05-16,CH04,4,3,2,0,35
GM00001355,2026-05-16,CH05,8,6,2,3,34
GM00001356,2026-05-16,CH06,5,2,1,1,21
GM00001357,2026-05-16,CH07,4,4,3,0,38
GM00001358,2026-05-16,CH08,3,2,0,1,29
GM00001359,2026-05-16,CH09,0,0,0,0,14
GM00001360,2026-05-16,CH10,1,0,0,0,9
GM00001361,2026-05-17,CH01,4,2,0,2,68
GM00001362,2026-05-17,CH02,6,6,2,2,37
GM00001363,2026-05-17,CH03,7,5,1,1,51
GM00001364,2026-05-17,CH04,4,4,0,1,26
GM00001365,2026-05-17,CH05,8,5,4,3,44
GM00001366,2026-05-17,CH06,5,2,0,1,26
GM00001367,2026-05-17,CH07,7,7,3,2,34
GM00001368,2026-05-17,CH08,3,2,1,1,31
GM00001369,2026-05-17,CH09,1,0,1,0,8
GM00001370,2026-05-17,CH10,2,1,1,1,7
GM00001371,2026-05-18,CH01,11,10,6,5,55
GM00001372,2026-05-18,CH02,5,5,0,2,44
GM00001373,2026-05-18,CH03,12,12,3,2,49
GM00001374,2026-05-18,CH04,5,5,1,2,38
GM00001375,2026-05-18,CH05,8,8,3,4,43
GM00001376,2026-05-18,CH06,3,2,0,0,34
GM00001377,2026-05-18,CH07,7,7,2,2,37
GM00001378,2026-05-18,CH08,4,4,2,2,18
GM00001379,2026-05-18,CH09,2,1,0,1,7
GM00001380,2026-05-18,CH10,1,0,0,1,11
GM00001381,2026-05-19,CH01,11,10,7,4,68
GM00001382,2026-05-19,CH02,6,5,0,3,25
GM00001383,2026-05-19,CH03,6,5,1,0,49
GM00001384,2026-05-19,CH04,6,5,0,2,39
GM00001385,2026-05-19,CH05,12,10,6,3,41
GM00001386,2026-05-19,CH06,1,0,0,0,24
GM00001387,2026-05-19,CH07,5,5,3,2,27
GM00001388,2026-05-19,CH08,1,0,0,0,20
GM00001389,2026-05-19,CH09,1,1,0,0,9
GM00001390,2026-05-19,CH10,1,0,0,0,4
GM00001391,2026-05-20,CH01,5,3,3,2,65
GM00001392,2026-05-20,CH02,7,5,4,5,36
GM00001393,2026-05-20,CH03,12,7,3,3,49
GM00001394,2026-05-20,CH04,4,2,0,1,31
GM00001395,2026-05-20,CH05,11,8,4,1,38
GM00001396,2026-05-20,CH06,5,3,1,0,18
GM00001397,2026-05-20,CH07,5,3,2,4,44
GM00001398,2026-05-20,CH08,6,5,1,4,22
GM00001399,2026-05-20,CH09,3,3,1,2,7
GM00001400,2026-05-20,CH10,0,0,0,0,12
GM00001401,2026-05-21,CH01,12,10,3,5,68
GM00001402,2026-05-21,CH02,6,5,3,2,49
GM00001403,2026-05-21,CH03,15,10,0,2,49
GM00001404,2026-05-21,CH04,6,6,3,0,38
GM00001405,2026-05-21,CH05,6,5,3,3,50
GM00001406,2026-05-21,CH06,1,1,0,0,18
GM00001407,2026-05-21,CH07,4,4,0,1,37
GM00001408,2026-05-21,CH08,4,3,1,1,17
GM00001409,2026-05-21,CH09,3,2,0,1,12
GM00001410,2026-05-21,CH10,0,0,0,0,4
GM00001411,2026-05-22,CH01,6,5,2,3,62
GM00001412,2026-05-22,CH02,10,9,3,2,50
GM00001413,2026-05-22,CH03,9,4,3,3,46
GM00001414,2026-05-22,CH04,8,4,1,2,44
GM00001415,2026-05-22,CH05,4,4,0,1,46
GM00001416,2026-05-22,CH06,4,2,1,1,26
GM00001417,2026-05-22,CH07,5,5,2,3,47
GM00001418,2026-05-22,CH08,1,1,1,0,19
GM00001419,2026-05-22,CH09,4,4,0,1,8
GM00001420,2026-05-22,CH10,0,0,0,0,4
GM00001421,2026-05-23,CH01,10,10,4,3,53
GM00001422,2026-05-23,CH02,8,5,1,3,36
GM00001423,2026-05-23,CH03,7,3,2,1,68
GM00001424,2026-05-23,CH04,6,3,0,0,31
GM00001425,2026-05-23,CH05,7,6,3,3,46
GM00001426,2026-05-23,CH06,4,3,1,1,17
GM00001427,2026-05-23,CH07,8,7,6,5,40
GM00001428,2026-05-23,CH08,3,3,1,3,33
GM00001429,2026-05-23,CH09,3,2,0,2,14
GM00001430,2026-05-23,CH10,3,1,1,0,10
GM00001431,2026-05-24,CH01,10,7,4,4,78
GM00001432,2026-05-24,CH02,3,2,2,0,38
GM00001433,2026-05-24,CH03,8,8,2,3,53
GM00001434,2026-05-24,CH04,7,2,4,4,36
GM00001435,2026-05-24,CH05,6,5,1,1,54
GM00001436,2026-05-24,CH06,1,0,1,0,16
GM00001437,2026-05-24,CH07,4,4,2,2,51
GM00001438,2026-05-24,CH08,1,1,0,0,29
GM00001439,2026-05-24,CH09,2,1,0,1,12
GM00001440,2026-05-24,CH10,0,0,0,0,3
GM00001441,2026-05-25,CH01,7,7,4,5,68
GM00001442,2026-05-25,CH02,5,4,1,1,41
GM00001443,2026-05-25,CH03,9,7,1,4,53
GM00001444,2026-05-25,CH04,6,6,0,2,41
GM00001445,2026-05-25,CH05,9,7,3,3,44
GM00001446,2026-05-25,CH06,1,0,0,0,24
GM00001447,2026-05-25,CH07,6,6,2,1,55
GM00001448,2026-05-25,CH08,4,4,1,1,27
GM00001449,2026-05-25,CH09,3,2,1,1,13
GM00001450,2026-05-25,CH10,0,0,0,0,10
GM00001451,2026-05-26,CH01,16,13,6,8,60
GM00001452,2026-05-26,CH02,2,2,0,0,47
GM00001453,2026-05-26,CH03,7,6,0,2,61
GM00001454,2026-05-26,CH04,1,1,0,1,29
GM00001455,2026-05-26,CH05,7,5,1,3,42
GM00001456,2026-05-26,CH06,6,1,1,0,16
GM00001457,2026-05-26,CH07,2,2,0,0,48
GM00001458,2026-05-26,CH08,2,1,1,1,25
GM00001459,2026-05-26,CH09,2,1,1,0,13
GM00001460,2026-05-26,CH10,4,1,0,0,13
GM00001461,2026-05-27,CH01,8,6,3,1,68
GM00001462,2026-05-27,CH02,2,2,0,1,36
GM00001463,2026-05-27,CH03,5,4,1,0,44
GM00001464,2026-05-27,CH04,9,6,1,3,26
GM00001465,2026-05-27,CH05,8,5,2,2,53
GM00001466,2026-05-27,CH06,4,3,1,0,23
GM00001467,2026-05-27,CH07,9,7,3,4,47
GM00001468,2026-05-27,CH08,3,2,0,1,23
GM00001469,2026-05-27,CH09,4,2,1,1,19
GM00001470,2026-05-27,CH10,3,2,0,0,7
GM00001471,2026-05-28,CH01,7,6,1,2,78
GM00001472,2026-05-28,CH02,6,5,1,1,50
GM00001473,2026-05-28,CH03,10,4,4,1,48
GM00001474,2026-05-28,CH04,6,5,3,2,32
GM00001475,2026-05-28,CH05,5,3,2,0,49
GM00001476,2026-05-28,CH06,7,3,3,0,25
GM00001477,2026-05-28,CH07,3,3,0,2,39
GM00001478,2026-05-28,CH08,3,2,2,2,29
GM00001479,2026-05-28,CH09,4,1,2,1,8
GM00001480,2026-05-28,CH10,0,0,0,0,10
GM00001481,2026-05-29,CH01,8,8,2,2,73
GM00001482,2026-05-29,CH02,5,4,2,1,45
GM00001483,2026-05-29,CH03,9,6,3,3,62
GM00001484,2026-05-29,CH04,4,3,0,2,42
GM00001485,2026-05-29,CH05,8,7,4,1,42
GM00001486,2026-05-29,CH06,4,1,1,0,20
GM00001487,2026-05-29,CH07,7,7,4,2,41
GM00001488,2026-05-29,CH08,7,6,1,4,30
GM00001489,2026-05-29,CH09,2,1,0,0,11
GM00001490,2026-05-29,CH10,4,3,0,1,9
GM00001491,2026-05-30,CH01,5,4,2,1,71
GM00001492,2026-05-30,CH02,7,5,0,1,48
GM00001493,2026-05-30,CH03,5,2,3,2,64
GM00001494,2026-05-30,CH04,7,7,1,1,45
GM00001495,2026-05-30,CH05,3,2,2,1,63
GM00001496,2026-05-30,CH06,4,2,2,0,24
GM00001497,2026-05-30,CH07,13,10,5,4,39
GM00001498,2026-05-30,CH08,2,2,2,0,35
GM00001499,2026-05-30,CH09,2,1,0,0,15
GM00001500,2026-05-30,CH10,0,0,0,0,9
GM00001501,2026-05-31,CH01,7,5,4,4,59
GM00001502,2026-05-31,CH02,8,6,4,3,35
GM00001503,2026-05-31,CH03,9,7,1,1,59
GM00001504,2026-05-31,CH04,4,3,0,2,45
GM00001505,2026-05-31,CH05,2,2,1,1,45
GM00001506,2026-05-31,CH06,3,1,0,0,34
GM00001507,2026-05-31,CH07,5,5,3,2,51
GM00001508,2026-05-31,CH08,5,4,1,1,25
GM00001509,2026-05-31,CH09,0,0,0,0,16
GM00001510,2026-05-31,CH10,0,0,0,0,11
GM00001511,2026-06-01,CH01,6,5,1,2,57
GM00001512,2026-06-01,CH02,8,7,2,2,46
GM00001513,2026-06-01,CH03,10,5,2,2,61
GM00001514,2026-06-01,CH04,5,4,0,0,41
GM00001515,2026-06-01,CH05,5,5,1,2,48
GM00001516,2026-06-01,CH06,1,1,0,0,28
GM00001517,2026-06-01,CH07,7,6,3,2,58
GM00001518,2026-06-01,CH08,5,3,2,0,21
GM00001519,2026-06-01,CH09,2,1,0,0,15
GM00001520,2026-06-01,CH10,1,0,0,0,8
GM00001521,2026-06-02,CH01,7,6,1,2,73
GM00001522,2026-06-02,CH02,6,6,4,2,37
GM00001523,2026-06-02,CH03,6,4,1,1,51
GM00001524,2026-06-02,CH04,5,3,2,3,38
GM00001525,2026-06-02,CH05,5,3,0,1,52
GM00001526,2026-06-02,CH06,2,1,1,0,28
GM00001527,2026-06-02,CH07,2,2,1,1,60
GM00001528,2026-06-02,CH08,1,1,1,1,25
GM00001529,2026-06-02,CH09,1,1,0,0,7
GM00001530,2026-06-02,CH10,1,1,1,0,7
GM00001531,2026-06-03,CH01,13,11,5,4,54
GM00001532,2026-06-03,CH02,8,4,4,2,47
GM00001533,2026-06-03,CH03,7,5,1,0,52
GM00001534,2026-06-03,CH04,4,3,2,1,33
GM00001535,2026-06-03,CH05,3,1,1,2,58
GM00001536,2026-06-03,CH06,2,2,0,0,30
GM00001537,2026-06-03,CH07,5,5,2,0,51
GM00001538,2026-06-03,CH08,5,5,3,3,34
GM00001539,2026-06-03,CH09,0,0,0,0,9
GM00001540,2026-06-03,CH10,0,0,0,0,10
GM00001541,2026-06-04,CH01,6,5,2,4,65
GM00001542,2026-06-04,CH02,3,1,0,1,45
GM00001543,2026-06-04,CH03,6,4,2,2,62
GM00001544,2026-06-04,CH04,6,4,2,2,48
GM00001545,2026-06-04,CH05,3,1,1,1,61
GM00001546,2026-06-04,CH06,2,2,1,1,17
GM00001547,2026-06-04,CH07,4,4,1,1,48
