content_id,creator_id,category_id,content_title,duration_seconds,published_at,content_status,visibility,quality_score
V00008008,C000587,CAT02,生活内容008008,49,2026-08-23 02:50:51,published,public,0.5078
V00008009,C000998,CAT11,科技内容008009,19,2026-02-20 18:36:17,published,public,0.5415
V00008010,C001457,CAT05,体育内容008010,95,2026-08-19 11:18:18,published,public,0.5847
V00008011,C001778,CAT10,亲子内容008011,22,2026-08-25 09:54:31,published,public,0.8405
V00008012,C001234,CAT11,科技内容008012,122,2026-07-23 22:50:05,published,public,0.9063
V00008013,C000448,CAT11,科技内容008013,112,2026-05-29 07:39:08,published,public,0.6361
V00008014,C001786,CAT08,旅行内容008014,90,2026-01-05 02:31:54,removed,public,0.8481
V00008015,C000527,CAT10,亲子内容008015,154,2026-08-13 00:44:02,published,public,0.3181
V00008016,C000081,CAT12,影视内容008016,61,2026-08-08 02:10:46,published,public,0.4065
V00008017,C000702,CAT07,音乐内容008017,72,2026-06-30 07:50:47,published,public,0.6731
V00008018,C000804,CAT07,音乐内容008018,29,2026-08-13 08:25:41,published,public,0.4805
V00008019,C000718,CAT10,亲子内容008019,16,2026-06-07 16:06:05,published,public,0.5374
V00008020,C000063,CAT09,时尚内容008020,89,2026-02-02 17:09:48,published,public,0.5113
V00008021,C000605,CAT01,搞笑内容008021,29,2026-06-24 02:52:45,published,public,0.719
V00008022,C000573,CAT05,体育内容008022,112,2026-08-19 19:13:51,published,public,0.5373
V00008023,C001242,CAT10,亲子内容008023,146,2026-05-07 22:44:58,published,public,0.8374
V00008024,C001526,CAT05,体育内容008024,146,2026-03-14 16:19:15,published,public,0.3729
V00008025,C001422,CAT05,体育内容008025,76,2026-05-17 18:32:34,published,public,0.6362
V00008026,C001568,CAT04,知识内容008026,62,2026-02-14 21:29:47,published,public,0.7764
V00008027,C000205,CAT12,影视内容008027,19,2026-08-19 07:06:46,published,public,0.8017
V00008028,C000759,CAT02,生活内容008028,116,2026-05-01 12:29:21,published,public,0.7202
V00008029,C001132,CAT10,亲子内容008029,152,2026-05-03 20:09:40,published,public,0.5189
V00008030,C001591,CAT09,时尚内容008030,163,2026-03-11 01:57:05,published,public,0.8255
V00008031,C001789,CAT10,亲子内容008031,155,2026-06-25 14:56:28,published,public,0.7874
V00008032,C000687,CAT07,音乐内容008032,55,2026-05-17 10:06:35,published,public,0.8023
V00008033,C000627,CAT06,游戏内容008033,132,2026-05-09 00:02:38,published,public,0.5045
V00008034,C001756,CAT05,体育内容008034,128,2026-07-28 01:47:29,published,public,0.6515
V00008035,C000517,CAT09,时尚内容008035,140,2026-01-24 22:34:21,published,public,0.6952
V00008036,C001430,CAT07,音乐内容008036,65,2026-07-06 22:17:17,published,public,0.4941
V00008037,C001402,CAT03,美食内容008037,94,2026-04-12 21:19:47,published,public,0.3616
V00008038,C000984,CAT08,旅行内容008038,167,2026-07-27 02:15:42,published,public,0.5391
V00008039,C001078,CAT08,旅行内容008039,85,2026-07-26 23:32:51,published,public,0.7482
V00008040,C001092,CAT07,音乐内容008040,26,2026-03-01 07:07:36,published,public,0.5762
V00008041,C000901,CAT09,时尚内容008041,154,2026-03-21 09:42:07,published,public,0.4122
V00008042,C000290,CAT11,科技内容008042,32,2026-01-30 10:33:53,published,public,0.6515
V00008043,C000650,CAT12,影视内容008043,68,2026-02-13 23:39:56,published,public,0.7687
V00008044,C000600,CAT04,知识内容008044,50,2026-06-30 12:13:34,published,public,0.7111
V00008045,C001773,CAT04,知识内容008045,135,2026-01-13 08:48:35,published,public,0.5726
V00008046,C000741,CAT06,游戏内容008046,84,2026-08-18 02:04:09,published,public,0.5858
V00008047,C000754,CAT02,生活内容008047,116,2026-02-09 05:07:06,published,public,0.2513
V00008048,C000592,CAT05,体育内容008048,71,2026-01-29 09:32:03,published,public,0.5782
V00008049,C000767,CAT11,科技内容008049,175,2026-04-30 08:46:18,published,public,0.666
V00008050,C000390,CAT06,游戏内容008050,134,2026-01-18 04:50:24,published,public,0.2236
V00008051,C000573,CAT05,体育内容008051,44,2026-08-14 04:12:12,published,public,0.4875
V00008052,C000291,CAT10,亲子内容008052,19,2026-08-13 08:55:20,published,public,0.696
V00008053,C001777,CAT09,时尚内容008053,123,2026-07-08 04:18:28,published,public,0.5268
V00008054,C000217,CAT05,体育内容008054,43,2026-04-25 19:27:07,published,public,0.5945
V00008055,C001494,CAT11,科技内容008055,51,2026-02-26 01:51:53,published,public,0.5318
V00008056,C000868,CAT09,时尚内容008056,47,2026-03-09 00:35:03,published,public,0.5572
V00008057,C001542,CAT08,旅行内容008057,31,2026-08-28 21:15:23,published,public,0.6693
V00008058,C001067,CAT09,时尚内容008058,83,2026-02-16 01:42:03,published,public,0.3448
V00008059,C001214,CAT10,亲子内容008059,106,2026-05-15 05:47:53,removed,public,0.6399
V00008060,C000876,CAT11,科技内容008060,163,2026-07-11 00:13:37,published,public,0.613
V00008061,C000319,CAT12,影视内容008061,128,2026-08-28 05:32:14,published,public,0.6266
V00008062,C000948,CAT06,游戏内容008062,145,2026-02-21 06:49:19,published,public,0.4882
V00008063,C000883,CAT03,美食内容008063,31,2026-05-19 11:31:03,published,public,0.402
V00008064,C001657,CAT06,游戏内容008064,177,2026-03-05 12:48:33,published,public,0.4946
V00008065,C000692,CAT12,影视内容008065,174,2026-06-14 04:30:20,published,public,0.7101
V00008066,C001166,CAT11,科技内容008066,60,2026-03-26 05:53:44,published,public,0.8277
V00008067,C001774,CAT02,生活内容008067,15,2026-01-08 20:57:35,published,public,0.3435
V00008068,C000004,CAT04,知识内容008068,47,2026-08-27 02:07:06,published,public,0.7609
V00008069,C000175,CAT05,体育内容008069,58,2026-07-11 17:45:53,published,public,0.175
V00008070,C000373,CAT08,旅行内容008070,17,2026-03-06 22:33:10,published,public,0.7494
V00008071,C001435,CAT01,搞笑内容008071,143,2026-08-11 11:34:41,published,public,0.7319
V00008072,C000892,CAT02,生活内容008072,149,2026-06-12 19:16:30,published,public,0.4242
V00008073,C001600,CAT03,美食内容008073,118,2026-05-19 00:33:11,published,public,0.6068
V00008074,C000149,CAT01,搞笑内容008074,145,2026-05-21 11:41:11,published,public,0.5327
V00008075,C000465,CAT11,科技内容008075,18,2026-06-23 16:51:08,published,public,0.4751
V00008076,C001665,CAT10,亲子内容008076,106,2026-03-08 03:36:59,published,public,0.3823
V00008077,C000192,CAT01,搞笑内容008077,27,2026-08-14 03:32:30,published,public,0.3224
V00008078,C000260,CAT08,旅行内容008078,35,2026-06-07 23:30:03,published,public,0.5294
V00008079,C001444,CAT02,生活内容008079,112,2026-06-25 15:03:24,published,public,0.3745
V00008080,C001186,CAT01,搞笑内容008080,103,2026-06-29 20:38:36,published,public,0.3807
V00008081,C000694,CAT11,科技内容008081,148,2026-07-12 04:41:18,published,public,0.7506
V00008082,C000474,CAT01,搞笑内容008082,68,2026-05-21 07:20:05,published,public,0.5664
V00008083,C000327,CAT09,时尚内容008083,175,2026-02-27 04:24:39,published,public,0.4667
V00008084,C000399,CAT05,体育内容008084,106,2026-01-09 13:40:49,published,public,0.5658
V00008085,C000711,CAT09,时尚内容008085,63,2026-08-23 23:49:36,published,public,0.6233
V00008086,C000554,CAT07,音乐内容008086,152,2026-04-09 23:42:37,published,public,0.3358
V00008087,C000912,CAT07,音乐内容008087,175,2026-07-16 14:59:31,removed,public,0.6553
V00008088,C001673,CAT11,科技内容008088,141,2026-03-15 00:35:40,published,public,0.5112
V00008089,C001495,CAT04,知识内容008089,57,2026-02-28 14:10:26,published,public,0.812
V00008090,C000446,CAT08,旅行内容008090,31,2026-07-14 09:34:18,published,public,0.5851
V00008091,C001611,CAT09,时尚内容008091,169,2026-04-27 22:11:58,published,public,0.7577
V00008092,C000443,CAT06,游戏内容008092,58,2026-07-23 03:18:34,published,public,0.4906
V00008093,C000093,CAT01,搞笑内容008093,96,2026-02-07 07:01:00,published,public,0.7111
V00008094,C001607,CAT12,影视内容008094,8,2026-08-18 06:20:28,published,public,0.8316
V00008095,C001412,CAT04,知识内容008095,50,2026-03-08 09:04:22,published,public,0.6355
V00008096,C000732,CAT08,旅行内容008096,111,2026-03-28 16:44:13,published,public,0.6366
V00008097,C001117,CAT07,音乐内容008097,88,2026-08-27 22:10:02,published,public,0.399
V00008098,C001466,CAT04,知识内容008098,150,2026-04-11 11:24:05,published,public,0.783
V00008099,C000462,CAT02,生活内容008099,180,2026-02-18 19:58:47,published,public,0.5674
V00008100,C000029,CAT06,游戏内容008100,62,2026-07-21 09:49:21,published,public,0.4704
V00008101,C001026,CAT02,生活内容008101,33,2026-08-04 01:16:33,published,public,0.4799
V00008102,C000881,CAT01,搞笑内容008102,161,2026-01-24 14:32:43,published,public,0.5188
V00008103,C001595,CAT06,游戏内容008103,38,2026-05-09 20:08:27,published,public,0.5501
V00008104,C000357,CAT12,影视内容008104,89,2026-04-15 02:22:53,published,public,0.4443
V00008105,C001386,CAT05,体育内容008105,145,2026-08-13 22:11:19,published,public,0.7813
V00008106,C000065,CAT01,搞笑内容008106,72,2026-02-05 10:34:42,published,public,0.418
V00008107,C000513,CAT07,音乐内容008107,76,2026-04-17 09:27:50,published,public,0.5095
V00008108,C000056,CAT01,搞笑内容008108,130,2026-07-22 01:50:57,published,public,0.6216
V00008109,C000302,CAT04,知识内容008109,33,2026-04-17 20:11:16,published,public,0.8991
V00008110,C001777,CAT09,时尚内容008110,180,2026-05-14 16:20:30,published,public,0.5434
V00008111,C001044,CAT08,旅行内容008111,82,2026-08-19 13:57:03,published,public,0.2607
V00008112,C000049,CAT06,游戏内容008112,70,2026-01-24 09:48:25,published,public,0.5402
V00008113,C001087,CAT03,美食内容008113,168,2026-07-14 21:51:13,published,public,0.3611
V00008114,C001791,CAT01,搞笑内容008114,28,2026-02-28 00:10:35,published,public,0.7147
V00008115,C000145,CAT04,知识内容008115,167,2026-08-03 07:06:41,published,public,0.99
V00008116,C000419,CAT11,科技内容008116,104,2026-02-11 23:32:31,published,public,0.8028
V00008117,C000010,CAT09,时尚内容008117,33,2026-07-03 08:26:05,published,public,0.5319
V00008118,C001279,CAT11,科技内容008118,106,2026-02-15 22:59:17,published,public,0.9028
V00008119,C000600,CAT04,知识内容008119,154,2026-03-11 18:25:23,published,public,0.8515
V00008120,C001757,CAT02,生活内容008120,123,2026-07-08 19:01:27,published,public,0.4738
V00008121,C000015,CAT10,亲子内容008121,69,2026-03-08 15:18:32,published,public,0.703
V00008122,C000102,CAT05,体育内容008122,136,2026-05-25 20:37:56,published,public,0.483
V00008123,C000932,CAT11,科技内容008123,68,2026-05-17 19:20:07,published,public,0.9439
V00008124,C001204,CAT02,生活内容008124,176,2026-03-28 03:58:59,published,public,0.3923
V00008125,C000159,CAT12,影视内容008125,26,2026-04-25 02:48:25,published,public,0.5523
V00008126,C001602,CAT08,旅行内容008126,42,2026-08-18 10:42:53,published,public,0.896
V00008127,C001739,CAT07,音乐内容008127,100,2026-08-16 17:35:23,published,public,0.8678
V00008128,C000557,CAT07,音乐内容008128,129,2026-06-27 17:02:47,published,public,0.8797
V00008129,C000862,CAT05,体育内容008129,12,2026-05-16 15:56:41,published,public,0.4826
V00008130,C001459,CAT02,生活内容008130,17,2026-05-15 10:25:19,published,public,0.5464
V00008131,C001319,CAT12,影视内容008131,14,2026-08-13 18:38:43,published,public,0.8692
V00008132,C001674,CAT02,生活内容008132,31,2026-08-20 07:57:09,published,public,0.6526
V00008133,C000512,CAT04,知识内容008133,170,2026-06-21 06:45:17,published,public,0.5276
V00008134,C000259,CAT05,体育内容008134,68,2026-02-13 17:08:34,removed,public,0.6653
V00008135,C001535,CAT09,时尚内容008135,95,2026-03-22 08:56:52,published,public,0.7746
V00008136,C000183,CAT02,生活内容008136,56,2026-03-09 01:34:14,published,public,0.4885
V00008137,C000731,CAT04,知识内容008137,32,2026-07-28 10:08:18,published,public,0.6301
V00008138,C000740,CAT08,旅行内容008138,56,2026-02-24 03:00:50,removed,public,0.8325
V00008139,C001127,CAT10,亲子内容008139,75,2026-05-16 18:55:48,published,public,0.6411
V00008140,C001633,CAT03,美食内容008140,57,2026-01-21 12:04:16,published,public,0.562
V00008141,C000129,CAT03,美食内容008141,127,2026-01-18 02:34:25,published,public,0.4887
V00008142,C000811,CAT02,生活内容008142,23,2026-02-17 22:37:20,published,public,0.3636
V00008143,C000104,CAT09,时尚内容008143,69,2026-08-08 06:34:34,published,public,0.7059
V00008144,C001455,CAT05,体育内容008144,14,2026-04-10 22:02:33,published,public,0.7632
V00008145,C001039,CAT06,游戏内容008145,120,2026-07-21 20:49:12,published,public,0.8321
V00008146,C001137,CAT01,搞笑内容008146,53,2026-01-07 06:39:33,published,public,0.4764
V00008147,C000368,CAT05,体育内容008147,8,2026-02-03 17:58:17,published,public,0.3366
V00008148,C000369,CAT02,生活内容008148,84,2026-04-14 01:18:15,published,public,0.367
V00008149,C001765,CAT10,亲子内容008149,112,2026-03-29 03:41:03,published,public,0.7611
V00008150,C001254,CAT03,美食内容008150,180,2026-01-18 01:00:59,published,public,0.7782
V00008151,C000535,CAT11,科技内容008151,16,2026-04-27 23:10:57,published,public,0.7233
V00008152,C000399,CAT05,体育内容008152,177,2026-04-28 07:05:50,published,public,0.6327
V00008153,C000745,CAT03,美食内容008153,59,2026-04-20 00:28:55,published,public,0.8339
V00008154,C000199,CAT11,科技内容008154,141,2026-07-25 04:11:26,published,public,0.4435
V00008155,C000789,CAT09,时尚内容008155,12,2026-06-25 13:01:55,published,public,0.5977
V00008156,C001631,CAT02,生活内容008156,62,2026-02-21 10:22:11,published,public,0.609
V00008157,C000035,CAT12,影视内容008157,166,2026-03-25 15:02:53,published,public,0.5953
V00008158,C000220,CAT04,知识内容008158,38,2026-06-29 18:39:14,published,public,0.5901
V00008159,C001240,CAT09,时尚内容008159,135,2026-05-08 08:06:28,published,public,0.6503
V00008160,C001698,CAT09,时尚内容008160,46,2026-01-19 18:20:23,published,public,0.5109
V00008161,C001149,CAT10,亲子内容008161,128,2026-02-23 04:19:41,published,public,0.6675
V00008162,C001208,CAT09,时尚内容008162,143,2026-07-26 02:23:23,published,public,0.6232
V00008163,C001308,CAT12,影视内容008163,88,2026-03-15 09:17:15,published,public,0.4961
V00008164,C000343,CAT11,科技内容008164,60,2026-07-18 01:01:41,published,public,0.6791
V00008165,C000853,CAT02,生活内容008165,177,2026-07-25 20:50:16,published,public,0.6047
V00008166,C000166,CAT02,生活内容008166,160,2026-06-20 07:55:30,published,public,0.4942
V00008167,C000504,CAT12,影视内容008167,136,2026-08-10 07:25:03,published,public,0.7887
V00008168,C001522,CAT06,游戏内容008168,169,2026-01-16 17:51:15,published,public,0.7526
V00008169,C000867,CAT10,亲子内容008169,170,2026-07-06 19:47:10,published,public,0.5135
V00008170,C001203,CAT05,体育内容008170,17,2026-04-01 10:05:16,published,public,0.7201
V00008171,C001264,CAT12,影视内容008171,25,2026-01-03 11:25:11,published,public,0.7389
V00008172,C001794,CAT09,时尚内容008172,80,2026-03-14 20:05:37,published,public,0.3828
V00008173,C001257,CAT12,影视内容008173,78,2026-08-08 06:59:26,published,public,0.7771
V00008174,C000677,CAT12,影视内容008174,116,2026-08-22 03:20:16,published,public,0.535
V00008175,C001330,CAT02,生活内容008175,46,2026-04-21 21:32:35,published,public,0.6216
V00008176,C000358,CAT12,影视内容008176,27,2026-05-02 21:04:14,published,public,0.5788
V00008177,C000878,CAT12,影视内容008177,147,2026-08-27 09:41:59,published,public,0.4486
V00008178,C000624,CAT07,音乐内容008178,174,2026-08-24 02:41:39,published,public,0.426
V00008179,C000158,CAT03,美食内容008179,170,2026-08-10 03:32:43,published,public,0.7453
V00008180,C000114,CAT08,旅行内容008180,136,2026-01-21 05:34:47,published,public,0.4163
V00008181,C001035,CAT01,搞笑内容008181,71,2026-03-29 15:53:57,published,public,0.8036
V00008182,C000864,CAT10,亲子内容008182,166,2026-06-07 02:33:01,published,public,0.5357
V00008183,C001356,CAT05,体育内容008183,96,2026-01-01 09:19:42,published,public,0.2424
V00008184,C001171,CAT01,搞笑内容008184,131,2026-01-09 22:20:02,published,public,0.425
V00008185,C000995,CAT06,游戏内容008185,38,2026-06-05 18:52:23,published,public,0.5166
V00008186,C001756,CAT05,体育内容008186,165,2026-06-19 22:56:21,published,public,0.6544
V00008187,C000746,CAT08,旅行内容008187,176,2026-03-01 11:40:50,published,public,0.8474
V00008188,C000783,CAT10,亲子内容008188,140,2026-08-23 14:27:44,published,public,0.5042
V00008189,C001768,CAT06,游戏内容008189,123,2026-02-23 15:40:09,published,public,0.5502
V00008190,C001774,CAT02,生活内容008190,27,2026-03-28 04:51:40,published,public,0.589
V00008191,C001278,CAT02,生活内容008191,128,2026-04-12 07:06:40,published,public,0.656
V00008192,C000782,CAT08,旅行内容008192,55,2026-08-23 15:40:15,published,public,0.7081
V00008193,C001033,CAT07,音乐内容008193,170,2026-04-28 00:12:08,published,public,0.4963
V00008194,C000053,CAT10,亲子内容008194,139,2026-02-23 16:54:15,published,public,0.7324
V00008195,C000216,CAT01,搞笑内容008195,8,2026-01-30 01:17:59,published,public,0.5958
V00008196,C000772,CAT12,影视内容008196,149,2026-06-17 14:17:24,published,public,0.4795
V00008197,C000978,CAT02,生活内容008197,152,2026-08-18 10:20:40,published,public,0.7196
V00008198,C001748,CAT03,美食内容008198,63,2026-01-27 10:52:58,published,public,0.8001
V00008199,C000465,CAT11,科技内容008199,70,2026-04-02 16:07:24,published,public,0.4776
V00008200,C000155,CAT11,科技内容008200,137,2026-07-14 01:34:06,published,public,0.5531
V00008201,C000267,CAT01,搞笑内容008201,100,2026-05-20 22:51:06,published,public,0.5648
V00008202,C001305,CAT01,搞笑内容008202,14,2026-01-08 16:13:38,published,public,0.6435
V00008203,C001263,CAT11,科技内容008203,89,2026-08-12 06:55:21,published,public,0.5321
V00008204,C001444,CAT02,生活内容008204,27,2026-01-26 04:41:05,published,public,0.3654
V00008205,C000905,CAT12,影视内容008205,134,2026-06-16 14:49:46,published,public,0.2543
V00008206,C001643,CAT06,游戏内容008206,93,2026-06-16 21:47:29,published,public,0.7297
V00008207,C001263,CAT11,科技内容008207,20,2026-07-10 19:47:05,published,public,0.3752
V00008208,C001698,CAT09,时尚内容008208,59,2026-05-01 18:25:30,published,public,0.6473
V00008209,C000998,CAT11,科技内容008209,153,2026-08-21 07:45:44,published,public,0.6055
V00008210,C001492,CAT04,知识内容008210,109,2026-04-08 05:40:20,published,public,0.8597
V00008211,C001315,CAT01,搞笑内容008211,55,2026-01-13 04:32:46,published,public,0.6341
V00008212,C001616,CAT02,生活内容008212,54,2026-08-11 19:54:47,published,public,0.5466
V00008213,C001757,CAT02,生活内容008213,32,2026-05-18 21:12:39,published,public,0.6431
V00008214,C001725,CAT05,体育内容008214,146,2026-07-11 08:10:37,published,public,0.5342
V00008215,C001697,CAT08,旅行内容008215,14,2026-08-28 10:18:22,published,public,0.4993
V00008216,C001456,CAT08,旅行内容008216,152,2026-07-21 08:08:10,published,public,0.4988
V00008217,C001285,CAT09,时尚内容008217,126,2026-08-15 16:18:58,published,public,0.7194
V00008218,C000015,CAT10,亲子内容008218,43,2026-03-19 18:48:01,removed,public,0.4646
V00008219,C000639,CAT10,亲子内容008219,144,2026-01-10 16:17:14,published,public,0.5765
V00008220,C001130,CAT02,生活内容008220,66,2026-08-18 14:25:58,published,public,0.7236
V00008221,C000455,CAT02,生活内容008221,142,2026-05-12 11:41:11,published,public,0.6066
V00008222,C000137,CAT04,知识内容008222,64,2026-05-05 20:21:09,published,public,0.2566
V00008223,C001331,CAT12,影视内容008223,127,2026-04-18 07:48:51,published,public,0.3274
V00008224,C001216,CAT03,美食内容008224,65,2026-03-04 04:42:23,published,public,0.7325
V00008225,C001231,CAT04,知识内容008225,71,2026-08-04 21:48:08,published,public,0.7274
V00008226,C000197,CAT03,美食内容008226,56,2026-04-07 04:16:05,published,public,0.5088
V00008227,C000199,CAT11,科技内容008227,167,2026-01-04 07:41:08,published,public,0.4899
V00008228,C000203,CAT09,时尚内容008228,51,2026-03-27 13:35:27,published,public,0.4399
V00008229,C000232,CAT10,亲子内容008229,133,2026-05-18 05:18:52,published,public,0.8138
V00008230,C000222,CAT04,知识内容008230,154,2026-05-15 20:33:52,published,public,0.7127
V00008231,C001248,CAT08,旅行内容008231,8,2026-02-08 18:08:51,published,public,0.5136
V00008232,C001429,CAT04,知识内容008232,162,2026-04-25 15:45:16,published,public,0.643
V00008233,C001398,CAT12,影视内容008233,38,2026-01-13 00:47:24,published,public,0.5911
V00008234,C001530,CAT01,搞笑内容008234,22,2026-02-25 08:48:23,published,public,0.7929
V00008235,C001023,CAT04,知识内容008235,178,2026-01-14 11:42:52,published,public,0.6183
V00008236,C000558,CAT12,影视内容008236,45,2026-07-13 17:41:07,published,public,0.362
V00008237,C000292,CAT09,时尚内容008237,171,2026-04-23 14:44:17,published,public,0.4017
V00008238,C000356,CAT06,游戏内容008238,135,2026-04-21 11:45:37,published,public,0.4697
V00008239,C000617,CAT11,科技内容008239,120,2026-08-17 00:56:06,published,public,0.7188
V00008240,C000192,CAT01,搞笑内容008240,119,2026-01-02 23:53:12,published,public,0.6625
V00008241,C000711,CAT09,时尚内容008241,90,2026-08-18 17:56:11,published,public,0.7878
V00008242,C000411,CAT02,生活内容008242,56,2026-02-14 13:52:22,published,public,0.6224
V00008243,C000856,CAT10,亲子内容008243,32,2026-04-27 04:33:43,published,public,0.7001
V00008244,C001648,CAT01,搞笑内容008244,145,2026-04-22 15:21:23,published,public,0.3543
V00008245,C000825,CAT11,科技内容008245,11,2026-05-10 12:49:25,published,public,0.413
V00008246,C001516,CAT10,亲子内容008246,72,2026-08-28 09:57:18,published,public,0.92
V00008247,C001360,CAT09,时尚内容008247,169,2026-03-29 05:05:14,published,public,0.5927
V00008248,C000581,CAT02,生活内容008248,68,2026-05-06 12:56:13,published,public,0.2678
V00008249,C000882,CAT06,游戏内容008249,32,2026-03-26 09:34:31,removed,public,0.239
V00008250,C000193,CAT04,知识内容008250,163,2026-07-08 22:11:03,published,public,0.8538
V00008251,C001785,CAT08,旅行内容008251,29,2026-04-23 16:12:51,published,public,0.7389
V00008252,C000604,CAT03,美食内容008252,156,2026-07-28 10:16:58,published,public,0.4189
V00008253,C000932,CAT11,科技内容008253,161,2026-08-06 18:19:43,published,public,0.7431
V00008254,C000445,CAT04,知识内容008254,28,2026-03-20 11:43:37,published,public,0.8765
V00008255,C001051,CAT04,知识内容008255,43,2026-07-03 22:19:54,published,public,0.6654
V00008256,C000905,CAT12,影视内容008256,110,2026-08-06 11:59:40,published,public,0.4261
V00008257,C000400,CAT11,科技内容008257,9,2026-08-11 21:24:56,published,public,0.4922
V00008258,C000705,CAT10,亲子内容008258,161,2026-08-17 14:48:15,published,public,0.7133
V00008259,C000368,CAT05,体育内容008259,89,2026-08-28 21:10:44,published,public,0.512
V00008260,C000143,CAT05,体育内容008260,79,2026-08-23 01:35:03,published,public,0.8795
V00008261,C001391,CAT10,亲子内容008261,16,2026-08-09 18:54:58,published,public,0.8992
V00008262,C001028,CAT03,美食内容008262,82,2026-07-19 10:50:12,published,public,0.808
V00008263,C000002,CAT08,旅行内容008263,67,2026-01-04 22:01:22,published,public,0.6259
V00008264,C001434,CAT01,搞笑内容008264,46,2026-05-31 17:56:54,published,public,0.5093
V00008265,C000802,CAT12,影视内容008265,116,2026-05-18 00:38:51,published,public,0.715
V00008266,C000747,CAT11,科技内容008266,35,2026-05-05 23:48:01,published,public,0.7286
V00008267,C001469,CAT06,游戏内容008267,161,2026-08-24 10:11:37,published,public,0.7573
V00008268,C000708,CAT05,体育内容008268,14,2026-04-02 10:18:56,published,public,0.5006
V00008269,C000933,CAT05,体育内容008269,173,2026-06-28 04:36:54,published,public,0.7307
V00008270,C000619,CAT05,体育内容008270,36,2026-01-06 07:27:37,published,public,0.3165
V00008271,C000630,CAT04,知识内容008271,98,2026-07-28 00:16:26,published,public,0.6605
V00008272,C000090,CAT04,知识内容008272,70,2026-07-26 15:16:59,published,public,0.4729
V00008273,C001082,CAT07,音乐内容008273,79,2026-04-24 13:24:17,published,public,0.8456
V00008274,C000225,CAT12,影视内容008274,77,2026-03-12 05:35:46,published,public,0.7532
V00008275,C000197,CAT03,美食内容008275,13,2026-04-15 06:47:26,published,public,0.3708
V00008276,C001092,CAT07,音乐内容008276,106,2026-01-06 15:57:11,published,public,0.7859
V00008277,C001530,CAT01,搞笑内容008277,177,2026-01-07 01:56:58,published,public,0.7681
V00008278,C001269,CAT02,生活内容008278,111,2026-03-11 09:08:20,published,public,0.5002
V00008279,C000961,CAT06,游戏内容008279,67,2026-08-14 14:02:18,published,public,0.5995
V00008280,C001755,CAT07,音乐内容008280,100,2026-06-10 18:40:59,published,public,0.4742
V00008281,C000407,CAT10,亲子内容008281,68,2026-03-24 05:58:26,published,public,0.4795
V00008282,C001019,CAT03,美食内容008282,106,2026-04-07 12:28:31,published,public,0.399
V00008283,C000534,CAT04,知识内容008283,39,2026-04-09 22:44:44,published,public,0.6239
V00008284,C001221,CAT06,游戏内容008284,11,2026-05-05 18:03:04,published,public,0.5844
V00008285,C001097,CAT09,时尚内容008285,10,2026-08-19 16:18:57,published,public,0.6593
V00008286,C001653,CAT05,体育内容008286,110,2026-08-04 02:35:24,published,public,0.8675
V00008287,C000547,CAT09,时尚内容008287,138,2026-06-17 11:00:23,published,public,0.5384
V00008288,C001333,CAT09,时尚内容008288,139,2026-03-30 10:32:23,published,public,0.6337
V00008289,C001374,CAT08,旅行内容008289,174,2026-05-16 21:35:00,published,public,0.4825
V00008290,C001056,CAT06,游戏内容008290,92,2026-05-04 00:26:45,published,public,0.5004
V00008291,C001515,CAT12,影视内容008291,109,2026-01-21 12:59:34,published,public,0.6681
V00008292,C000009,CAT02,生活内容008292,115,2026-02-19 07:45:21,published,public,0.4486
V00008293,C000343,CAT11,科技内容008293,109,2026-08-04 05:13:01,published,public,0.5938
V00008294,C000543,CAT05,体育内容008294,84,2026-05-29 21:54:04,published,public,0.4793
V00008295,C000072,CAT07,音乐内容008295,115,2026-01-20 06:04:37,published,public,0.6347
V00008296,C000939,CAT02,生活内容008296,162,2026-05-27 17:36:25,published,public,0.1944
V00008297,C001360,CAT09,时尚内容008297,137,2026-08-28 14:50:13,published,public,0.733
V00008298,C000401,CAT09,时尚内容008298,131,2026-01-01 15:50:48,published,public,0.8636
V00008299,C001626,CAT07,音乐内容008299,131,2026-07-27 03:11:45,published,public,0.5702
V00008300,C000653,CAT12,影视内容008300,38,2026-01-02 13:14:20,published,public,0.5322
V00008301,C000252,CAT03,美食内容008301,30,2026-06-28 00:07:32,published,public,0.8286
V00008302,C000457,CAT02,生活内容008302,8,2026-08-20 12:46:49,published,public,0.7094
V00008303,C000802,CAT12,影视内容008303,61,2026-06-22 12:23:37,published,public,0.5296
V00008304,C001765,CAT10,亲子内容008304,80,2026-06-17 06:43:21,published,public,0.6714
V00008305,C001313,CAT05,体育内容008305,149,2026-04-04 02:41:06,published,public,0.4462
V00008306,C000740,CAT08,旅行内容008306,107,2026-05-16 08:59:39,published,public,0.5792
V00008307,C001228,CAT10,亲子内容008307,25,2026-08-22 23:22:33,published,public,0.7882
V00008308,C001578,CAT10,亲子内容008308,83,2026-04-06 07:50:53,published,public,0.816
V00008309,C000045,CAT12,影视内容008309,176,2026-01-16 12:04:06,published,public,0.5715
V00008310,C001768,CAT06,游戏内容008310,148,2026-08-19 06:26:56,published,public,0.6211
V00008311,C000182,CAT08,旅行内容008311,179,2026-02-12 00:40:00,published,public,0.4447
V00008312,C000843,CAT07,音乐内容008312,15,2026-08-28 02:14:02,published,public,0.3277
V00008313,C001392,CAT10,亲子内容008313,179,2026-08-19 22:42:21,published,public,0.35
V00008314,C000398,CAT04,知识内容008314,106,2026-06-29 07:30:33,published,public,0.7389
