snapshot_id,user_id,snapshot_date,lifecycle_stage,active_days,days_since_last_active,engagement_score
LCS00006335,U0006335,2026-08-28,活跃用户,6,2,0.3893
LCS00006336,U0006336,2026-08-28,流失用户,4,51,0.4142
LCS00006337,U0006337,2026-08-28,活跃用户,12,2,0.3262
LCS00006338,U0006338,2026-08-28,活跃用户,1,7,0.3721
LCS00006339,U0006339,2026-08-28,流失用户,2,189,0.4929
LCS00006340,U0006340,2026-08-28,流失用户,2,135,0.4672
LCS00006341,U0006341,2026-08-28,沉默用户,13,19,0.3134
LCS00006342,U0006342,2026-08-28,活跃用户,14,1,0.2994
LCS00006343,U0006343,2026-08-28,沉默用户,16,18,0.4848
LCS00006344,U0006344,2026-08-28,沉默用户,9,19,0.3933
LCS00006345,U0006345,2026-08-28,活跃用户,4,6,0.5187
LCS00006346,U0006346,2026-08-28,沉默用户,5,15,0.2402
LCS00006347,U0006347,2026-08-28,沉默用户,6,20,0.3976
LCS00006348,U0006348,2026-08-28,沉默用户,4,26,0.2448
LCS00006349,U0006349,2026-08-28,活跃用户,17,1,0.4062
LCS00006350,U0006350,2026-08-28,沉默用户,7,16,0.3249
LCS00006351,U0006351,2026-08-28,沉默用户,7,27,0.3655
LCS00006352,U0006352,2026-08-28,活跃用户,8,3,0.2578
LCS00006353,U0006353,2026-08-28,活跃用户,6,2,0.1607
LCS00006354,U0006354,2026-08-28,沉默用户,16,9,0.7247
LCS00006355,U0006355,2026-08-28,沉默用户,13,16,0.05
LCS00006356,U0006356,2026-08-28,沉默用户,14,23,0.439
LCS00006357,U0006357,2026-08-28,沉默用户,3,27,0.2903
LCS00006358,U0006358,2026-08-28,活跃用户,15,3,0.3041
LCS00006359,U0006359,2026-08-28,活跃用户,11,6,0.4344
LCS00006360,U0006360,2026-08-28,流失用户,0,88,0.05
LCS00006361,U0006361,2026-08-28,流失用户,1,86,0.2063
LCS00006362,U0006362,2026-08-28,沉默用户,11,9,0.0713
LCS00006363,U0006363,2026-08-28,活跃用户,16,4,0.2273
LCS00006364,U0006364,2026-08-28,活跃用户,13,7,0.2531
LCS00006365,U0006365,2026-08-28,活跃用户,11,0,0.2532
LCS00006366,U0006366,2026-08-28,流失用户,5,34,0.2114
LCS00006367,U0006367,2026-08-28,活跃用户,11,0,0.3234
LCS00006368,U0006368,2026-08-28,流失用户,2,55,0.2012
LCS00006369,U0006369,2026-08-28,沉默用户,5,14,0.491
LCS00006370,U0006370,2026-08-28,活跃用户,9,5,0.2641
LCS00006371,U0006371,2026-08-28,沉默用户,5,27,0.365
LCS00006372,U0006372,2026-08-28,流失用户,2,222,0.3915
LCS00006373,U0006373,2026-08-28,沉默用户,15,8,0.2436
LCS00006374,U0006374,2026-08-28,沉默用户,11,20,0.2973
LCS00006375,U0006375,2026-08-28,活跃用户,13,5,0.3623
LCS00006376,U0006376,2026-08-28,沉默用户,0,27,0.1025
LCS00006377,U0006377,2026-08-28,沉默用户,2,16,0.2138
LCS00006378,U0006378,2026-08-28,流失用户,4,51,0.1292
LCS00006379,U0006379,2026-08-28,活跃用户,8,5,0.4939
LCS00006380,U0006380,2026-08-28,活跃用户,2,4,0.361
LCS00006381,U0006381,2026-08-28,沉默用户,1,28,0.1918
LCS00006382,U0006382,2026-08-28,沉默用户,10,24,0.4007
LCS00006383,U0006383,2026-08-28,活跃用户,11,0,0.37
LCS00006384,U0006384,2026-08-28,流失用户,1,149,0.5344
LCS00006385,U0006385,2026-08-28,流失用户,10,58,0.5951
LCS00006386,U0006386,2026-08-28,流失用户,0,54,0.0806
LCS00006387,U0006387,2026-08-28,流失用户,1,90,0.1143
LCS00006388,U0006388,2026-08-28,沉默用户,2,26,0.1041
LCS00006389,U0006389,2026-08-28,沉默用户,4,21,0.4144
LCS00006390,U0006390,2026-08-28,沉默用户,16,17,0.2615
LCS00006391,U0006391,2026-08-28,流失用户,2,95,0.05
LCS00006392,U0006392,2026-08-28,活跃用户,4,2,0.399
LCS00006393,U0006393,2026-08-28,沉默用户,9,11,0.2676
LCS00006394,U0006394,2026-08-28,活跃用户,2,0,0.1263
LCS00006395,U0006395,2026-08-28,流失用户,2,95,0.2177
LCS00006396,U0006396,2026-08-28,新用户,4,3,0.242
LCS00006397,U0006397,2026-08-28,活跃用户,7,5,0.3205
LCS00006398,U0006398,2026-08-28,活跃用户,2,7,0.5404
LCS00006399,U0006399,2026-08-28,沉默用户,16,12,0.4212
LCS00006400,U0006400,2026-08-28,沉默用户,14,12,0.5382
LCS00006401,U0006401,2026-08-28,沉默用户,5,17,0.4224
LCS00006402,U0006402,2026-08-28,流失用户,1,132,0.243
LCS00006403,U0006403,2026-08-28,流失用户,2,102,0.2556
LCS00006404,U0006404,2026-08-28,沉默用户,12,18,0.2727
LCS00006405,U0006405,2026-08-28,活跃用户,6,1,0.3453
LCS00006406,U0006406,2026-08-28,活跃用户,4,2,0.191
LCS00006407,U0006407,2026-08-28,流失用户,5,53,0.2036
LCS00006408,U0006408,2026-08-28,活跃用户,6,7,0.2692
LCS00006409,U0006409,2026-08-28,沉默用户,8,20,0.3096
LCS00006410,U0006410,2026-08-28,流失用户,1,54,0.4301
LCS00006411,U0006411,2026-08-28,沉默用户,4,22,0.1659
LCS00006412,U0006412,2026-08-28,活跃用户,4,0,0.2577
LCS00006413,U0006413,2026-08-28,流失用户,1,39,0.3171
LCS00006414,U0006414,2026-08-28,流失用户,5,61,0.4285
LCS00006415,U0006415,2026-08-28,流失用户,2,223,0.2425
LCS00006416,U0006416,2026-08-28,活跃用户,10,2,0.2306
LCS00006417,U0006417,2026-08-28,沉默用户,14,28,0.3991
LCS00006418,U0006418,2026-08-28,沉默用户,3,21,0.3007
LCS00006419,U0006419,2026-08-28,活跃用户,3,0,0.2176
LCS00006420,U0006420,2026-08-28,活跃用户,11,4,0.3777
LCS00006421,U0006421,2026-08-28,流失用户,3,40,0.1155
LCS00006422,U0006422,2026-08-28,活跃用户,3,1,0.3989
LCS00006423,U0006423,2026-08-28,活跃用户,10,0,0.2491
LCS00006424,U0006424,2026-08-28,活跃用户,13,0,0.3051
LCS00006425,U0006425,2026-08-28,活跃用户,2,6,0.3003
LCS00006426,U0006426,2026-08-28,沉默用户,1,18,0.3427
LCS00006427,U0006427,2026-08-28,沉默用户,9,24,0.4981
LCS00006428,U0006428,2026-08-28,流失用户,4,38,0.1991
LCS00006429,U0006429,2026-08-28,沉默用户,9,29,0.3789
LCS00006430,U0006430,2026-08-28,活跃用户,6,0,0.3303
LCS00006431,U0006431,2026-08-28,活跃用户,15,2,0.2689
LCS00006432,U0006432,2026-08-28,流失用户,1,35,0.0502
LCS00006433,U0006433,2026-08-28,新用户,1,4,0.05
LCS00006434,U0006434,2026-08-28,活跃用户,13,4,0.307
LCS00006435,U0006435,2026-08-28,流失用户,6,50,0.4129
LCS00006436,U0006436,2026-08-28,活跃用户,12,0,0.275
LCS00006437,U0006437,2026-08-28,活跃用户,8,6,0.1961
LCS00006438,U0006438,2026-08-28,活跃用户,14,4,0.163
LCS00006439,U0006439,2026-08-28,流失用户,2,59,0.05
LCS00006440,U0006440,2026-08-28,沉默用户,14,12,0.2055
LCS00006441,U0006441,2026-08-28,沉默用户,1,23,0.3299
LCS00006442,U0006442,2026-08-28,活跃用户,10,5,0.3746
LCS00006443,U0006443,2026-08-28,沉默用户,8,10,0.4918
LCS00006444,U0006444,2026-08-28,活跃用户,1,1,0.1472
LCS00006445,U0006445,2026-08-28,流失用户,2,86,0.3944
LCS00006446,U0006446,2026-08-28,流失用户,6,60,0.5886
LCS00006447,U0006447,2026-08-28,活跃用户,6,0,0.1214
LCS00006448,U0006448,2026-08-28,流失用户,4,84,0.3483
LCS00006449,U0006449,2026-08-28,流失用户,2,204,0.1625
LCS00006450,U0006450,2026-08-28,活跃用户,9,0,0.2761
LCS00006451,U0006451,2026-08-28,流失用户,1,204,0.2915
LCS00006452,U0006452,2026-08-28,沉默用户,3,13,0.1831
LCS00006453,U0006453,2026-08-28,流失用户,6,63,0.2499
LCS00006454,U0006454,2026-08-28,活跃用户,2,3,0.553
LCS00006455,U0006455,2026-08-28,沉默用户,8,20,0.2129
LCS00006456,U0006456,2026-08-28,沉默用户,4,9,0.2854
LCS00006457,U0006457,2026-08-28,流失用户,15,38,0.5031
LCS00006458,U0006458,2026-08-28,活跃用户,11,0,0.1032
LCS00006459,U0006459,2026-08-28,活跃用户,10,2,0.3513
LCS00006460,U0006460,2026-08-28,沉默用户,4,12,0.2982
LCS00006461,U0006461,2026-08-28,活跃用户,4,7,0.2328
LCS00006462,U0006462,2026-08-28,沉默用户,16,23,0.3502
LCS00006463,U0006463,2026-08-28,沉默用户,5,10,0.2194
LCS00006464,U0006464,2026-08-28,流失用户,3,42,0.5369
LCS00006465,U0006465,2026-08-28,活跃用户,4,6,0.3373
LCS00006466,U0006466,2026-08-28,沉默用户,6,19,0.2612
LCS00006467,U0006467,2026-08-28,沉默用户,16,14,0.1672
LCS00006468,U0006468,2026-08-28,新用户,0,0,0.3189
LCS00006469,U0006469,2026-08-28,活跃用户,11,4,0.2991
LCS00006470,U0006470,2026-08-28,活跃用户,12,4,0.2234
LCS00006471,U0006471,2026-08-28,流失用户,4,35,0.4766
LCS00006472,U0006472,2026-08-28,活跃用户,4,1,0.5048
LCS00006473,U0006473,2026-08-28,沉默用户,7,24,0.3992
LCS00006474,U0006474,2026-08-28,沉默用户,5,19,0.3056
LCS00006475,U0006475,2026-08-28,沉默用户,8,17,0.3802
LCS00006476,U0006476,2026-08-28,活跃用户,7,2,0.2429
LCS00006477,U0006477,2026-08-28,流失用户,2,222,0.3539
LCS00006478,U0006478,2026-08-28,活跃用户,4,2,0.434
LCS00006479,U0006479,2026-08-28,活跃用户,12,2,0.5793
LCS00006480,U0006480,2026-08-28,沉默用户,14,21,0.576
LCS00006481,U0006481,2026-08-28,流失用户,3,80,0.3768
LCS00006482,U0006482,2026-08-28,流失用户,5,61,0.2495
LCS00006483,U0006483,2026-08-28,活跃用户,14,1,0.4026
LCS00006484,U0006484,2026-08-28,沉默用户,3,14,0.1278
LCS00006485,U0006485,2026-08-28,沉默用户,7,17,0.4799
LCS00006486,U0006486,2026-08-28,沉默用户,4,11,0.0535
LCS00006487,U0006487,2026-08-28,沉默用户,13,8,0.2397
LCS00006488,U0006488,2026-08-28,活跃用户,16,0,0.308
LCS00006489,U0006489,2026-08-28,流失用户,6,72,0.4855
LCS00006490,U0006490,2026-08-28,活跃用户,14,7,0.531
LCS00006491,U0006491,2026-08-28,流失用户,5,37,0.4179
LCS00006492,U0006492,2026-08-28,沉默用户,7,16,0.05
LCS00006493,U0006493,2026-08-28,沉默用户,3,20,0.4092
LCS00006494,U0006494,2026-08-28,流失用户,2,180,0.2878
LCS00006495,U0006495,2026-08-28,沉默用户,2,22,0.2015
LCS00006496,U0006496,2026-08-28,流失用户,1,204,0.2423
LCS00006497,U0006497,2026-08-28,活跃用户,7,3,0.3618
LCS00006498,U0006498,2026-08-28,流失用户,4,62,0.1649
LCS00006499,U0006499,2026-08-28,新用户,2,0,0.2578
LCS00006500,U0006500,2026-08-28,活跃用户,13,0,0.0841
LCS00006501,U0006501,2026-08-28,沉默用户,16,8,0.4127
LCS00006502,U0006502,2026-08-28,活跃用户,13,2,0.3778
LCS00006503,U0006503,2026-08-28,沉默用户,11,26,0.3582
LCS00006504,U0006504,2026-08-28,流失用户,5,89,0.1944
LCS00006505,U0006505,2026-08-28,流失用户,3,85,0.2861
LCS00006506,U0006506,2026-08-28,流失用户,0,110,0.2406
LCS00006507,U0006507,2026-08-28,沉默用户,7,9,0.1698
LCS00006508,U0006508,2026-08-28,流失用户,1,55,0.3065
LCS00006509,U0006509,2026-08-28,活跃用户,11,0,0.2742
LCS00006510,U0006510,2026-08-28,流失用户,1,122,0.2155
LCS00006511,U0006511,2026-08-28,沉默用户,9,29,0.6056
LCS00006512,U0006512,2026-08-28,沉默用户,2,19,0.1803
LCS00006513,U0006513,2026-08-28,沉默用户,13,16,0.1109
LCS00006514,U0006514,2026-08-28,新用户,2,0,0.3907
LCS00006515,U0006515,2026-08-28,流失用户,0,128,0.2126
LCS00006516,U0006516,2026-08-28,沉默用户,3,10,0.216
LCS00006517,U0006517,2026-08-28,沉默用户,10,18,0.5462
LCS00006518,U0006518,2026-08-28,沉默用户,6,10,0.3024
LCS00006519,U0006519,2026-08-28,活跃用户,9,4,0.6115
LCS00006520,U0006520,2026-08-28,流失用户,2,180,0.3509
LCS00006521,U0006521,2026-08-28,沉默用户,2,30,0.3664
LCS00006522,U0006522,2026-08-28,沉默用户,6,27,0.4126
LCS00006523,U0006523,2026-08-28,流失用户,16,42,0.4379
LCS00006524,U0006524,2026-08-28,流失用户,4,32,0.3311
LCS00006525,U0006525,2026-08-28,流失用户,2,42,0.267
LCS00006526,U0006526,2026-08-28,活跃用户,10,7,0.2315
LCS00006527,U0006527,2026-08-28,活跃用户,9,1,0.3588
LCS00006528,U0006528,2026-08-28,沉默用户,15,10,0.2405
LCS00006529,U0006529,2026-08-28,流失用户,3,38,0.0808
LCS00006530,U0006530,2026-08-28,沉默用户,7,14,0.4795
LCS00006531,U0006531,2026-08-28,活跃用户,11,2,0.2315
LCS00006532,U0006532,2026-08-28,活跃用户,3,1,0.4314
LCS00006533,U0006533,2026-08-28,沉默用户,13,19,0.321
LCS00006534,U0006534,2026-08-28,活跃用户,10,3,0.3965
LCS00006535,U0006535,2026-08-28,活跃用户,4,2,0.6229
LCS00006536,U0006536,2026-08-28,活跃用户,10,7,0.1373
LCS00006537,U0006537,2026-08-28,流失用户,4,103,0.3408
LCS00006538,U0006538,2026-08-28,沉默用户,1,27,0.2649
LCS00006539,U0006539,2026-08-28,沉默用户,3,15,0.0942
LCS00006540,U0006540,2026-08-28,活跃用户,16,2,0.2637
LCS00006541,U0006541,2026-08-28,活跃用户,5,7,0.7145
LCS00006542,U0006542,2026-08-28,流失用户,2,195,0.3153
LCS00006543,U0006543,2026-08-28,活跃用户,6,0,0.5551
LCS00006544,U0006544,2026-08-28,沉默用户,15,12,0.3021
LCS00006545,U0006545,2026-08-28,流失用户,11,79,0.2349
LCS00006546,U0006546,2026-08-28,活跃用户,6,0,0.3885
LCS00006547,U0006547,2026-08-28,新用户,3,0,0.3041
LCS00006548,U0006548,2026-08-28,活跃用户,10,2,0.3081
LCS00006549,U0006549,2026-08-28,流失用户,3,35,0.2038
LCS00006550,U0006550,2026-08-28,流失用户,1,43,0.23
LCS00006551,U0006551,2026-08-28,流失用户,3,61,0.1398
LCS00006552,U0006552,2026-08-28,沉默用户,14,28,0.2325
LCS00006553,U0006553,2026-08-28,沉默用户,5,11,0.3066
LCS00006554,U0006554,2026-08-28,流失用户,1,32,0.172
LCS00006555,U0006555,2026-08-28,流失用户,2,124,0.57
LCS00006556,U0006556,2026-08-28,流失用户,5,134,0.5689
LCS00006557,U0006557,2026-08-28,活跃用户,4,2,0.2861
LCS00006558,U0006558,2026-08-28,流失用户,3,50,0.3997
LCS00006559,U0006559,2026-08-28,流失用户,8,43,0.3789
LCS00006560,U0006560,2026-08-28,流失用户,1,184,0.2294
LCS00006561,U0006561,2026-08-28,流失用户,3,42,0.4502
LCS00006562,U0006562,2026-08-28,活跃用户,17,1,0.4239
LCS00006563,U0006563,2026-08-28,活跃用户,5,2,0.3507
LCS00006564,U0006564,2026-08-28,活跃用户,4,0,0.0761
LCS00006565,U0006565,2026-08-28,沉默用户,10,15,0.3531
LCS00006566,U0006566,2026-08-28,活跃用户,10,4,0.1835
LCS00006567,U0006567,2026-08-28,沉默用户,4,18,0.2485
LCS00006568,U0006568,2026-08-28,沉默用户,6,10,0.3529
LCS00006569,U0006569,2026-08-28,流失用户,9,35,0.2493
LCS00006570,U0006570,2026-08-28,活跃用户,15,7,0.348
LCS00006571,U0006571,2026-08-28,活跃用户,10,2,0.2774
LCS00006572,U0006572,2026-08-28,流失用户,2,31,0.2888
LCS00006573,U0006573,2026-08-28,活跃用户,15,5,0.05
LCS00006574,U0006574,2026-08-28,沉默用户,17,18,0.2963
LCS00006575,U0006575,2026-08-28,沉默用户,10,19,0.2625
LCS00006576,U0006576,2026-08-28,流失用户,1,173,0.1695
LCS00006577,U0006577,2026-08-28,沉默用户,13,12,0.4096
LCS00006578,U0006578,2026-08-28,活跃用户,10,0,0.5077
LCS00006579,U0006579,2026-08-28,沉默用户,5,29,0.4137
LCS00006580,U0006580,2026-08-28,流失用户,5,98,0.4231
LCS00006581,U0006581,2026-08-28,活跃用户,14,5,0.6114
LCS00006582,U0006582,2026-08-28,流失用户,1,41,0.2378
LCS00006583,U0006583,2026-08-28,流失用户,7,80,0.3158
LCS00006584,U0006584,2026-08-28,活跃用户,5,1,0.4396
LCS00006585,U0006585,2026-08-28,流失用户,2,93,0.3033
LCS00006586,U0006586,2026-08-28,活跃用户,13,0,0.3588
LCS00006587,U0006587,2026-08-28,活跃用户,3,0,0.3508
LCS00006588,U0006588,2026-08-28,活跃用户,4,3,0.6827
LCS00006589,U0006589,2026-08-28,流失用户,6,45,0.4502
LCS00006590,U0006590,2026-08-28,流失用户,6,41,0.3126
LCS00006591,U0006591,2026-08-28,流失用户,8,38,0.3131
LCS00006592,U0006592,2026-08-28,沉默用户,5,14,0.2942
LCS00006593,U0006593,2026-08-28,活跃用户,5,1,0.2119
LCS00006594,U0006594,2026-08-28,新用户,0,0,0.1736
LCS00006595,U0006595,2026-08-28,活跃用户,5,0,0.2298
LCS00006596,U0006596,2026-08-28,流失用户,5,43,0.3846
LCS00006597,U0006597,2026-08-28,沉默用户,5,22,0.4165
LCS00006598,U0006598,2026-08-28,流失用户,12,34,0.3526
LCS00006599,U0006599,2026-08-28,活跃用户,12,7,0.3696
LCS00006600,U0006600,2026-08-28,活跃用户,15,0,0.5296
LCS00006601,U0006601,2026-08-28,流失用户,3,36,0.2034
LCS00006602,U0006602,2026-08-28,沉默用户,3,12,0.3657
LCS00006603,U0006603,2026-08-28,沉默用户,6,9,0.2529
LCS00006604,U0006604,2026-08-28,活跃用户,11,0,0.3342
LCS00006605,U0006605,2026-08-28,沉默用户,8,19,0.394
LCS00006606,U0006606,2026-08-28,流失用户,2,80,0.3442
LCS00006607,U0006607,2026-08-28,流失用户,9,47,0.3696
LCS00006608,U0006608,2026-08-28,活跃用户,8,2,0.3901
LCS00006609,U0006609,2026-08-28,活跃用户,4,3,0.3165
LCS00006610,U0006610,2026-08-28,活跃用户,16,7,0.3226
LCS00006611,U0006611,2026-08-28,沉默用户,13,15,0.182
LCS00006612,U0006612,2026-08-28,沉默用户,6,12,0.103
LCS00006613,U0006613,2026-08-28,活跃用户,7,0,0.2981
LCS00006614,U0006614,2026-08-28,沉默用户,2,24,0.5377
LCS00006615,U0006615,2026-08-28,活跃用户,7,0,0.2819
LCS00006616,U0006616,2026-08-28,新用户,0,0,0.2425
LCS00006617,U0006617,2026-08-28,活跃用户,17,2,0.2239
LCS00006618,U0006618,2026-08-28,沉默用户,2,26,0.2824
LCS00006619,U0006619,2026-08-28,活跃用户,13,0,0.5565
LCS00006620,U0006620,2026-08-28,沉默用户,10,13,0.308
LCS00006621,U0006621,2026-08-28,沉默用户,10,13,0.1308
LCS00006622,U0006622,2026-08-28,活跃用户,11,2,0.5907
LCS00006623,U0006623,2026-08-28,活跃用户,13,6,0.1859
LCS00006624,U0006624,2026-08-28,活跃用户,7,3,0.1757
LCS00006625,U0006625,2026-08-28,活跃用户,9,0,0.363
LCS00006626,U0006626,2026-08-28,沉默用户,4,20,0.3677
LCS00006627,U0006627,2026-08-28,活跃用户,4,1,0.5762
LCS00006628,U0006628,2026-08-28,流失用户,2,40,0.3292
LCS00006629,U0006629,2026-08-28,沉默用户,1,17,0.05
LCS00006630,U0006630,2026-08-28,沉默用户,8,9,0.4002
LCS00006631,U0006631,2026-08-28,沉默用户,9,25,0.2549
LCS00006632,U0006632,2026-08-28,活跃用户,13,1,0.3078
LCS00006633,U0006633,2026-08-28,活跃用户,16,3,0.488
LCS00006634,U0006634,2026-08-28,沉默用户,10,18,0.0523
LCS00006635,U0006635,2026-08-28,沉默用户,6,12,0.4233
LCS00006636,U0006636,2026-08-28,流失用户,0,70,0.1531
LCS00006637,U0006637,2026-08-28,活跃用户,13,3,0.244
LCS00006638,U0006638,2026-08-28,流失用户,2,52,0.1262
LCS00006639,U0006639,2026-08-28,活跃用户,14,2,0.3925
LCS00006640,U0006640,2026-08-28,活跃用户,5,2,0.3072
LCS00006641,U0006641,2026-08-28,沉默用户,10,11,0.4312
LCS00006642,U0006642,2026-08-28,沉默用户,13,27,0.1846
LCS00006643,U0006643,2026-08-28,沉默用户,4,21,0.3119
LCS00006644,U0006644,2026-08-28,活跃用户,2,1,0.3127
LCS00006645,U0006645,2026-08-28,沉默用户,13,9,0.4819
LCS00006646,U0006646,2026-08-28,活跃用户,5,1,0.2778
LCS00006647,U0006647,2026-08-28,沉默用户,4,13,0.2826
LCS00006648,U0006648,2026-08-28,沉默用户,9,19,0.5098
LCS00006649,U0006649,2026-08-28,沉默用户,5,28,0.3735
LCS00006650,U0006650,2026-08-28,活跃用户,10,7,0.2064
LCS00006651,U0006651,2026-08-28,沉默用户,10,30,0.2259
LCS00006652,U0006652,2026-08-28,流失用户,2,73,0.2947
LCS00006653,U0006653,2026-08-28,流失用户,3,36,0.4714
LCS00006654,U0006654,2026-08-28,活跃用户,5,2,0.3911
LCS00006655,U0006655,2026-08-28,流失用户,1,40,0.3106
LCS00006656,U0006656,2026-08-28,沉默用户,12,11,0.5894
LCS00006657,U0006657,2026-08-28,流失用户,12,33,0.2174
LCS00006658,U0006658,2026-08-28,流失用户,4,82,0.1484
LCS00006659,U0006659,2026-08-28,活跃用户,15,3,0.5743
LCS00006660,U0006660,2026-08-28,流失用户,1,87,0.1863
LCS00006661,U0006661,2026-08-28,活跃用户,16,0,0.2976
LCS00006662,U0006662,2026-08-28,流失用户,4,60,0.3515
LCS00006663,U0006663,2026-08-28,沉默用户,3,25,0.2452
LCS00006664,U0006664,2026-08-28,沉默用户,11,24,0.2121
LCS00006665,U0006665,2026-08-28,流失用户,1,33,0.4426
LCS00006666,U0006666,2026-08-28,流失用户,2,49,0.3545
LCS00006667,U0006667,2026-08-28,流失用户,5,93,0.5138
LCS00006668,U0006668,2026-08-28,活跃用户,12,2,0.3074
LCS00006669,U0006669,2026-08-28,沉默用户,6,9,0.2905
LCS00006670,U0006670,2026-08-28,流失用户,2,184,0.2525
LCS00006671,U0006671,2026-08-28,沉默用户,4,13,0.3366
LCS00006672,U0006672,2026-08-28,流失用户,1,32,0.2271
LCS00006673,U0006673,2026-08-28,流失用户,1,218,0.2031
LCS00006674,U0006674,2026-08-28,沉默用户,7,22,0.6181
LCS00006675,U0006675,2026-08-28,活跃用户,6,4,0.6331
LCS00006676,U0006676,2026-08-28,流失用户,7,48,0.4915
LCS00006677,U0006677,2026-08-28,活跃用户,5,7,0.3529
LCS00006678,U0006678,2026-08-28,沉默用户,13,17,0.3409
LCS00006679,U0006679,2026-08-28,活跃用户,5,3,0.3493
LCS00006680,U0006680,2026-08-28,沉默用户,15,18,0.4187
LCS00006681,U0006681,2026-08-28,活跃用户,9,1,0.1649
LCS00006682,U0006682,2026-08-28,活跃用户,11,0,0.2573
LCS00006683,U0006683,2026-08-28,流失用户,2,116,0.3721
LCS00006684,U0006684,2026-08-28,活跃用户,14,0,0.2946
LCS00006685,U0006685,2026-08-28,活跃用户,4,0,0.4697
LCS00006686,U0006686,2026-08-28,沉默用户,10,13,0.262
LCS00006687,U0006687,2026-08-28,沉默用户,5,26,0.16
LCS00006688,U0006688,2026-08-28,沉默用户,3,28,0.1474
LCS00006689,U0006689,2026-08-28,沉默用户,13,10,0.4253
LCS00006690,U0006690,2026-08-28,活跃用户,14,4,0.6034
LCS00006691,U0006691,2026-08-28,新用户,2,4,0.4113
LCS00006692,U0006692,2026-08-28,活跃用户,9,0,0.1568
LCS00006693,U0006693,2026-08-28,流失用户,5,156,0.05
LCS00006694,U0006694,2026-08-28,沉默用户,14,26,0.1982
LCS00006695,U0006695,2026-08-28,活跃用户,4,4,0.4291
LCS00006696,U0006696,2026-08-28,沉默用户,8,18,0.05
LCS00006697,U0006697,2026-08-28,流失用户,4,93,0.4805
LCS00006698,U0006698,2026-08-28,流失用户,15,37,0.1881
LCS00006699,U0006699,2026-08-28,活跃用户,9,1,0.4636
LCS00006700,U0006700,2026-08-28,沉默用户,3,21,0.4105
LCS00006701,U0006701,2026-08-28,活跃用户,1,0,0.3293
LCS00006702,U0006702,2026-08-28,沉默用户,2,30,0.2919
LCS00006703,U0006703,2026-08-28,活跃用户,3,1,0.1267
LCS00006704,U0006704,2026-08-28,活跃用户,4,5,0.05
LCS00006705,U0006705,2026-08-28,活跃用户,11,2,0.321
LCS00006706,U0006706,2026-08-28,沉默用户,9,11,0.403
LCS00006707,U0006707,2026-08-28,流失用户,5,85,0.4774
LCS00006708,U0006708,2026-08-28,流失用户,2,35,0.1976
LCS00006709,U0006709,2026-08-28,沉默用户,12,15,0.1933
LCS00006710,U0006710,2026-08-28,活跃用户,5,0,0.1577
LCS00006711,U0006711,2026-08-28,流失用户,2,230,0.4167
LCS00006712,U0006712,2026-08-28,沉默用户,6,23,0.456
LCS00006713,U0006713,2026-08-28,流失用户,1,103,0.1804
LCS00006714,U0006714,2026-08-28,活跃用户,15,7,0.4827
LCS00006715,U0006715,2026-08-28,新用户,4,1,0.0605
LCS00006716,U0006716,2026-08-28,沉默用户,8,14,0.3219
LCS00006717,U0006717,2026-08-28,流失用户,2,142,0.4392
LCS00006718,U0006718,2026-08-28,活跃用户,13,4,0.1631
LCS00006719,U0006719,2026-08-28,活跃用户,13,1,0.05
LCS00006720,U0006720,2026-08-28,新用户,4,0,0.4545
LCS00006721,U0006721,2026-08-28,流失用户,2,89,0.2638
LCS00006722,U0006722,2026-08-28,流失用户,12,78,0.4363
LCS00006723,U0006723,2026-08-28,活跃用户,5,5,0.5201
LCS00006724,U0006724,2026-08-28,活跃用户,11,6,0.3124
LCS00006725,U0006725,2026-08-28,新用户,3,0,0.4093
LCS00006726,U0006726,2026-08-28,沉默用户,8,15,0.1992
LCS00006727,U0006727,2026-08-28,沉默用户,11,12,0.1506
LCS00006728,U0006728,2026-08-28,活跃用户,15,3,0.6284
LCS00006729,U0006729,2026-08-28,沉默用户,7,24,0.3768
LCS00006730,U0006730,2026-08-28,活跃用户,3,2,0.05
LCS00006731,U0006731,2026-08-28,沉默用户,4,24,0.1471
LCS00006732,U0006732,2026-08-28,沉默用户,9,17,0.2878
LCS00006733,U0006733,2026-08-28,沉默用户,3,17,0.0781
LCS00006734,U0006734,2026-08-28,活跃用户,3,3,0.05
LCS00006735,U0006735,2026-08-28,沉默用户,2,29,0.05
LCS00006736,U0006736,2026-08-28,流失用户,7,41,0.1608
LCS00006737,U0006737,2026-08-28,流失用户,4,57,0.3328
LCS00006738,U0006738,2026-08-28,活跃用户,10,2,0.5679
LCS00006739,U0006739,2026-08-28,沉默用户,5,24,0.5112
LCS00006740,U0006740,2026-08-28,沉默用户,5,16,0.5121
LCS00006741,U0006741,2026-08-28,沉默用户,1,24,0.2981
LCS00006742,U0006742,2026-08-28,沉默用户,11,28,0.5175
LCS00006743,U0006743,2026-08-28,沉默用户,13,12,0.4639
LCS00006744,U0006744,2026-08-28,流失用户,7,54,0.2674
LCS00006745,U0006745,2026-08-28,沉默用户,5,8,0.4079
LCS00006746,U0006746,2026-08-28,流失用户,2,34,0.4833
LCS00006747,U0006747,2026-08-28,流失用户,7,54,0.6914
LCS00006748,U0006748,2026-08-28,活跃用户,4,3,0.3131
LCS00006749,U0006749,2026-08-28,流失用户,4,31,0.1513
LCS00006750,U0006750,2026-08-28,流失用户,3,69,0.1411
