content_metric_id,metric_date,content_id,impressions,play_count,watch_seconds,interaction_count,play_rate,completion_rate
CM00005103,2026-07-16,V00001261,11,4,477,2,0.3636,0.8339
CM00005104,2026-02-06,V00005606,12,6,415,0,0.5,0.5669
CM00005105,2026-07-27,V00011242,13,4,530,0,0.3077,0.866
CM00005106,2026-08-24,V00000333,9,6,496,1,0.6667,0.5368
CM00005107,2026-06-25,V00003399,14,12,452,3,0.8571,0.7107
CM00005108,2026-06-24,V00004955,8,3,172,1,0.375,0.4038
CM00005109,2026-02-19,V00013952,10,3,85,0,0.3,0.4359
CM00005110,2026-01-13,V00002190,7,1,41,0,0.1429,0.8542
CM00005111,2026-07-28,V00014931,13,5,434,1,0.3846,0.6781
CM00005112,2026-02-05,V00009370,13,3,118,0,0.2308,0.7867
CM00005113,2026-03-24,V00003329,7,3,97,0,0.4286,0.317
CM00005114,2026-01-14,V00004162,8,2,31,0,0.25,0.2981
CM00005115,2026-05-13,V00006455,14,4,32,0,0.2857,0.6154
CM00005116,2026-04-11,V00002738,10,1,41,0,0.1,0.3661
CM00005117,2026-07-09,V00005778,11,1,115,0,0.0909,0.7372
CM00005118,2026-08-21,V00007142,13,6,184,0,0.4615,0.7132
CM00005119,2026-08-21,V00008839,12,0,0,0,0.0,0.0
CM00005120,2026-01-24,V00003252,8,5,469,0,0.625,0.5685
CM00005121,2026-03-07,V00000299,7,1,4,0,0.1429,0.0241
CM00005122,2026-04-03,V00007724,10,4,445,0,0.4,0.6742
CM00005123,2026-05-17,V00014991,7,0,0,0,0.0,0.0
CM00005124,2026-07-29,V00012771,10,2,21,0,0.2,0.7
CM00005125,2026-01-31,V00012871,16,9,1192,2,0.5625,0.8027
CM00005126,2026-07-18,V00012590,4,1,61,0,0.25,0.5545
CM00005127,2026-05-17,V00014078,4,2,92,0,0.5,0.2644
CM00005128,2026-02-01,V00013225,8,6,243,1,0.75,0.8265
CM00005129,2026-05-28,V00007414,9,4,134,0,0.4444,0.3895
CM00005130,2026-07-20,V00004888,11,6,227,1,0.5455,0.4451
CM00005131,2026-05-30,V00007057,12,7,797,2,0.5833,0.7442
CM00005132,2026-03-02,V00014164,9,7,131,2,0.7778,0.5198
CM00005133,2026-04-06,V00001750,13,5,309,1,0.3846,0.8351
CM00005134,2026-04-23,V00014829,10,4,177,1,0.4,0.6321
CM00005135,2026-08-15,V00014249,9,4,133,1,0.4444,0.3958
CM00005136,2026-04-02,V00001859,6,1,58,0,0.1667,0.725
CM00005137,2026-07-12,V00007145,13,5,44,0,0.3846,0.4889
CM00005138,2026-08-13,V00007991,8,3,313,2,0.375,0.7964
CM00005139,2026-06-08,V00007130,12,6,292,1,0.5,0.4345
CM00005140,2026-05-30,V00007335,13,6,127,0,0.4615,0.6225
CM00005141,2026-06-08,V00013260,8,2,84,0,0.25,0.3333
CM00005142,2026-01-14,V00006129,13,4,351,1,0.3077,0.7905
CM00005143,2026-04-27,V00009443,8,3,178,1,0.375,0.4599
CM00005144,2026-05-16,V00000432,8,3,315,0,0.375,0.6287
CM00005145,2026-06-07,V00000719,7,2,33,0,0.2857,0.6111
CM00005146,2026-08-01,V00008946,15,8,966,0,0.5333,0.702
CM00005147,2026-03-26,V00002807,7,1,10,1,0.1429,0.6667
CM00005148,2026-06-07,V00011816,7,3,29,0,0.4286,0.7436
CM00005149,2026-08-22,V00000133,6,4,45,0,0.6667,0.4018
CM00005150,2026-03-12,V00006439,8,5,291,1,0.625,0.8687
CM00005151,2026-08-27,V00011606,8,3,120,2,0.375,0.9524
CM00005152,2026-02-09,V00000927,9,2,196,0,0.2222,0.784
CM00005153,2026-06-23,V00006847,11,2,3,0,0.1818,0.0714
CM00005154,2026-06-29,V00003081,7,4,242,2,0.5714,0.6648
CM00005155,2026-07-10,V00009449,12,3,303,0,0.25,0.5941
CM00005156,2026-05-30,V00014726,7,3,371,0,0.4286,0.8961
CM00005157,2026-07-02,V00007314,14,5,240,0,0.3571,0.5
CM00005158,2026-06-21,V00009549,10,5,131,1,0.5,0.6093
CM00005159,2026-04-17,V00012067,10,4,160,0,0.4,0.6452
CM00005160,2026-03-11,V00002018,8,6,521,0,0.75,0.6115
CM00005161,2026-01-11,V00013701,9,3,175,1,0.3333,0.5503
CM00005162,2026-08-28,V00013112,18,9,544,0,0.5,0.3802
CM00005163,2026-07-19,V00007004,5,1,36,0,0.2,0.4337
CM00005164,2026-02-01,V00000297,9,7,581,0,0.7778,0.7477
CM00005165,2026-07-23,V00013936,7,3,425,0,0.4286,0.8586
CM00005166,2026-06-18,V00013624,8,4,436,2,0.5,0.7267
CM00005167,2026-08-13,V00009996,8,3,27,0,0.375,0.36
CM00005168,2026-04-24,V00002925,10,3,59,0,0.3,0.596
CM00005169,2026-07-16,V00012551,7,4,484,0,0.5714,0.8897
CM00005170,2026-07-01,V00011141,9,3,177,0,0.3333,0.3315
CM00005171,2026-05-11,V00004952,9,4,174,1,0.4444,0.75
CM00005172,2026-08-26,V00007266,11,6,64,1,0.5455,0.6667
CM00005173,2026-07-01,V00010587,11,3,238,1,0.2727,0.4722
CM00005174,2026-04-05,V00012227,4,2,21,0,0.5,0.0695
CM00005175,2026-02-07,V00012540,6,3,270,1,0.5,0.7087
CM00005176,2026-07-16,V00012420,10,4,186,1,0.4,0.6549
CM00005177,2026-05-19,V00005564,9,4,183,1,0.4444,0.7379
CM00005178,2026-04-15,V00002748,10,3,219,0,0.3,0.5252
CM00005179,2026-07-12,V00003402,9,3,178,0,0.3333,0.6054
CM00005180,2026-03-28,V00008096,7,4,292,2,0.5714,0.6577
CM00005181,2026-06-07,V00011282,13,4,446,0,0.3077,0.8577
CM00005182,2026-02-18,V00007432,12,3,310,0,0.25,0.6624
CM00005183,2026-08-04,V00001704,13,7,62,1,0.5385,0.6813
CM00005184,2026-02-16,V00014582,11,6,508,1,0.5455,0.6615
CM00005185,2026-08-15,V00008909,10,1,53,0,0.1,0.2944
CM00005186,2026-03-24,V00008281,11,5,192,0,0.4545,0.5647
CM00005187,2026-04-18,V00012941,8,4,30,0,0.5,0.5
CM00005188,2026-04-26,V00009428,6,1,70,0,0.1667,0.5185
CM00005189,2026-03-26,V00002916,9,5,614,1,0.5556,0.8771
CM00005190,2026-05-16,V00002493,11,4,205,1,0.3636,0.5571
CM00005191,2026-03-20,V00009269,9,3,29,0,0.3333,0.6042
CM00005192,2026-04-04,V00001820,9,5,298,1,0.5556,0.8514
CM00005193,2026-02-02,V00001136,8,6,676,0,0.75,0.7042
CM00005194,2026-08-18,V00003142,10,3,154,1,0.3,0.3979
CM00005195,2026-03-11,V00009393,10,4,210,0,0.4,0.7394
CM00005196,2026-08-10,V00011493,14,1,35,0,0.0714,0.3431
CM00005197,2026-08-10,V00008167,7,5,548,0,0.7143,0.8059
CM00005198,2026-01-01,V00004088,8,5,336,1,0.625,0.634
CM00005199,2026-07-22,V00006909,9,2,235,1,0.2222,0.739
CM00005200,2026-07-03,V00014637,9,2,243,0,0.2222,0.7409
CM00005201,2026-03-07,V00003921,9,3,145,0,0.3333,0.3528
CM00005202,2026-01-16,V00014515,12,6,313,1,0.5,0.4108
CM00005203,2026-01-15,V00008892,10,2,61,0,0.2,0.5545
CM00005204,2026-04-27,V00007932,8,5,93,1,0.625,0.8087
CM00005205,2026-04-27,V00009140,10,3,225,0,0.3,0.7282
CM00005206,2026-06-12,V00000190,5,1,36,0,0.2,0.3243
CM00005207,2026-07-25,V00008586,5,1,111,0,0.2,0.6491
CM00005208,2026-06-09,V00004405,9,4,93,1,0.4444,0.337
CM00005209,2026-01-01,V00004471,8,2,165,0,0.25,0.4911
CM00005210,2026-08-23,V00006165,13,9,254,0,0.6923,0.588
CM00005211,2026-01-16,V00003667,7,1,2,0,0.1429,0.0222
CM00005212,2026-07-06,V00010142,11,1,18,0,0.0909,0.3103
CM00005213,2026-02-28,V00008829,10,2,46,0,0.2,0.5111
CM00005214,2026-05-14,V00008691,9,4,144,1,0.4444,0.7826
CM00005215,2026-08-16,V00001670,4,1,95,0,0.25,1.0
CM00005216,2026-08-13,V00012715,4,3,13,0,0.75,0.4815
CM00005217,2026-03-12,V00007457,10,6,419,0,0.6,0.5678
CM00005218,2026-03-08,V00013172,5,1,36,0,0.2,1.0
CM00005219,2026-06-04,V00002474,8,2,269,0,0.25,0.8406
CM00005220,2026-06-08,V00002668,9,6,144,0,0.6667,0.2034
CM00005221,2026-06-24,V00002444,13,6,250,1,0.4615,0.3255
CM00005222,2026-08-28,V00000375,15,4,458,1,0.2667,0.7112
CM00005223,2026-02-19,V00014369,6,4,129,0,0.6667,0.2643
CM00005224,2026-08-06,V00013569,12,4,69,1,0.3333,0.4662
CM00005225,2026-08-20,V00010516,14,2,136,0,0.1429,0.7727
CM00005226,2026-06-17,V00012924,8,4,255,0,0.5,0.5357
CM00005227,2026-01-10,V00008485,18,9,993,4,0.5,0.9194
CM00005228,2026-04-02,V00008199,7,2,79,0,0.2857,0.5643
CM00005229,2026-03-23,V00005911,5,1,147,1,0.2,0.9545
CM00005230,2026-04-10,V00001002,11,6,632,0,0.5455,0.616
CM00005231,2026-06-23,V00003964,11,2,40,1,0.1818,0.8333
CM00005232,2026-06-29,V00008080,11,3,137,0,0.2727,0.4434
CM00005233,2026-08-07,V00000514,6,3,69,0,0.5,0.4182
CM00005234,2026-06-21,V00009566,10,3,346,1,0.3,0.848
CM00005235,2026-08-08,V00002733,12,2,117,0,0.1667,0.5792
CM00005236,2026-06-06,V00012088,11,8,1263,1,0.7273,0.9627
CM00005237,2026-03-14,V00013115,10,2,71,1,0.2,0.6698
CM00005238,2026-08-10,V00002329,8,2,110,0,0.25,0.8088
CM00005239,2026-05-28,V00004764,10,5,306,1,0.5,0.4672
CM00005240,2026-02-15,V00011904,10,1,143,0,0.1,1.0
CM00005241,2026-08-20,V00002701,4,3,116,0,0.75,0.3333
CM00005242,2026-04-05,V00014120,9,4,332,0,0.4444,0.5061
CM00005243,2026-04-14,V00005784,11,5,351,1,0.4545,0.6382
CM00005244,2026-05-26,V00006115,10,5,121,0,0.5,0.3025
CM00005245,2026-04-16,V00005853,15,6,91,2,0.4,0.7583
CM00005246,2026-07-14,V00010866,8,6,132,0,0.75,0.4314
CM00005247,2026-06-21,V00009718,14,5,280,1,0.3571,0.6087
CM00005248,2026-08-26,V00004159,9,5,329,2,0.5556,0.4734
CM00005249,2026-01-29,V00002756,7,4,401,1,0.5714,0.5761
CM00005250,2026-03-23,V00000647,9,3,268,0,0.3333,0.7383
CM00005251,2026-04-22,V00012291,9,3,81,0,0.3333,0.4154
CM00005252,2026-07-29,V00003773,5,0,0,0,0.0,0.0
CM00005253,2026-02-28,V00012634,11,2,98,0,0.1818,0.4579
CM00005254,2026-01-01,V00005629,12,5,279,0,0.4167,0.4195
CM00005255,2026-01-16,V00007544,16,4,108,0,0.25,0.75
CM00005256,2026-05-23,V00009799,12,7,133,2,0.5833,0.8636
CM00005257,2026-07-08,V00011520,5,3,254,1,0.6,0.6615
CM00005258,2026-04-26,V00011069,14,9,1223,3,0.6429,0.7855
CM00005259,2026-03-25,V00000900,9,4,113,0,0.4444,0.387
CM00005260,2026-08-20,V00004501,7,1,37,0,0.1429,0.6981
CM00005261,2026-07-07,V00001713,7,2,6,0,0.2857,0.2727
CM00005262,2026-08-08,V00012051,11,5,474,0,0.4545,0.5512
CM00005263,2026-05-05,V00014907,10,4,123,1,0.4,0.375
CM00005264,2026-06-26,V00007768,14,6,356,2,0.4286,0.5875
CM00005265,2026-03-09,V00014289,11,4,337,0,0.3636,0.818
CM00005266,2026-04-10,V00006718,11,5,460,0,0.4545,0.6479
CM00005267,2026-05-22,V00001253,8,1,1,0,0.125,0.0167
CM00005268,2026-04-02,V00006119,7,1,9,0,0.1429,0.6
CM00005269,2026-08-16,V00005392,12,4,339,2,0.3333,0.5075
CM00005270,2026-04-17,V00004476,2,1,39,1,0.5,0.6724
CM00005271,2026-07-07,V00010291,10,4,351,0,0.4,0.5969
CM00005272,2026-08-15,V00003652,7,4,321,0,0.5714,0.535
CM00005273,2026-06-23,V00011277,5,2,158,1,0.4,0.5725
CM00005274,2026-07-24,V00000372,7,2,148,0,0.2857,0.454
CM00005275,2026-08-10,V00005637,6,1,40,0,0.1667,0.3604
CM00005276,2026-05-06,V00005991,10,1,58,0,0.1,0.6237
CM00005277,2026-03-13,V00013889,7,1,41,0,0.1429,0.9318
CM00005278,2026-03-27,V00012688,9,2,241,0,0.2222,0.8796
CM00005279,2026-06-18,V00013176,6,1,85,0,0.1667,0.538
CM00005280,2026-01-09,V00000812,8,2,13,0,0.25,0.5909
CM00005281,2026-07-01,V00010550,10,7,978,3,0.7,0.9192
CM00005282,2026-04-02,V00001757,19,8,974,1,0.4211,0.7469
CM00005283,2026-01-13,V00008233,11,3,70,1,0.2727,0.614
CM00005284,2026-06-11,V00006807,9,3,206,0,0.3333,0.3969
CM00005285,2026-01-24,V00008035,10,3,318,1,0.3,0.7571
CM00005286,2026-05-02,V00001776,9,2,68,1,0.2222,0.4722
CM00005287,2026-04-15,V00006648,11,2,131,0,0.1818,0.7043
CM00005288,2026-02-24,V00006650,8,2,59,0,0.25,0.3782
CM00005289,2026-06-29,V00014280,4,1,33,0,0.25,0.1854
CM00005290,2026-08-05,V00002374,6,2,153,0,0.3333,0.535
CM00005291,2026-07-27,V00009176,6,2,7,1,0.3333,0.35
CM00005292,2026-01-24,V00001793,9,4,240,1,0.4444,0.6122
CM00005293,2026-03-22,V00004500,6,2,159,0,0.3333,0.5977
CM00005294,2026-06-26,V00000446,7,4,562,0,0.5714,0.8413
CM00005295,2026-06-05,V00014180,5,0,0,0,0.0,0.0
CM00005296,2026-04-24,V00011114,11,5,187,0,0.4545,0.5268
CM00005297,2026-07-23,V00010267,20,9,625,0,0.45,0.5836
CM00005298,2026-03-15,V00004282,12,6,507,0,0.5,0.5748
CM00005299,2026-05-03,V00005658,10,5,545,0,0.5,0.6606
CM00005300,2026-07-15,V00014820,8,0,0,0,0.0,0.0
CM00005301,2026-01-07,V00008805,5,3,247,2,0.6,0.9048
CM00005302,2026-08-26,V00009551,10,1,41,0,0.1,0.3333
CM00005303,2026-08-20,V00004812,9,4,378,0,0.4444,0.5279
CM00005304,2026-07-21,V00005255,11,6,295,3,0.5455,0.4239
CM00005305,2026-07-18,V00004494,12,5,163,1,0.4167,0.8579
CM00005306,2026-04-22,V00003688,17,6,338,1,0.3529,0.3706
CM00005307,2026-02-14,V00011046,9,6,355,0,0.6667,0.3817
CM00005308,2026-08-24,V00000214,10,4,97,0,0.4,0.485
CM00005309,2026-06-03,V00003494,11,5,336,0,0.4545,0.8615
CM00005310,2026-04-05,V00003593,3,2,90,0,0.6667,0.2866
CM00005311,2026-06-01,V00007187,13,6,127,0,0.4615,0.2785
CM00005312,2026-05-23,V00003799,10,3,5,0,0.3,0.1111
CM00005313,2026-04-19,V00004029,13,5,303,1,0.3846,0.7301
CM00005314,2026-03-04,V00008465,7,3,293,1,0.4286,0.5779
CM00005315,2026-07-31,V00000803,12,8,639,4,0.6667,0.8497
CM00005316,2026-06-11,V00000396,6,0,0,0,0.0,0.0
CM00005317,2026-01-28,V00010715,8,2,200,0,0.25,0.7519
CM00005318,2026-05-02,V00011338,10,4,123,2,0.4,0.3796
CM00005319,2026-03-04,V00003438,10,2,60,1,0.2,0.7895
CM00005320,2026-08-03,V00006903,8,1,55,0,0.125,0.3741
CM00005321,2026-07-04,V00002111,9,3,253,0,0.3333,0.6156
CM00005322,2026-03-03,V00000063,12,6,378,1,0.5,0.7
CM00005323,2026-05-27,V00003265,11,4,67,1,0.3636,0.3895
CM00005324,2026-07-04,V00003072,4,0,0,0,0.0,0.0
CM00005325,2026-06-13,V00002011,6,0,0,0,0.0,0.0
CM00005326,2026-05-05,V00005418,9,4,89,2,0.4444,0.89
CM00005327,2026-02-11,V00006750,11,3,49,0,0.2727,0.6533
CM00005328,2026-03-08,V00009597,16,4,55,0,0.25,0.3198
CM00005329,2026-01-07,V00013948,11,5,191,1,0.4545,0.8489
CM00005330,2026-08-19,V00013106,6,3,21,1,0.5,0.5833
CM00005331,2026-04-19,V00002259,13,2,26,0,0.1538,0.4333
CM00005332,2026-04-03,V00002013,10,2,139,0,0.2,0.5388
CM00005333,2026-04-17,V00011940,8,1,19,0,0.125,0.1827
CM00005334,2026-06-13,V00004174,15,5,12,0,0.3333,0.3
CM00005335,2026-05-12,V00002522,12,3,31,0,0.25,0.082
CM00005336,2026-06-29,V00009929,10,1,9,0,0.1,0.5625
CM00005337,2026-08-26,V00005674,6,0,0,0,0.0,0.0
CM00005338,2026-05-20,V00006872,7,1,62,0,0.1429,0.7045
CM00005339,2026-08-13,V00001885,6,0,0,0,0.0,0.0
CM00005340,2026-08-20,V00010096,8,2,69,0,0.25,0.3416
CM00005341,2026-04-09,V00002009,12,0,0,0,0.0,0.0
CM00005342,2026-02-22,V00000784,10,5,147,0,0.5,0.588
CM00005343,2026-05-08,V00007105,11,7,155,2,0.6364,0.9226
CM00005344,2026-02-23,V00001053,7,4,23,1,0.5714,0.6389
CM00005345,2026-07-11,V00013044,13,6,135,1,0.4615,0.6818
CM00005346,2026-07-07,V00011739,15,5,366,1,0.3333,0.6478
CM00005347,2026-07-12,V00010511,5,1,62,0,0.2,0.7294
CM00005348,2026-06-08,V00002435,9,2,8,0,0.2222,0.3636
CM00005349,2026-06-21,V00010842,14,4,163,0,0.2857,0.6269
CM00005350,2026-06-22,V00008686,7,3,55,0,0.4286,0.4167
CM00005351,2026-07-26,V00007989,5,2,135,1,0.4,0.6888
CM00005352,2026-06-05,V00006307,16,3,294,0,0.1875,0.6203
CM00005353,2026-01-16,V00001698,11,3,127,2,0.2727,0.4866
CM00005354,2026-03-05,V00004825,7,1,83,0,0.1429,0.5461
CM00005355,2026-01-14,V00005028,13,8,121,0,0.6154,0.6875
CM00005356,2026-05-16,V00012927,8,3,144,0,0.375,0.3478
CM00005357,2026-03-01,V00005070,17,10,1058,1,0.5882,0.6782
CM00005358,2026-05-15,V00009477,10,2,57,0,0.2,0.2767
CM00005359,2026-01-30,V00004681,10,2,81,0,0.2,0.6328
CM00005360,2026-07-22,V00012912,6,2,28,0,0.3333,0.875
CM00005361,2026-01-20,V00001781,10,1,108,0,0.1,0.6102
CM00005362,2026-07-25,V00000804,15,4,247,1,0.2667,0.5103
CM00005363,2026-07-01,V00008578,11,0,0,0,0.0,0.0
CM00005364,2026-08-25,V00007718,3,1,2,0,0.3333,0.1667
CM00005365,2026-08-11,V00003218,10,3,351,0,0.3,0.7006
CM00005366,2026-02-28,V00007684,10,4,147,0,0.4,0.21
CM00005367,2026-05-17,V00013271,9,3,123,0,0.3333,0.6721
CM00005368,2026-06-26,V00006705,13,4,102,0,0.3077,0.2198
CM00005369,2026-02-08,V00008231,8,1,5,0,0.125,0.625
CM00005370,2026-04-05,V00011519,12,7,844,4,0.5833,0.7397
CM00005371,2026-04-01,V00010661,12,6,271,0,0.5,0.9819
CM00005372,2026-07-26,V00012920,11,5,709,0,0.4545,0.8103
CM00005373,2026-05-24,V00010752,9,4,165,0,0.4444,0.5729
CM00005374,2026-08-04,V00013497,8,6,443,1,0.75,0.8296
CM00005375,2026-03-24,V00005180,6,1,54,0,0.1667,0.432
CM00005376,2026-07-14,V00002428,10,5,345,0,0.5,0.9079
CM00005377,2026-03-29,V00011853,6,1,23,0,0.1667,0.3594
CM00005378,2026-07-25,V00010357,10,5,159,2,0.5,0.795
CM00005379,2026-07-23,V00014674,8,6,439,2,0.75,0.7702
CM00005380,2026-03-15,V00002637,12,3,223,0,0.25,0.6246
CM00005381,2026-07-31,V00011195,12,5,34,0,0.4167,0.85
CM00005382,2026-04-29,V00006544,9,4,164,0,0.4444,0.3388
CM00005383,2026-08-23,V00003125,5,3,35,0,0.6,0.5303
CM00005384,2026-08-03,V00003042,5,1,115,0,0.2,0.7468
CM00005385,2026-07-01,V00006230,9,3,195,1,0.3333,0.8442
CM00005386,2026-01-08,V00001245,9,2,10,0,0.2222,0.5
CM00005387,2026-05-23,V00010719,8,3,244,1,0.375,0.6115
CM00005388,2026-07-26,V00009256,5,1,11,0,0.2,0.2821
CM00005389,2026-05-12,V00007363,12,5,219,2,0.4167,0.5407
CM00005390,2026-08-08,V00012333,12,6,186,1,0.5,0.5741
CM00005391,2026-08-28,V00011667,8,4,191,1,0.5,0.5895
CM00005392,2026-08-19,V00008858,10,3,86,0,0.3,0.7544
CM00005393,2026-04-24,V00009584,16,5,149,1,0.3125,0.7095
CM00005394,2026-06-15,V00014920,7,4,331,0,0.5714,0.5015
CM00005395,2026-03-22,V00014996,14,7,915,2,0.5,0.7556
CM00005396,2026-03-29,V00011376,11,7,688,0,0.6364,0.9272
CM00005397,2026-07-11,V00002278,7,0,0,0,0.0,0.0
CM00005398,2026-07-21,V00009820,12,6,77,2,0.5,0.5133
CM00005399,2026-06-01,V00004999,6,2,67,0,0.3333,0.5678
CM00005400,2026-06-24,V00013890,9,4,47,0,0.4444,0.4519
CM00005401,2026-06-14,V00004996,13,7,484,1,0.5385,0.8231
CM00005402,2026-02-12,V00014315,10,5,451,1,0.5,0.6136
CM00005403,2026-02-12,V00011237,9,4,49,1,0.4444,0.3828
CM00005404,2026-02-06,V00006187,8,3,196,2,0.375,0.5584
CM00005405,2026-07-15,V00004211,10,1,6,0,0.1,0.0541
CM00005406,2026-07-04,V00003609,12,6,257,1,0.5,0.8567
CM00005407,2026-03-13,V00008324,10,5,183,0,0.5,0.8714
CM00005408,2026-07-18,V00011348,7,5,291,0,0.7143,0.7865
CM00005409,2026-06-28,V00010181,9,2,76,1,0.2222,0.5938
CM00005410,2026-08-05,V00001953,7,1,2,0,0.1429,0.0211
CM00005411,2026-08-09,V00013241,9,3,166,0,0.3333,0.6014
CM00005412,2026-01-04,V00006133,6,3,46,0,0.5,0.4035
CM00005413,2026-07-08,V00011575,9,3,132,0,0.3333,0.3099
CM00005414,2026-02-21,V00014693,7,3,287,0,0.4286,0.5798
CM00005415,2026-05-26,V00003108,11,2,199,0,0.1818,0.5686
CM00005416,2026-02-07,V00002087,5,3,68,0,0.6,0.5271
CM00005417,2026-01-28,V00013186,14,4,76,0,0.2857,0.1061
CM00005418,2026-07-02,V00008766,12,7,647,2,0.5833,0.5374
CM00005419,2026-03-02,V00014281,11,5,54,0,0.4545,0.6353
CM00005420,2026-03-18,V00011695,8,3,228,0,0.375,0.5507
CM00005421,2026-03-29,V00011876,8,1,26,0,0.125,0.4062
CM00005422,2026-07-26,V00012604,6,2,23,0,0.3333,0.575
CM00005423,2026-08-22,V00000064,9,5,120,0,0.5556,0.6316
CM00005424,2026-08-06,V00012106,5,1,9,0,0.2,0.75
CM00005425,2026-02-10,V00005891,9,4,342,1,0.4444,0.8143
CM00005426,2026-01-09,V00005190,7,3,326,0,0.4286,0.6586
CM00005427,2026-05-08,V00002001,7,2,286,0,0.2857,0.8773
CM00005428,2026-08-26,V00011474,6,0,0,0,0.0,0.0
CM00005429,2026-06-06,V00005302,8,3,316,0,0.375,0.7022
CM00005430,2026-05-21,V00013832,11,6,446,1,0.5455,0.42
CM00005431,2026-01-13,V00008045,10,2,197,0,0.2,0.7296
CM00005432,2026-08-24,V00009941,4,1,25,0,0.25,0.2451
CM00005433,2026-02-12,V00012543,13,8,178,0,0.6154,0.7177
CM00005434,2026-03-09,V00009740,10,2,16,0,0.2,0.5714
CM00005435,2026-07-23,V00008092,12,6,109,1,0.5,0.3132
CM00005436,2026-03-02,V00002309,4,1,19,0,0.25,0.1429
CM00005437,2026-08-21,V00002496,9,5,279,1,0.5556,0.5314
CM00005438,2026-06-10,V00002907,5,3,381,0,0.6,0.9478
CM00005439,2026-01-28,V00004799,6,3,47,0,0.5,0.7833
CM00005440,2026-02-24,V00001841,8,1,118,0,0.125,0.7867
CM00005441,2026-06-24,V00004717,8,2,42,0,0.25,0.6774
CM00005442,2026-07-18,V00003861,7,3,51,0,0.4286,0.3091
CM00005443,2026-04-30,V00000302,6,2,3,0,0.3333,0.1875
CM00005444,2026-03-10,V00014322,8,2,248,0,0.25,0.7381
CM00005445,2026-06-08,V00005076,10,3,146,1,0.3,0.5123
CM00005446,2026-07-14,V00004151,13,4,141,1,0.3077,0.3176
CM00005447,2026-06-19,V00012013,11,4,34,0,0.3636,0.3864
CM00005448,2026-05-08,V00013154,5,1,23,0,0.2,0.3594
CM00005449,2026-06-19,V00012565,11,5,318,3,0.4545,0.6175
CM00005450,2026-06-07,V00014569,10,5,218,0,0.5,0.507
CM00005451,2026-02-15,V00000418,11,1,97,0,0.0909,0.8083
CM00005452,2026-08-05,V00006228,12,6,70,0,0.5,0.4321
CM00005453,2026-05-22,V00011312,7,2,125,0,0.2857,0.625
CM00005454,2026-08-14,V00010304,10,4,210,1,0.4,0.5097
CM00005455,2026-07-08,V00004285,5,1,162,0,0.2,0.9818
CM00005456,2026-04-13,V00004499,7,1,115,0,0.1429,0.7099
CM00005457,2026-03-24,V00000736,6,3,155,0,0.5,0.8757
CM00005458,2026-06-26,V00011031,7,3,345,0,0.4286,0.7718
CM00005459,2026-05-07,V00004581,9,3,129,0,0.3333,0.256
CM00005460,2026-04-28,V00007390,11,4,106,0,0.3636,0.9138
CM00005461,2026-08-23,V00004590,7,5,180,0,0.7143,0.4675
CM00005462,2026-01-18,V00011859,18,7,475,0,0.3889,0.5472
CM00005463,2026-08-03,V00004798,8,2,135,1,0.25,0.6818
CM00005464,2026-06-20,V00000560,3,1,45,0,0.3333,0.9375
CM00005465,2026-02-28,V00001444,14,3,121,0,0.2143,0.545
CM00005466,2026-04-25,V00002761,13,4,97,1,0.3077,0.4755
CM00005467,2026-01-03,V00007601,13,5,484,0,0.3846,0.6865
CM00005468,2026-04-14,V00012346,8,4,114,0,0.5,0.7308
CM00005469,2026-02-22,V00009486,7,2,189,0,0.2857,0.6473
CM00005470,2026-01-11,V00008835,14,5,106,1,0.3571,0.424
CM00005471,2026-02-07,V00010183,11,2,47,0,0.1818,0.3615
CM00005472,2026-08-28,V00007260,6,1,16,0,0.1667,0.8421
CM00005473,2026-06-24,V00006012,8,2,75,0,0.25,0.3074
CM00005474,2026-08-16,V00008907,12,4,310,0,0.3333,0.4905
CM00005475,2026-01-29,V00007103,9,4,222,0,0.4444,0.6307
CM00005476,2026-04-07,V00010949,10,5,481,1,0.5,0.7885
CM00005477,2026-08-01,V00013215,9,6,428,0,0.6667,0.6544
CM00005478,2026-04-19,V00009619,12,5,75,1,0.4167,0.4545
CM00005479,2026-07-18,V00009056,6,2,18,0,0.3333,0.5
CM00005480,2026-08-27,V00010356,4,1,96,0,0.25,0.5749
CM00005481,2026-08-10,V00006842,12,7,876,0,0.5833,0.7361
CM00005482,2026-04-25,V00007763,13,5,711,0,0.3846,0.8126
CM00005483,2026-03-31,V00011529,8,3,114,0,0.375,0.3304
CM00005484,2026-04-28,V00010211,8,2,177,1,0.25,0.7314
CM00005485,2026-05-12,V00000555,4,2,137,0,0.5,0.5269
CM00005486,2026-08-26,V00006469,11,5,587,0,0.4545,0.7338
CM00005487,2026-03-10,V00005870,17,4,365,0,0.2353,0.7019
CM00005488,2026-01-13,V00003309,5,1,51,0,0.2,0.7969
CM00005489,2026-01-29,V00011050,11,5,85,1,0.4545,0.4474
CM00005490,2026-08-28,V00013246,8,4,76,0,0.5,0.7037
CM00005491,2026-04-25,V00007741,13,3,103,0,0.2308,0.6478
CM00005492,2026-01-01,V00010936,10,0,0,0,0.0,0.0
CM00005493,2026-07-09,V00009327,9,4,375,0,0.4444,0.6649
CM00005494,2026-03-11,V00012185,5,2,160,0,0.4,0.7619
CM00005495,2026-07-04,V00005716,9,3,87,0,0.3333,0.3919
CM00005496,2026-04-16,V00000496,11,7,373,2,0.6364,0.5609
