content_tag_relation_id,content_id,content_tag_id,confidence_score,source
CTR000017169,V00006831,CTAG014,0.8619,model
CTR000017170,V00006832,CTAG006,0.7469,model
CTR000017171,V00006832,CTAG003,0.6267,model
CTR000017172,V00006833,CTAG007,0.7511,model
CTR000017173,V00006833,CTAG012,0.7736,model
CTR000017174,V00006834,CTAG016,0.7232,model
CTR000017175,V00006835,CTAG009,0.7272,model
CTR000017176,V00006835,CTAG003,0.7893,model
CTR000017177,V00006836,CTAG009,0.7173,model
CTR000017178,V00006836,CTAG013,0.9057,model
CTR000017179,V00006836,CTAG003,0.7197,model
CTR000017180,V00006836,CTAG015,0.9378,model
CTR000017181,V00006837,CTAG003,0.8847,model
CTR000017182,V00006837,CTAG015,0.8426,model
CTR000017183,V00006837,CTAG012,0.8813,model
CTR000017184,V00006838,CTAG001,0.805,model
CTR000017185,V00006838,CTAG011,0.8802,model
CTR000017186,V00006839,CTAG002,0.9997,model
CTR000017187,V00006839,CTAG001,0.6687,model
CTR000017188,V00006839,CTAG003,0.8882,model
CTR000017189,V00006840,CTAG006,0.872,model
CTR000017190,V00006840,CTAG001,0.8079,model
CTR000017191,V00006840,CTAG018,0.7012,model
CTR000017192,V00006841,CTAG018,0.7978,model
CTR000017193,V00006841,CTAG001,0.8698,model
CTR000017194,V00006841,CTAG009,0.8874,model
CTR000017195,V00006842,CTAG003,0.9839,model
CTR000017196,V00006842,CTAG015,0.8988,model
CTR000017197,V00006842,CTAG005,0.8688,model
CTR000017198,V00006843,CTAG008,0.625,model
CTR000017199,V00006843,CTAG004,0.822,model
CTR000017200,V00006844,CTAG009,0.657,model
CTR000017201,V00006845,CTAG012,0.8083,model
CTR000017202,V00006845,CTAG016,0.642,model
CTR000017203,V00006846,CTAG018,0.8421,model
CTR000017204,V00006847,CTAG016,0.7205,model
CTR000017205,V00006847,CTAG009,0.6803,model
CTR000017206,V00006848,CTAG002,0.6631,model
CTR000017207,V00006848,CTAG018,0.8366,model
CTR000017208,V00006848,CTAG015,0.8709,model
CTR000017209,V00006849,CTAG002,0.9488,model
CTR000017210,V00006850,CTAG017,0.9674,model
CTR000017211,V00006851,CTAG014,0.9253,model
CTR000017212,V00006851,CTAG018,0.7653,model
CTR000017213,V00006851,CTAG009,0.9959,model
CTR000017214,V00006851,CTAG007,0.8545,model
CTR000017215,V00006852,CTAG015,0.653,model
CTR000017216,V00006853,CTAG014,0.6948,model
CTR000017217,V00006854,CTAG010,0.9456,model
CTR000017218,V00006855,CTAG008,0.9842,model
CTR000017219,V00006855,CTAG002,0.6253,model
CTR000017220,V00006855,CTAG007,0.7638,model
CTR000017221,V00006855,CTAG005,0.7794,model
CTR000017222,V00006856,CTAG002,0.7916,model
CTR000017223,V00006857,CTAG009,0.8318,model
CTR000017224,V00006857,CTAG004,0.6145,model
CTR000017225,V00006858,CTAG016,0.876,model
CTR000017226,V00006858,CTAG012,0.7137,model
CTR000017227,V00006859,CTAG013,0.7115,model
CTR000017228,V00006859,CTAG008,0.8694,model
CTR000017229,V00006859,CTAG003,0.6188,model
CTR000017230,V00006860,CTAG007,0.7153,model
CTR000017231,V00006860,CTAG003,0.755,model
CTR000017232,V00006860,CTAG006,0.9725,model
CTR000017233,V00006861,CTAG009,0.7637,model
CTR000017234,V00006861,CTAG010,0.6323,model
CTR000017235,V00006862,CTAG007,0.6148,model
CTR000017236,V00006862,CTAG011,0.6719,model
CTR000017237,V00006862,CTAG002,0.8369,model
CTR000017238,V00006862,CTAG010,0.9734,model
CTR000017239,V00006863,CTAG002,0.9267,model
CTR000017240,V00006863,CTAG016,0.8194,model
CTR000017241,V00006864,CTAG010,0.801,model
CTR000017242,V00006865,CTAG015,0.711,model
CTR000017243,V00006865,CTAG017,0.7368,model
CTR000017244,V00006865,CTAG012,0.7593,model
CTR000017245,V00006865,CTAG011,0.9224,model
CTR000017246,V00006866,CTAG004,0.8703,model
CTR000017247,V00006867,CTAG008,0.9795,model
CTR000017248,V00006868,CTAG011,0.9923,model
CTR000017249,V00006869,CTAG006,0.927,model
CTR000017250,V00006869,CTAG002,0.9124,model
CTR000017251,V00006870,CTAG013,0.6971,model
CTR000017252,V00006870,CTAG003,0.6708,model
CTR000017253,V00006870,CTAG017,0.6903,model
CTR000017254,V00006871,CTAG015,0.7863,model
CTR000017255,V00006871,CTAG013,0.6402,model
CTR000017256,V00006872,CTAG011,0.9463,model
CTR000017257,V00006873,CTAG001,0.7439,model
CTR000017258,V00006873,CTAG017,0.8548,model
CTR000017259,V00006873,CTAG002,0.6198,model
CTR000017260,V00006874,CTAG004,0.7384,model
CTR000017261,V00006874,CTAG007,0.779,model
CTR000017262,V00006874,CTAG018,0.9536,model
CTR000017263,V00006874,CTAG016,0.6106,model
CTR000017264,V00006875,CTAG004,0.9271,model
CTR000017265,V00006875,CTAG003,0.7031,model
CTR000017266,V00006876,CTAG006,0.7863,model
CTR000017267,V00006876,CTAG003,0.7642,model
CTR000017268,V00006877,CTAG011,0.9314,model
CTR000017269,V00006877,CTAG002,0.6954,model
CTR000017270,V00006877,CTAG006,0.8093,model
CTR000017271,V00006877,CTAG007,0.9479,model
CTR000017272,V00006878,CTAG018,0.8977,model
CTR000017273,V00006879,CTAG001,0.778,model
CTR000017274,V00006879,CTAG018,0.9398,model
CTR000017275,V00006879,CTAG015,0.941,model
CTR000017276,V00006880,CTAG018,0.7266,model
CTR000017277,V00006880,CTAG011,0.9993,model
CTR000017278,V00006880,CTAG005,0.8432,model
CTR000017279,V00006880,CTAG004,0.6312,model
CTR000017280,V00006881,CTAG013,0.8555,model
CTR000017281,V00006881,CTAG009,0.6297,model
CTR000017282,V00006881,CTAG008,0.7571,model
CTR000017283,V00006881,CTAG001,0.7987,model
CTR000017284,V00006882,CTAG004,0.9917,model
CTR000017285,V00006882,CTAG007,0.7888,model
CTR000017286,V00006882,CTAG010,0.6486,model
CTR000017287,V00006882,CTAG015,0.9851,model
CTR000017288,V00006883,CTAG018,0.7583,model
CTR000017289,V00006884,CTAG003,0.6985,model
CTR000017290,V00006885,CTAG015,0.6596,model
CTR000017291,V00006885,CTAG017,0.6035,model
CTR000017292,V00006885,CTAG003,0.6866,model
CTR000017293,V00006886,CTAG002,0.7711,model
CTR000017294,V00006886,CTAG015,0.9865,model
CTR000017295,V00006886,CTAG003,0.921,model
CTR000017296,V00006887,CTAG012,0.6753,model
CTR000017297,V00006888,CTAG014,0.8543,model
CTR000017298,V00006888,CTAG015,0.8469,model
CTR000017299,V00006889,CTAG018,0.9127,model
CTR000017300,V00006890,CTAG018,0.6033,model
CTR000017301,V00006891,CTAG005,0.764,model
CTR000017302,V00006891,CTAG017,0.9067,model
CTR000017303,V00006892,CTAG006,0.8293,model
CTR000017304,V00006892,CTAG003,0.9507,model
CTR000017305,V00006892,CTAG017,0.6111,model
CTR000017306,V00006892,CTAG018,0.6585,model
CTR000017307,V00006893,CTAG003,0.8114,model
CTR000017308,V00006894,CTAG004,0.604,model
CTR000017309,V00006894,CTAG008,0.7058,model
CTR000017310,V00006895,CTAG007,0.8821,model
CTR000017311,V00006896,CTAG014,0.8267,model
CTR000017312,V00006897,CTAG014,0.9969,model
CTR000017313,V00006897,CTAG011,0.8213,model
CTR000017314,V00006898,CTAG016,0.9701,model
CTR000017315,V00006898,CTAG009,0.8994,model
CTR000017316,V00006898,CTAG014,0.9927,model
CTR000017317,V00006899,CTAG004,0.7078,model
CTR000017318,V00006899,CTAG006,0.6204,model
CTR000017319,V00006899,CTAG015,0.896,model
CTR000017320,V00006900,CTAG006,0.9842,model
CTR000017321,V00006900,CTAG002,0.9464,model
CTR000017322,V00006901,CTAG017,0.6957,model
CTR000017323,V00006902,CTAG018,0.8726,model
CTR000017324,V00006902,CTAG003,0.9413,model
CTR000017325,V00006903,CTAG002,0.6599,model
CTR000017326,V00006904,CTAG017,0.7624,model
CTR000017327,V00006904,CTAG010,0.6582,model
CTR000017328,V00006904,CTAG001,0.9301,model
CTR000017329,V00006905,CTAG017,0.6837,model
CTR000017330,V00006905,CTAG002,0.8829,model
CTR000017331,V00006905,CTAG006,0.9535,model
CTR000017332,V00006905,CTAG010,0.6561,model
CTR000017333,V00006906,CTAG018,0.6644,model
CTR000017334,V00006906,CTAG013,0.6282,model
CTR000017335,V00006906,CTAG008,0.9133,model
CTR000017336,V00006907,CTAG017,0.8673,model
CTR000017337,V00006907,CTAG006,0.9711,model
CTR000017338,V00006907,CTAG014,0.9785,model
CTR000017339,V00006907,CTAG001,0.6243,model
CTR000017340,V00006908,CTAG014,0.7565,model
CTR000017341,V00006908,CTAG010,0.7077,model
CTR000017342,V00006908,CTAG009,0.9702,model
CTR000017343,V00006908,CTAG006,0.6294,model
CTR000017344,V00006909,CTAG014,0.7956,model
CTR000017345,V00006910,CTAG015,0.9091,model
CTR000017346,V00006910,CTAG001,0.9484,model
CTR000017347,V00006910,CTAG005,0.7104,model
CTR000017348,V00006911,CTAG001,0.8725,model
CTR000017349,V00006912,CTAG018,0.8348,model
CTR000017350,V00006912,CTAG008,0.6226,model
CTR000017351,V00006912,CTAG004,0.7105,model
CTR000017352,V00006912,CTAG005,0.6763,model
CTR000017353,V00006913,CTAG004,0.6988,model
CTR000017354,V00006914,CTAG008,0.7561,model
CTR000017355,V00006914,CTAG018,0.8225,model
CTR000017356,V00006914,CTAG012,0.6879,model
CTR000017357,V00006915,CTAG013,0.713,model
CTR000017358,V00006916,CTAG005,0.725,model
CTR000017359,V00006917,CTAG014,0.6991,model
CTR000017360,V00006917,CTAG003,0.8884,model
CTR000017361,V00006917,CTAG007,0.7251,model
CTR000017362,V00006918,CTAG001,0.6572,model
CTR000017363,V00006918,CTAG011,0.949,model
CTR000017364,V00006919,CTAG011,0.9465,model
CTR000017365,V00006919,CTAG010,0.7934,model
CTR000017366,V00006920,CTAG008,0.9819,model
CTR000017367,V00006920,CTAG003,0.7644,model
CTR000017368,V00006920,CTAG011,0.6977,model
CTR000017369,V00006920,CTAG013,0.7666,model
CTR000017370,V00006921,CTAG015,0.6368,model
CTR000017371,V00006921,CTAG004,0.9675,model
CTR000017372,V00006921,CTAG001,0.689,model
CTR000017373,V00006921,CTAG012,0.7435,model
CTR000017374,V00006922,CTAG008,0.8022,model
CTR000017375,V00006922,CTAG004,0.802,model
CTR000017376,V00006923,CTAG007,0.8573,model
CTR000017377,V00006924,CTAG002,0.6177,model
CTR000017378,V00006924,CTAG007,0.6524,model
CTR000017379,V00006924,CTAG004,0.9072,model
CTR000017380,V00006925,CTAG010,0.7377,model
CTR000017381,V00006925,CTAG007,0.7652,model
CTR000017382,V00006926,CTAG013,0.8012,model
CTR000017383,V00006926,CTAG001,0.9041,model
CTR000017384,V00006926,CTAG002,0.6774,model
CTR000017385,V00006927,CTAG005,0.6391,model
CTR000017386,V00006927,CTAG007,0.7891,model
CTR000017387,V00006927,CTAG002,0.6782,model
CTR000017388,V00006928,CTAG014,0.9997,model
CTR000017389,V00006929,CTAG009,0.7275,model
CTR000017390,V00006930,CTAG007,0.6504,model
CTR000017391,V00006930,CTAG006,0.6312,model
CTR000017392,V00006930,CTAG014,0.974,model
CTR000017393,V00006930,CTAG016,0.7886,model
CTR000017394,V00006931,CTAG013,0.8244,model
CTR000017395,V00006931,CTAG009,0.6796,model
CTR000017396,V00006931,CTAG017,0.6207,model
CTR000017397,V00006931,CTAG007,0.9798,model
CTR000017398,V00006932,CTAG016,0.7393,model
CTR000017399,V00006932,CTAG003,0.748,model
CTR000017400,V00006932,CTAG011,0.8756,model
CTR000017401,V00006932,CTAG001,0.6367,model
CTR000017402,V00006933,CTAG012,0.9671,model
CTR000017403,V00006933,CTAG002,0.7953,model
CTR000017404,V00006934,CTAG013,0.7729,model
CTR000017405,V00006934,CTAG007,0.9147,model
CTR000017406,V00006934,CTAG008,0.7666,model
CTR000017407,V00006935,CTAG002,0.6295,model
CTR000017408,V00006935,CTAG010,0.7114,model
CTR000017409,V00006936,CTAG011,0.6651,model
CTR000017410,V00006936,CTAG007,0.8972,model
CTR000017411,V00006937,CTAG012,0.9389,model
CTR000017412,V00006937,CTAG008,0.7994,model
CTR000017413,V00006938,CTAG007,0.92,model
CTR000017414,V00006938,CTAG009,0.8809,model
CTR000017415,V00006938,CTAG005,0.9113,model
CTR000017416,V00006938,CTAG012,0.9756,model
CTR000017417,V00006939,CTAG015,0.7058,model
CTR000017418,V00006939,CTAG004,0.6257,model
CTR000017419,V00006940,CTAG013,0.8215,model
CTR000017420,V00006940,CTAG016,0.8458,model
CTR000017421,V00006940,CTAG006,0.9306,model
CTR000017422,V00006941,CTAG004,0.9757,model
CTR000017423,V00006941,CTAG006,0.8387,model
CTR000017424,V00006941,CTAG005,0.6306,model
CTR000017425,V00006941,CTAG008,0.8447,model
CTR000017426,V00006942,CTAG005,0.8514,model
CTR000017427,V00006942,CTAG010,0.7843,model
CTR000017428,V00006943,CTAG015,0.7817,model
CTR000017429,V00006943,CTAG018,0.8141,model
CTR000017430,V00006943,CTAG008,0.7562,model
CTR000017431,V00006943,CTAG014,0.7592,model
CTR000017432,V00006944,CTAG013,0.7165,model
CTR000017433,V00006944,CTAG011,0.9517,model
CTR000017434,V00006945,CTAG007,0.8149,model
CTR000017435,V00006945,CTAG011,0.8715,model
CTR000017436,V00006946,CTAG015,0.9449,model
CTR000017437,V00006946,CTAG014,0.8144,model
CTR000017438,V00006946,CTAG010,0.9508,model
CTR000017439,V00006946,CTAG013,0.8716,model
CTR000017440,V00006947,CTAG008,0.6322,model
CTR000017441,V00006948,CTAG010,0.6399,model
CTR000017442,V00006948,CTAG018,0.8638,model
CTR000017443,V00006948,CTAG003,0.7412,model
CTR000017444,V00006948,CTAG014,0.8534,model
CTR000017445,V00006949,CTAG007,0.9796,model
CTR000017446,V00006949,CTAG004,0.7366,model
CTR000017447,V00006949,CTAG015,0.8855,model
CTR000017448,V00006950,CTAG002,0.8678,model
CTR000017449,V00006950,CTAG004,0.9359,model
CTR000017450,V00006950,CTAG001,0.7028,model
CTR000017451,V00006951,CTAG007,0.7902,model
CTR000017452,V00006951,CTAG008,0.9494,model
CTR000017453,V00006952,CTAG008,0.6635,model
CTR000017454,V00006952,CTAG015,0.8465,model
CTR000017455,V00006952,CTAG005,0.835,model
CTR000017456,V00006953,CTAG014,0.6287,model
CTR000017457,V00006953,CTAG010,0.7561,model
CTR000017458,V00006954,CTAG012,0.8213,model
CTR000017459,V00006954,CTAG015,0.785,model
CTR000017460,V00006954,CTAG007,0.8639,model
CTR000017461,V00006954,CTAG006,0.788,model
CTR000017462,V00006955,CTAG013,0.7817,model
CTR000017463,V00006956,CTAG003,0.6054,model
CTR000017464,V00006956,CTAG001,0.6987,model
CTR000017465,V00006956,CTAG004,0.799,model
CTR000017466,V00006957,CTAG018,0.918,model
CTR000017467,V00006957,CTAG004,0.9833,model
CTR000017468,V00006957,CTAG008,0.7503,model
CTR000017469,V00006957,CTAG017,0.9699,model
CTR000017470,V00006958,CTAG002,0.6326,model
CTR000017471,V00006958,CTAG014,0.8486,model
CTR000017472,V00006959,CTAG012,0.905,model
CTR000017473,V00006959,CTAG016,0.9193,model
CTR000017474,V00006960,CTAG002,0.7121,model
CTR000017475,V00006960,CTAG007,0.763,model
CTR000017476,V00006961,CTAG017,0.8007,model
CTR000017477,V00006962,CTAG006,0.8213,model
CTR000017478,V00006962,CTAG004,0.7529,model
CTR000017479,V00006962,CTAG016,0.8898,model
CTR000017480,V00006963,CTAG007,0.7313,model
CTR000017481,V00006963,CTAG018,0.6459,model
CTR000017482,V00006963,CTAG014,0.9127,model
CTR000017483,V00006964,CTAG007,0.9585,model
CTR000017484,V00006964,CTAG017,0.7281,model
CTR000017485,V00006965,CTAG010,0.8772,model
CTR000017486,V00006966,CTAG001,0.8061,model
CTR000017487,V00006966,CTAG008,0.8714,model
CTR000017488,V00006966,CTAG015,0.7977,model
CTR000017489,V00006967,CTAG007,0.9586,model
CTR000017490,V00006967,CTAG011,0.9497,model
CTR000017491,V00006967,CTAG010,0.6065,model
CTR000017492,V00006968,CTAG008,0.7407,model
CTR000017493,V00006968,CTAG005,0.6983,model
CTR000017494,V00006968,CTAG002,0.8367,model
CTR000017495,V00006969,CTAG014,0.8522,model
CTR000017496,V00006970,CTAG007,0.8851,model
CTR000017497,V00006971,CTAG003,0.8725,model
CTR000017498,V00006971,CTAG009,0.8094,model
CTR000017499,V00006971,CTAG005,0.7202,model
CTR000017500,V00006971,CTAG006,0.9505,model
CTR000017501,V00006972,CTAG007,0.9185,model
CTR000017502,V00006972,CTAG018,0.8925,model
CTR000017503,V00006973,CTAG012,0.7277,model
CTR000017504,V00006973,CTAG003,0.8357,model
CTR000017505,V00006973,CTAG006,0.7993,model
CTR000017506,V00006974,CTAG017,0.956,model
CTR000017507,V00006974,CTAG004,0.7635,model
CTR000017508,V00006974,CTAG009,0.7328,model
CTR000017509,V00006975,CTAG008,0.9411,model
CTR000017510,V00006976,CTAG006,0.8396,model
CTR000017511,V00006976,CTAG012,0.7373,model
CTR000017512,V00006977,CTAG013,0.982,model
CTR000017513,V00006977,CTAG002,0.8044,model
CTR000017514,V00006978,CTAG012,0.9588,model
CTR000017515,V00006979,CTAG015,0.8033,model
CTR000017516,V00006979,CTAG003,0.8893,model
CTR000017517,V00006980,CTAG014,0.625,model
CTR000017518,V00006980,CTAG015,0.8983,model
CTR000017519,V00006980,CTAG002,0.857,model
CTR000017520,V00006981,CTAG016,0.6169,model
CTR000017521,V00006981,CTAG002,0.6613,model
CTR000017522,V00006981,CTAG004,0.6186,model
CTR000017523,V00006981,CTAG012,0.7464,model
CTR000017524,V00006982,CTAG017,0.7681,model
CTR000017525,V00006982,CTAG006,0.895,model
CTR000017526,V00006982,CTAG009,0.7665,model
CTR000017527,V00006982,CTAG011,0.9603,model
CTR000017528,V00006983,CTAG011,0.8739,model
CTR000017529,V00006983,CTAG012,0.6938,model
CTR000017530,V00006984,CTAG004,0.7624,model
CTR000017531,V00006984,CTAG013,0.65,model
CTR000017532,V00006985,CTAG007,0.8563,model
CTR000017533,V00006985,CTAG006,0.6634,model
CTR000017534,V00006985,CTAG009,0.7108,model
CTR000017535,V00006985,CTAG003,0.7605,model
CTR000017536,V00006986,CTAG006,0.7944,model
CTR000017537,V00006986,CTAG007,0.7056,model
CTR000017538,V00006986,CTAG013,0.7323,model
CTR000017539,V00006986,CTAG016,0.7911,model
CTR000017540,V00006987,CTAG014,0.913,model
CTR000017541,V00006987,CTAG004,0.8671,model
CTR000017542,V00006987,CTAG010,0.6086,model
CTR000017543,V00006987,CTAG002,0.8308,model
CTR000017544,V00006988,CTAG003,0.911,model
CTR000017545,V00006988,CTAG015,0.8528,model
CTR000017546,V00006988,CTAG004,0.8687,model
CTR000017547,V00006988,CTAG007,0.7958,model
CTR000017548,V00006989,CTAG001,0.9209,model
CTR000017549,V00006989,CTAG008,0.6582,model
CTR000017550,V00006989,CTAG004,0.998,model
CTR000017551,V00006990,CTAG018,0.9029,model
CTR000017552,V00006990,CTAG009,0.9177,model
CTR000017553,V00006990,CTAG014,0.7276,model
CTR000017554,V00006991,CTAG011,0.9293,model
CTR000017555,V00006991,CTAG016,0.8917,model
CTR000017556,V00006992,CTAG015,0.8402,model
CTR000017557,V00006993,CTAG008,0.7999,model
CTR000017558,V00006993,CTAG009,0.9131,model
CTR000017559,V00006993,CTAG016,0.8983,model
CTR000017560,V00006994,CTAG009,0.6168,model
CTR000017561,V00006994,CTAG004,0.7653,model
CTR000017562,V00006995,CTAG010,0.7505,model
CTR000017563,V00006995,CTAG017,0.9466,model
CTR000017564,V00006995,CTAG009,0.8316,model
CTR000017565,V00006996,CTAG011,0.8159,model
CTR000017566,V00006996,CTAG008,0.7691,model
CTR000017567,V00006996,CTAG004,0.9987,model
CTR000017568,V00006996,CTAG002,0.7779,model
CTR000017569,V00006997,CTAG006,0.7919,model
CTR000017570,V00006997,CTAG007,0.9966,model
CTR000017571,V00006997,CTAG005,0.9513,model
CTR000017572,V00006998,CTAG012,0.6214,model
CTR000017573,V00006998,CTAG016,0.8359,model
CTR000017574,V00006998,CTAG018,0.9853,model
CTR000017575,V00006999,CTAG017,0.7192,model
CTR000017576,V00007000,CTAG002,0.98,model
CTR000017577,V00007000,CTAG018,0.9699,model
CTR000017578,V00007000,CTAG015,0.7636,model
CTR000017579,V00007000,CTAG016,0.8799,model
CTR000017580,V00007001,CTAG013,0.967,model
CTR000017581,V00007001,CTAG007,0.8639,model
CTR000017582,V00007001,CTAG011,0.6438,model
CTR000017583,V00007002,CTAG016,0.7292,model
CTR000017584,V00007003,CTAG017,0.9552,model
CTR000017585,V00007004,CTAG009,0.7611,model
CTR000017586,V00007004,CTAG016,0.6287,model
CTR000017587,V00007005,CTAG017,0.955,model
CTR000017588,V00007005,CTAG014,0.7945,model
CTR000017589,V00007005,CTAG004,0.9677,model
CTR000017590,V00007005,CTAG001,0.8282,model
CTR000017591,V00007006,CTAG004,0.9219,model
CTR000017592,V00007007,CTAG003,0.9868,model
CTR000017593,V00007008,CTAG004,0.6507,model
CTR000017594,V00007008,CTAG001,0.9171,model
CTR000017595,V00007008,CTAG008,0.8835,model
CTR000017596,V00007008,CTAG006,0.7917,model
CTR000017597,V00007009,CTAG009,0.7661,model
CTR000017598,V00007009,CTAG010,0.9709,model
CTR000017599,V00007009,CTAG002,0.8128,model
CTR000017600,V00007010,CTAG003,0.9213,model
CTR000017601,V00007011,CTAG002,0.7939,model
CTR000017602,V00007012,CTAG007,0.8859,model
CTR000017603,V00007012,CTAG008,0.8548,model
CTR000017604,V00007012,CTAG017,0.9821,model
CTR000017605,V00007013,CTAG010,0.9426,model
CTR000017606,V00007013,CTAG014,0.7332,model
CTR000017607,V00007013,CTAG008,0.8523,model
CTR000017608,V00007013,CTAG007,0.8995,model
CTR000017609,V00007014,CTAG002,0.7223,model
CTR000017610,V00007015,CTAG011,0.9154,model
CTR000017611,V00007015,CTAG009,0.6288,model
CTR000017612,V00007016,CTAG016,0.8127,model
CTR000017613,V00007016,CTAG013,0.702,model
CTR000017614,V00007016,CTAG011,0.9044,model
CTR000017615,V00007017,CTAG013,0.9553,model
CTR000017616,V00007017,CTAG018,0.9267,model
CTR000017617,V00007018,CTAG003,0.6481,model
CTR000017618,V00007019,CTAG006,0.7354,model
CTR000017619,V00007019,CTAG018,0.6098,model
CTR000017620,V00007020,CTAG014,0.971,model
CTR000017621,V00007020,CTAG009,0.8528,model
CTR000017622,V00007021,CTAG013,0.7222,model
CTR000017623,V00007022,CTAG008,0.8107,model
CTR000017624,V00007022,CTAG010,0.9496,model
CTR000017625,V00007023,CTAG016,0.9916,model
CTR000017626,V00007023,CTAG015,0.7542,model
CTR000017627,V00007023,CTAG004,0.7708,model
CTR000017628,V00007024,CTAG001,0.9308,model
CTR000017629,V00007024,CTAG018,0.753,model
CTR000017630,V00007025,CTAG004,0.6148,model
CTR000017631,V00007025,CTAG014,0.7471,model
CTR000017632,V00007026,CTAG016,0.7395,model
CTR000017633,V00007027,CTAG001,0.7395,model
CTR000017634,V00007027,CTAG002,0.7153,model
CTR000017635,V00007028,CTAG011,0.786,model
CTR000017636,V00007028,CTAG002,0.6234,model
CTR000017637,V00007029,CTAG005,0.8203,model
CTR000017638,V00007030,CTAG013,0.7939,model
CTR000017639,V00007030,CTAG008,0.7912,model
CTR000017640,V00007030,CTAG010,0.7864,model
CTR000017641,V00007031,CTAG009,0.7659,model
CTR000017642,V00007031,CTAG014,0.8032,model
CTR000017643,V00007032,CTAG010,0.7843,model
CTR000017644,V00007032,CTAG013,0.6947,model
CTR000017645,V00007032,CTAG015,0.6119,model
CTR000017646,V00007032,CTAG014,0.8626,model
CTR000017647,V00007033,CTAG007,0.7946,model
CTR000017648,V00007033,CTAG005,0.8446,model
CTR000017649,V00007033,CTAG018,0.6918,model
CTR000017650,V00007033,CTAG002,0.6794,model
CTR000017651,V00007034,CTAG010,0.9454,model
CTR000017652,V00007034,CTAG017,0.9669,model
CTR000017653,V00007035,CTAG016,0.6872,model
CTR000017654,V00007035,CTAG002,0.7764,model
CTR000017655,V00007036,CTAG008,0.9408,model
CTR000017656,V00007036,CTAG015,0.9781,model
CTR000017657,V00007036,CTAG017,0.691,model
CTR000017658,V00007036,CTAG011,0.657,model
CTR000017659,V00007037,CTAG015,0.8123,model
CTR000017660,V00007037,CTAG008,0.7199,model
CTR000017661,V00007037,CTAG011,0.7427,model
CTR000017662,V00007038,CTAG017,0.6766,model
CTR000017663,V00007039,CTAG011,0.9403,model
CTR000017664,V00007039,CTAG017,0.6161,model
CTR000017665,V00007039,CTAG003,0.8247,model
CTR000017666,V00007040,CTAG008,0.6812,model
CTR000017667,V00007041,CTAG013,0.6271,model
CTR000017668,V00007042,CTAG009,0.6485,model
CTR000017669,V00007042,CTAG005,0.7742,model
CTR000017670,V00007042,CTAG018,0.6952,model
CTR000017671,V00007042,CTAG001,0.6758,model
CTR000017672,V00007043,CTAG014,0.7211,model
CTR000017673,V00007043,CTAG018,0.9323,model
CTR000017674,V00007043,CTAG003,0.9887,model
CTR000017675,V00007044,CTAG018,0.7819,model
CTR000017676,V00007044,CTAG006,0.7936,model
CTR000017677,V00007045,CTAG013,0.7434,model
CTR000017678,V00007045,CTAG008,0.805,model
CTR000017679,V00007045,CTAG006,0.7497,model
CTR000017680,V00007046,CTAG010,0.6955,model
CTR000017681,V00007046,CTAG006,0.6073,model
CTR000017682,V00007046,CTAG001,0.9852,model
CTR000017683,V00007046,CTAG012,0.6707,model
CTR000017684,V00007047,CTAG013,0.7128,model
CTR000017685,V00007048,CTAG014,0.7754,model
CTR000017686,V00007049,CTAG011,0.8091,model
CTR000017687,V00007050,CTAG012,0.9804,model
CTR000017688,V00007051,CTAG009,0.8419,model
CTR000017689,V00007051,CTAG004,0.9991,model
CTR000017690,V00007052,CTAG011,0.9217,model
CTR000017691,V00007053,CTAG006,0.6318,model
CTR000017692,V00007054,CTAG010,0.6827,model
CTR000017693,V00007054,CTAG012,0.9068,model
CTR000017694,V00007055,CTAG004,0.8663,model
CTR000017695,V00007055,CTAG017,0.9216,model
CTR000017696,V00007055,CTAG013,0.7065,model
CTR000017697,V00007056,CTAG003,0.9209,model
CTR000017698,V00007056,CTAG008,0.7768,model
CTR000017699,V00007056,CTAG009,0.736,model
CTR000017700,V00007057,CTAG012,0.7031,model
CTR000017701,V00007057,CTAG007,0.9023,model
CTR000017702,V00007057,CTAG006,0.925,model
CTR000017703,V00007057,CTAG016,0.9597,model
CTR000017704,V00007058,CTAG016,0.7952,model
CTR000017705,V00007058,CTAG002,0.8627,model
CTR000017706,V00007058,CTAG004,0.6694,model
CTR000017707,V00007058,CTAG009,0.6647,model
CTR000017708,V00007059,CTAG014,0.6855,model
CTR000017709,V00007059,CTAG017,0.7394,model
CTR000017710,V00007059,CTAG005,0.9971,model
CTR000017711,V00007060,CTAG011,0.8368,model
CTR000017712,V00007060,CTAG015,0.9519,model
CTR000017713,V00007060,CTAG017,0.8008,model
CTR000017714,V00007061,CTAG016,0.7236,model
CTR000017715,V00007061,CTAG014,0.6475,model
CTR000017716,V00007061,CTAG003,0.7505,model
CTR000017717,V00007062,CTAG013,0.705,model
CTR000017718,V00007062,CTAG017,0.8117,model
CTR000017719,V00007062,CTAG007,0.7169,model
CTR000017720,V00007062,CTAG008,0.9912,model
CTR000017721,V00007063,CTAG007,0.8206,model
CTR000017722,V00007063,CTAG005,0.6057,model
CTR000017723,V00007064,CTAG015,0.6832,model
CTR000017724,V00007064,CTAG018,0.8234,model
CTR000017725,V00007065,CTAG012,0.6487,model
CTR000017726,V00007065,CTAG004,0.7442,model
CTR000017727,V00007065,CTAG014,0.9402,model
CTR000017728,V00007065,CTAG013,0.7226,model
CTR000017729,V00007066,CTAG002,0.7075,model
