churn_event_id,user_id,identified_date,churn_level,inactive_days,churn_reason
CHURN00003032,U0005137,2026-08-28,high,149,活跃频次下降
CHURN00003033,U0005138,2026-08-28,high,84,连续未登录
CHURN00003034,U0005139,2026-08-28,high,63,连续未登录
CHURN00003035,U0005140,2026-08-28,high,62,活跃频次下降
CHURN00003036,U0005141,2026-08-28,medium,16,观看时长下降
CHURN00003037,U0005145,2026-08-28,high,67,活跃频次下降
CHURN00003038,U0005147,2026-08-28,medium,29,连续未登录
CHURN00003039,U0005148,2026-08-28,medium,14,连续未登录
CHURN00003040,U0005149,2026-08-28,medium,11,连续未登录
CHURN00003041,U0005151,2026-08-28,high,49,活跃频次下降
CHURN00003042,U0005152,2026-08-28,medium,24,活跃频次下降
CHURN00003043,U0005153,2026-08-28,high,41,连续未登录
CHURN00003044,U0005154,2026-08-28,high,34,活跃频次下降
CHURN00003045,U0005155,2026-08-28,medium,15,活跃频次下降
CHURN00003046,U0005156,2026-08-28,high,50,连续未登录
CHURN00003047,U0005157,2026-08-28,high,35,连续未登录
CHURN00003048,U0005158,2026-08-28,medium,8,连续未登录
CHURN00003049,U0005161,2026-08-28,high,162,连续未登录
CHURN00003050,U0005162,2026-08-28,high,72,活跃频次下降
CHURN00003051,U0005164,2026-08-28,high,41,活跃频次下降
CHURN00003052,U0005165,2026-08-28,high,44,活跃频次下降
CHURN00003053,U0005167,2026-08-28,medium,17,连续未登录
CHURN00003054,U0005168,2026-08-28,high,206,连续未登录
CHURN00003055,U0005169,2026-08-28,high,99,连续未登录
CHURN00003056,U0005170,2026-08-28,high,41,观看时长下降
CHURN00003057,U0005171,2026-08-28,medium,11,连续未登录
CHURN00003058,U0005173,2026-08-28,medium,9,连续未登录
CHURN00003059,U0005176,2026-08-28,medium,25,连续未登录
CHURN00003060,U0005177,2026-08-28,medium,10,连续未登录
CHURN00003061,U0005180,2026-08-28,high,112,观看时长下降
CHURN00003062,U0005181,2026-08-28,medium,21,连续未登录
CHURN00003063,U0005183,2026-08-28,medium,27,观看时长下降
CHURN00003064,U0005184,2026-08-28,medium,16,活跃频次下降
CHURN00003065,U0005185,2026-08-28,medium,25,活跃频次下降
CHURN00003066,U0005186,2026-08-28,high,39,活跃频次下降
CHURN00003067,U0005187,2026-08-28,medium,8,观看时长下降
CHURN00003068,U0005191,2026-08-28,medium,13,观看时长下降
CHURN00003069,U0005193,2026-08-28,high,32,连续未登录
CHURN00003070,U0005194,2026-08-28,high,55,观看时长下降
CHURN00003071,U0005195,2026-08-28,medium,12,观看时长下降
CHURN00003072,U0005196,2026-08-28,medium,15,观看时长下降
CHURN00003073,U0005197,2026-08-28,high,47,观看时长下降
CHURN00003074,U0005198,2026-08-28,medium,23,连续未登录
CHURN00003075,U0005199,2026-08-28,medium,12,观看时长下降
CHURN00003076,U0005201,2026-08-28,medium,10,连续未登录
CHURN00003077,U0005202,2026-08-28,medium,30,连续未登录
CHURN00003078,U0005203,2026-08-28,medium,20,连续未登录
CHURN00003079,U0005204,2026-08-28,high,91,连续未登录
CHURN00003080,U0005205,2026-08-28,medium,15,连续未登录
CHURN00003081,U0005207,2026-08-28,medium,29,连续未登录
CHURN00003082,U0005210,2026-08-28,medium,12,连续未登录
CHURN00003083,U0005211,2026-08-28,medium,15,观看时长下降
CHURN00003084,U0005214,2026-08-28,medium,16,观看时长下降
CHURN00003085,U0005216,2026-08-28,high,183,连续未登录
CHURN00003086,U0005217,2026-08-28,medium,25,观看时长下降
CHURN00003087,U0005218,2026-08-28,medium,12,活跃频次下降
CHURN00003088,U0005220,2026-08-28,high,78,连续未登录
CHURN00003089,U0005221,2026-08-28,high,37,连续未登录
CHURN00003090,U0005223,2026-08-28,medium,12,观看时长下降
CHURN00003091,U0005226,2026-08-28,high,207,活跃频次下降
CHURN00003092,U0005227,2026-08-28,medium,9,活跃频次下降
CHURN00003093,U0005230,2026-08-28,high,97,观看时长下降
CHURN00003094,U0005232,2026-08-28,medium,8,活跃频次下降
CHURN00003095,U0005234,2026-08-28,high,37,连续未登录
CHURN00003096,U0005236,2026-08-28,high,80,连续未登录
CHURN00003097,U0005237,2026-08-28,medium,19,连续未登录
CHURN00003098,U0005238,2026-08-28,medium,10,连续未登录
CHURN00003099,U0005240,2026-08-28,medium,11,连续未登录
CHURN00003100,U0005242,2026-08-28,high,62,活跃频次下降
CHURN00003101,U0005243,2026-08-28,high,71,连续未登录
CHURN00003102,U0005244,2026-08-28,medium,18,活跃频次下降
CHURN00003103,U0005246,2026-08-28,high,56,活跃频次下降
CHURN00003104,U0005247,2026-08-28,medium,18,活跃频次下降
CHURN00003105,U0005248,2026-08-28,medium,11,连续未登录
CHURN00003106,U0005249,2026-08-28,medium,13,连续未登录
CHURN00003107,U0005250,2026-08-28,medium,15,连续未登录
CHURN00003108,U0005256,2026-08-28,high,58,连续未登录
CHURN00003109,U0005257,2026-08-28,high,66,活跃频次下降
CHURN00003110,U0005261,2026-08-28,medium,27,观看时长下降
CHURN00003111,U0005262,2026-08-28,medium,10,活跃频次下降
CHURN00003112,U0005263,2026-08-28,high,52,活跃频次下降
CHURN00003113,U0005264,2026-08-28,medium,9,连续未登录
CHURN00003114,U0005267,2026-08-28,high,110,连续未登录
CHURN00003115,U0005268,2026-08-28,medium,14,连续未登录
CHURN00003116,U0005273,2026-08-28,high,31,连续未登录
CHURN00003117,U0005275,2026-08-28,high,36,连续未登录
CHURN00003118,U0005277,2026-08-28,high,35,连续未登录
CHURN00003119,U0005278,2026-08-28,high,94,观看时长下降
CHURN00003120,U0005279,2026-08-28,medium,12,连续未登录
CHURN00003121,U0005280,2026-08-28,high,58,观看时长下降
CHURN00003122,U0005281,2026-08-28,high,77,活跃频次下降
CHURN00003123,U0005282,2026-08-28,high,189,活跃频次下降
CHURN00003124,U0005283,2026-08-28,medium,19,连续未登录
CHURN00003125,U0005284,2026-08-28,medium,8,连续未登录
CHURN00003126,U0005286,2026-08-28,high,36,活跃频次下降
CHURN00003127,U0005287,2026-08-28,medium,9,连续未登录
CHURN00003128,U0005290,2026-08-28,high,138,活跃频次下降
CHURN00003129,U0005291,2026-08-28,medium,13,连续未登录
CHURN00003130,U0005292,2026-08-28,medium,8,活跃频次下降
CHURN00003131,U0005295,2026-08-28,high,113,观看时长下降
CHURN00003132,U0005296,2026-08-28,high,72,连续未登录
CHURN00003133,U0005297,2026-08-28,medium,15,连续未登录
CHURN00003134,U0005298,2026-08-28,high,35,活跃频次下降
CHURN00003135,U0005301,2026-08-28,medium,30,连续未登录
CHURN00003136,U0005304,2026-08-28,high,98,活跃频次下降
CHURN00003137,U0005307,2026-08-28,high,40,活跃频次下降
CHURN00003138,U0005310,2026-08-28,medium,11,观看时长下降
CHURN00003139,U0005311,2026-08-28,high,108,活跃频次下降
CHURN00003140,U0005312,2026-08-28,medium,16,活跃频次下降
CHURN00003141,U0005313,2026-08-28,high,232,连续未登录
CHURN00003142,U0005314,2026-08-28,high,206,观看时长下降
CHURN00003143,U0005315,2026-08-28,high,32,连续未登录
CHURN00003144,U0005318,2026-08-28,medium,25,观看时长下降
CHURN00003145,U0005319,2026-08-28,high,75,连续未登录
CHURN00003146,U0005323,2026-08-28,medium,9,观看时长下降
CHURN00003147,U0005324,2026-08-28,medium,12,连续未登录
CHURN00003148,U0005326,2026-08-28,medium,20,观看时长下降
CHURN00003149,U0005327,2026-08-28,medium,10,观看时长下降
CHURN00003150,U0005329,2026-08-28,high,34,连续未登录
CHURN00003151,U0005331,2026-08-28,high,84,连续未登录
CHURN00003152,U0005332,2026-08-28,high,32,活跃频次下降
CHURN00003153,U0005334,2026-08-28,high,43,观看时长下降
CHURN00003154,U0005335,2026-08-28,high,136,观看时长下降
CHURN00003155,U0005336,2026-08-28,high,49,活跃频次下降
CHURN00003156,U0005338,2026-08-28,high,133,连续未登录
CHURN00003157,U0005339,2026-08-28,medium,11,观看时长下降
CHURN00003158,U0005342,2026-08-28,medium,29,观看时长下降
CHURN00003159,U0005343,2026-08-28,medium,9,活跃频次下降
CHURN00003160,U0005344,2026-08-28,medium,29,活跃频次下降
CHURN00003161,U0005345,2026-08-28,high,40,活跃频次下降
CHURN00003162,U0005346,2026-08-28,medium,13,活跃频次下降
CHURN00003163,U0005350,2026-08-28,high,179,连续未登录
CHURN00003164,U0005354,2026-08-28,high,49,连续未登录
CHURN00003165,U0005355,2026-08-28,medium,17,连续未登录
CHURN00003166,U0005356,2026-08-28,medium,10,活跃频次下降
CHURN00003167,U0005357,2026-08-28,medium,12,活跃频次下降
CHURN00003168,U0005360,2026-08-28,high,52,活跃频次下降
CHURN00003169,U0005361,2026-08-28,medium,9,连续未登录
CHURN00003170,U0005364,2026-08-28,high,90,活跃频次下降
CHURN00003171,U0005365,2026-08-28,medium,11,活跃频次下降
CHURN00003172,U0005366,2026-08-28,high,34,观看时长下降
CHURN00003173,U0005367,2026-08-28,high,94,连续未登录
CHURN00003174,U0005368,2026-08-28,medium,8,连续未登录
CHURN00003175,U0005369,2026-08-28,medium,16,观看时长下降
CHURN00003176,U0005371,2026-08-28,medium,24,连续未登录
CHURN00003177,U0005372,2026-08-28,high,32,活跃频次下降
CHURN00003178,U0005373,2026-08-28,medium,10,连续未登录
CHURN00003179,U0005376,2026-08-28,high,57,连续未登录
CHURN00003180,U0005377,2026-08-28,medium,21,活跃频次下降
CHURN00003181,U0005378,2026-08-28,high,62,连续未登录
CHURN00003182,U0005380,2026-08-28,medium,19,连续未登录
CHURN00003183,U0005385,2026-08-28,high,33,活跃频次下降
CHURN00003184,U0005387,2026-08-28,high,105,观看时长下降
CHURN00003185,U0005388,2026-08-28,medium,25,连续未登录
CHURN00003186,U0005394,2026-08-28,medium,29,活跃频次下降
CHURN00003187,U0005395,2026-08-28,high,152,连续未登录
CHURN00003188,U0005397,2026-08-28,medium,9,活跃频次下降
CHURN00003189,U0005398,2026-08-28,high,60,活跃频次下降
CHURN00003190,U0005399,2026-08-28,medium,8,观看时长下降
CHURN00003191,U0005401,2026-08-28,high,34,连续未登录
CHURN00003192,U0005405,2026-08-28,medium,15,活跃频次下降
CHURN00003193,U0005406,2026-08-28,high,72,连续未登录
CHURN00003194,U0005408,2026-08-28,medium,8,连续未登录
CHURN00003195,U0005415,2026-08-28,medium,19,连续未登录
CHURN00003196,U0005416,2026-08-28,medium,10,观看时长下降
CHURN00003197,U0005419,2026-08-28,high,42,连续未登录
CHURN00003198,U0005424,2026-08-28,high,97,活跃频次下降
CHURN00003199,U0005425,2026-08-28,medium,21,活跃频次下降
CHURN00003200,U0005426,2026-08-28,medium,29,观看时长下降
CHURN00003201,U0005427,2026-08-28,high,98,活跃频次下降
CHURN00003202,U0005428,2026-08-28,medium,11,连续未登录
CHURN00003203,U0005429,2026-08-28,high,143,连续未登录
CHURN00003204,U0005430,2026-08-28,medium,9,观看时长下降
CHURN00003205,U0005432,2026-08-28,high,81,连续未登录
CHURN00003206,U0005435,2026-08-28,high,32,活跃频次下降
CHURN00003207,U0005436,2026-08-28,high,89,连续未登录
CHURN00003208,U0005437,2026-08-28,medium,23,观看时长下降
CHURN00003209,U0005438,2026-08-28,high,44,连续未登录
CHURN00003210,U0005439,2026-08-28,medium,12,连续未登录
CHURN00003211,U0005440,2026-08-28,medium,22,观看时长下降
CHURN00003212,U0005441,2026-08-28,high,38,连续未登录
CHURN00003213,U0005443,2026-08-28,high,49,观看时长下降
CHURN00003214,U0005444,2026-08-28,high,83,连续未登录
CHURN00003215,U0005446,2026-08-28,medium,25,连续未登录
CHURN00003216,U0005447,2026-08-28,medium,21,连续未登录
CHURN00003217,U0005448,2026-08-28,medium,25,观看时长下降
CHURN00003218,U0005451,2026-08-28,medium,12,连续未登录
CHURN00003219,U0005453,2026-08-28,medium,10,连续未登录
CHURN00003220,U0005454,2026-08-28,high,51,连续未登录
CHURN00003221,U0005455,2026-08-28,medium,21,连续未登录
CHURN00003222,U0005457,2026-08-28,high,98,活跃频次下降
CHURN00003223,U0005458,2026-08-28,medium,11,连续未登录
CHURN00003224,U0005460,2026-08-28,medium,11,活跃频次下降
CHURN00003225,U0005463,2026-08-28,medium,10,连续未登录
CHURN00003226,U0005464,2026-08-28,medium,24,观看时长下降
CHURN00003227,U0005465,2026-08-28,medium,17,连续未登录
CHURN00003228,U0005466,2026-08-28,medium,10,连续未登录
CHURN00003229,U0005467,2026-08-28,medium,10,活跃频次下降
CHURN00003230,U0005468,2026-08-28,medium,27,活跃频次下降
CHURN00003231,U0005469,2026-08-28,high,66,活跃频次下降
CHURN00003232,U0005470,2026-08-28,medium,10,连续未登录
CHURN00003233,U0005475,2026-08-28,medium,27,连续未登录
CHURN00003234,U0005477,2026-08-28,medium,9,活跃频次下降
CHURN00003235,U0005478,2026-08-28,high,58,活跃频次下降
CHURN00003236,U0005480,2026-08-28,medium,30,观看时长下降
CHURN00003237,U0005481,2026-08-28,medium,14,连续未登录
CHURN00003238,U0005483,2026-08-28,medium,23,活跃频次下降
CHURN00003239,U0005486,2026-08-28,high,102,活跃频次下降
CHURN00003240,U0005487,2026-08-28,high,76,活跃频次下降
CHURN00003241,U0005489,2026-08-28,medium,13,连续未登录
CHURN00003242,U0005491,2026-08-28,medium,10,活跃频次下降
CHURN00003243,U0005493,2026-08-28,medium,8,连续未登录
CHURN00003244,U0005496,2026-08-28,high,89,观看时长下降
CHURN00003245,U0005497,2026-08-28,high,49,活跃频次下降
CHURN00003246,U0005498,2026-08-28,high,51,活跃频次下降
CHURN00003247,U0005503,2026-08-28,medium,10,连续未登录
CHURN00003248,U0005504,2026-08-28,high,41,连续未登录
CHURN00003249,U0005505,2026-08-28,high,154,连续未登录
CHURN00003250,U0005511,2026-08-28,medium,11,连续未登录
CHURN00003251,U0005513,2026-08-28,medium,24,连续未登录
CHURN00003252,U0005516,2026-08-28,high,31,活跃频次下降
CHURN00003253,U0005517,2026-08-28,medium,30,活跃频次下降
CHURN00003254,U0005518,2026-08-28,medium,27,活跃频次下降
CHURN00003255,U0005520,2026-08-28,medium,26,连续未登录
CHURN00003256,U0005521,2026-08-28,medium,12,观看时长下降
CHURN00003257,U0005523,2026-08-28,medium,20,观看时长下降
CHURN00003258,U0005524,2026-08-28,medium,10,连续未登录
CHURN00003259,U0005525,2026-08-28,medium,8,活跃频次下降
CHURN00003260,U0005526,2026-08-28,medium,8,观看时长下降
CHURN00003261,U0005528,2026-08-28,medium,10,连续未登录
CHURN00003262,U0005529,2026-08-28,medium,12,活跃频次下降
CHURN00003263,U0005530,2026-08-28,medium,13,活跃频次下降
CHURN00003264,U0005531,2026-08-28,high,46,连续未登录
CHURN00003265,U0005532,2026-08-28,medium,24,观看时长下降
CHURN00003266,U0005533,2026-08-28,medium,15,活跃频次下降
CHURN00003267,U0005535,2026-08-28,high,39,活跃频次下降
CHURN00003268,U0005536,2026-08-28,medium,9,连续未登录
CHURN00003269,U0005537,2026-08-28,medium,18,连续未登录
CHURN00003270,U0005539,2026-08-28,medium,11,连续未登录
CHURN00003271,U0005541,2026-08-28,high,34,活跃频次下降
CHURN00003272,U0005545,2026-08-28,medium,8,连续未登录
CHURN00003273,U0005546,2026-08-28,high,41,观看时长下降
CHURN00003274,U0005547,2026-08-28,high,54,观看时长下降
CHURN00003275,U0005550,2026-08-28,medium,30,连续未登录
CHURN00003276,U0005551,2026-08-28,high,131,观看时长下降
CHURN00003277,U0005556,2026-08-28,high,34,观看时长下降
CHURN00003278,U0005557,2026-08-28,high,61,活跃频次下降
CHURN00003279,U0005558,2026-08-28,medium,21,观看时长下降
CHURN00003280,U0005560,2026-08-28,medium,15,连续未登录
CHURN00003281,U0005561,2026-08-28,high,170,活跃频次下降
CHURN00003282,U0005562,2026-08-28,medium,8,观看时长下降
CHURN00003283,U0005564,2026-08-28,medium,18,活跃频次下降
CHURN00003284,U0005565,2026-08-28,medium,19,观看时长下降
CHURN00003285,U0005566,2026-08-28,medium,8,连续未登录
CHURN00003286,U0005568,2026-08-28,medium,14,连续未登录
CHURN00003287,U0005569,2026-08-28,medium,30,连续未登录
CHURN00003288,U0005570,2026-08-28,medium,11,连续未登录
CHURN00003289,U0005571,2026-08-28,medium,27,连续未登录
CHURN00003290,U0005572,2026-08-28,high,33,活跃频次下降
CHURN00003291,U0005573,2026-08-28,medium,14,连续未登录
CHURN00003292,U0005575,2026-08-28,medium,18,观看时长下降
CHURN00003293,U0005577,2026-08-28,high,132,连续未登录
CHURN00003294,U0005578,2026-08-28,medium,12,连续未登录
CHURN00003295,U0005579,2026-08-28,high,36,连续未登录
CHURN00003296,U0005581,2026-08-28,high,77,连续未登录
CHURN00003297,U0005585,2026-08-28,high,31,活跃频次下降
CHURN00003298,U0005586,2026-08-28,medium,9,观看时长下降
CHURN00003299,U0005589,2026-08-28,medium,18,活跃频次下降
CHURN00003300,U0005593,2026-08-28,high,43,活跃频次下降
CHURN00003301,U0005595,2026-08-28,medium,22,连续未登录
CHURN00003302,U0005596,2026-08-28,high,66,连续未登录
CHURN00003303,U0005599,2026-08-28,medium,19,观看时长下降
CHURN00003304,U0005600,2026-08-28,medium,9,连续未登录
CHURN00003305,U0005601,2026-08-28,high,76,观看时长下降
CHURN00003306,U0005602,2026-08-28,high,56,连续未登录
CHURN00003307,U0005603,2026-08-28,medium,30,连续未登录
CHURN00003308,U0005604,2026-08-28,medium,16,活跃频次下降
CHURN00003309,U0005605,2026-08-28,high,217,观看时长下降
CHURN00003310,U0005606,2026-08-28,high,35,活跃频次下降
CHURN00003311,U0005609,2026-08-28,medium,23,连续未登录
CHURN00003312,U0005610,2026-08-28,high,39,活跃频次下降
CHURN00003313,U0005611,2026-08-28,medium,22,观看时长下降
CHURN00003314,U0005612,2026-08-28,medium,8,观看时长下降
CHURN00003315,U0005613,2026-08-28,medium,24,连续未登录
CHURN00003316,U0005614,2026-08-28,medium,14,连续未登录
CHURN00003317,U0005615,2026-08-28,medium,10,连续未登录
CHURN00003318,U0005616,2026-08-28,high,64,连续未登录
CHURN00003319,U0005617,2026-08-28,high,88,连续未登录
CHURN00003320,U0005618,2026-08-28,high,40,活跃频次下降
CHURN00003321,U0005619,2026-08-28,medium,14,连续未登录
CHURN00003322,U0005621,2026-08-28,medium,14,活跃频次下降
CHURN00003323,U0005622,2026-08-28,high,223,活跃频次下降
CHURN00003324,U0005624,2026-08-28,medium,21,活跃频次下降
CHURN00003325,U0005626,2026-08-28,medium,9,连续未登录
CHURN00003326,U0005627,2026-08-28,high,61,连续未登录
CHURN00003327,U0005628,2026-08-28,medium,22,观看时长下降
CHURN00003328,U0005629,2026-08-28,medium,27,观看时长下降
CHURN00003329,U0005631,2026-08-28,medium,19,连续未登录
CHURN00003330,U0005633,2026-08-28,high,59,连续未登录
CHURN00003331,U0005637,2026-08-28,medium,26,连续未登录
CHURN00003332,U0005640,2026-08-28,high,76,观看时长下降
CHURN00003333,U0005641,2026-08-28,medium,10,连续未登录
CHURN00003334,U0005643,2026-08-28,high,49,观看时长下降
CHURN00003335,U0005646,2026-08-28,high,55,连续未登录
CHURN00003336,U0005650,2026-08-28,medium,9,连续未登录
CHURN00003337,U0005651,2026-08-28,medium,17,连续未登录
CHURN00003338,U0005653,2026-08-28,high,70,活跃频次下降
CHURN00003339,U0005654,2026-08-28,medium,10,活跃频次下降
CHURN00003340,U0005655,2026-08-28,high,39,连续未登录
CHURN00003341,U0005656,2026-08-28,high,57,观看时长下降
CHURN00003342,U0005658,2026-08-28,high,104,活跃频次下降
CHURN00003343,U0005659,2026-08-28,medium,24,观看时长下降
CHURN00003344,U0005669,2026-08-28,medium,30,连续未登录
CHURN00003345,U0005671,2026-08-28,high,177,连续未登录
CHURN00003346,U0005676,2026-08-28,high,162,活跃频次下降
CHURN00003347,U0005677,2026-08-28,medium,8,连续未登录
CHURN00003348,U0005678,2026-08-28,medium,28,观看时长下降
CHURN00003349,U0005679,2026-08-28,medium,10,观看时长下降
CHURN00003350,U0005680,2026-08-28,medium,27,连续未登录
CHURN00003351,U0005681,2026-08-28,high,139,连续未登录
CHURN00003352,U0005682,2026-08-28,high,54,连续未登录
CHURN00003353,U0005683,2026-08-28,medium,29,观看时长下降
CHURN00003354,U0005684,2026-08-28,medium,17,观看时长下降
CHURN00003355,U0005685,2026-08-28,high,84,连续未登录
CHURN00003356,U0005686,2026-08-28,high,68,活跃频次下降
CHURN00003357,U0005690,2026-08-28,medium,22,连续未登录
CHURN00003358,U0005691,2026-08-28,high,134,连续未登录
CHURN00003359,U0005693,2026-08-28,high,148,连续未登录
CHURN00003360,U0005695,2026-08-28,high,71,活跃频次下降
CHURN00003361,U0005696,2026-08-28,medium,27,活跃频次下降
CHURN00003362,U0005698,2026-08-28,high,222,活跃频次下降
CHURN00003363,U0005699,2026-08-28,high,70,连续未登录
CHURN00003364,U0005700,2026-08-28,high,92,观看时长下降
CHURN00003365,U0005702,2026-08-28,medium,18,连续未登录
CHURN00003366,U0005703,2026-08-28,high,41,观看时长下降
CHURN00003367,U0005705,2026-08-28,medium,27,连续未登录
CHURN00003368,U0005706,2026-08-28,high,141,观看时长下降
CHURN00003369,U0005709,2026-08-28,high,87,活跃频次下降
CHURN00003370,U0005711,2026-08-28,medium,9,连续未登录
CHURN00003371,U0005716,2026-08-28,medium,15,活跃频次下降
CHURN00003372,U0005717,2026-08-28,medium,13,连续未登录
CHURN00003373,U0005723,2026-08-28,high,61,连续未登录
CHURN00003374,U0005724,2026-08-28,high,141,观看时长下降
CHURN00003375,U0005725,2026-08-28,high,135,连续未登录
CHURN00003376,U0005731,2026-08-28,medium,15,活跃频次下降
CHURN00003377,U0005736,2026-08-28,medium,12,连续未登录
CHURN00003378,U0005737,2026-08-28,medium,23,观看时长下降
CHURN00003379,U0005738,2026-08-28,medium,14,活跃频次下降
CHURN00003380,U0005740,2026-08-28,medium,11,观看时长下降
CHURN00003381,U0005741,2026-08-28,high,152,连续未登录
CHURN00003382,U0005742,2026-08-28,high,31,连续未登录
CHURN00003383,U0005744,2026-08-28,medium,27,活跃频次下降
CHURN00003384,U0005746,2026-08-28,high,47,连续未登录
CHURN00003385,U0005747,2026-08-28,medium,12,连续未登录
CHURN00003386,U0005749,2026-08-28,medium,10,连续未登录
CHURN00003387,U0005750,2026-08-28,medium,8,活跃频次下降
CHURN00003388,U0005752,2026-08-28,medium,13,连续未登录
CHURN00003389,U0005753,2026-08-28,medium,28,连续未登录
CHURN00003390,U0005755,2026-08-28,medium,10,连续未登录
CHURN00003391,U0005756,2026-08-28,medium,10,观看时长下降
CHURN00003392,U0005757,2026-08-28,medium,15,连续未登录
CHURN00003393,U0005759,2026-08-28,high,60,连续未登录
CHURN00003394,U0005761,2026-08-28,medium,25,连续未登录
CHURN00003395,U0005762,2026-08-28,medium,11,活跃频次下降
CHURN00003396,U0005764,2026-08-28,medium,18,观看时长下降
CHURN00003397,U0005765,2026-08-28,medium,19,连续未登录
CHURN00003398,U0005766,2026-08-28,medium,8,活跃频次下降
CHURN00003399,U0005772,2026-08-28,medium,13,连续未登录
CHURN00003400,U0005773,2026-08-28,high,51,活跃频次下降
CHURN00003401,U0005774,2026-08-28,high,51,连续未登录
CHURN00003402,U0005775,2026-08-28,high,185,观看时长下降
CHURN00003403,U0005777,2026-08-28,high,33,连续未登录
CHURN00003404,U0005778,2026-08-28,high,61,连续未登录
CHURN00003405,U0005779,2026-08-28,high,153,连续未登录
CHURN00003406,U0005780,2026-08-28,medium,19,连续未登录
CHURN00003407,U0005781,2026-08-28,medium,29,观看时长下降
CHURN00003408,U0005782,2026-08-28,medium,16,连续未登录
CHURN00003409,U0005783,2026-08-28,medium,18,连续未登录
CHURN00003410,U0005785,2026-08-28,high,38,观看时长下降
CHURN00003411,U0005786,2026-08-28,medium,14,观看时长下降
CHURN00003412,U0005790,2026-08-28,medium,21,活跃频次下降
CHURN00003413,U0005791,2026-08-28,medium,9,连续未登录
CHURN00003414,U0005793,2026-08-28,medium,12,活跃频次下降
CHURN00003415,U0005795,2026-08-28,medium,8,活跃频次下降
CHURN00003416,U0005796,2026-08-28,medium,23,连续未登录
CHURN00003417,U0005797,2026-08-28,high,64,活跃频次下降
CHURN00003418,U0005799,2026-08-28,medium,11,活跃频次下降
CHURN00003419,U0005800,2026-08-28,high,88,连续未登录
CHURN00003420,U0005801,2026-08-28,medium,21,活跃频次下降
CHURN00003421,U0005803,2026-08-28,high,33,连续未登录
CHURN00003422,U0005804,2026-08-28,medium,10,活跃频次下降
CHURN00003423,U0005805,2026-08-28,high,135,观看时长下降
CHURN00003424,U0005808,2026-08-28,high,54,连续未登录
CHURN00003425,U0005809,2026-08-28,high,47,观看时长下降
CHURN00003426,U0005813,2026-08-28,medium,25,观看时长下降
CHURN00003427,U0005814,2026-08-28,medium,19,观看时长下降
CHURN00003428,U0005818,2026-08-28,medium,9,观看时长下降
CHURN00003429,U0005819,2026-08-28,high,33,观看时长下降
CHURN00003430,U0005820,2026-08-28,medium,19,观看时长下降
CHURN00003431,U0005822,2026-08-28,medium,8,观看时长下降
CHURN00003432,U0005825,2026-08-28,high,55,观看时长下降
CHURN00003433,U0005826,2026-08-28,medium,24,连续未登录
CHURN00003434,U0005828,2026-08-28,high,36,连续未登录
CHURN00003435,U0005832,2026-08-28,high,191,连续未登录
CHURN00003436,U0005833,2026-08-28,medium,10,观看时长下降
CHURN00003437,U0005834,2026-08-28,medium,12,活跃频次下降
CHURN00003438,U0005835,2026-08-28,medium,12,活跃频次下降
CHURN00003439,U0005836,2026-08-28,high,33,连续未登录
CHURN00003440,U0005840,2026-08-28,high,68,连续未登录
CHURN00003441,U0005841,2026-08-28,high,37,观看时长下降
CHURN00003442,U0005842,2026-08-28,high,50,连续未登录
CHURN00003443,U0005844,2026-08-28,medium,8,活跃频次下降
CHURN00003444,U0005845,2026-08-28,high,35,连续未登录
CHURN00003445,U0005846,2026-08-28,medium,20,观看时长下降
CHURN00003446,U0005847,2026-08-28,medium,16,连续未登录
CHURN00003447,U0005848,2026-08-28,medium,16,观看时长下降
CHURN00003448,U0005849,2026-08-28,high,60,观看时长下降
CHURN00003449,U0005850,2026-08-28,medium,24,连续未登录
CHURN00003450,U0005853,2026-08-28,medium,29,活跃频次下降
CHURN00003451,U0005855,2026-08-28,high,31,连续未登录
CHURN00003452,U0005856,2026-08-28,medium,25,连续未登录
CHURN00003453,U0005857,2026-08-28,high,44,观看时长下降
CHURN00003454,U0005858,2026-08-28,high,50,观看时长下降
CHURN00003455,U0005859,2026-08-28,medium,11,连续未登录
CHURN00003456,U0005860,2026-08-28,high,33,活跃频次下降
CHURN00003457,U0005863,2026-08-28,medium,28,活跃频次下降
CHURN00003458,U0005865,2026-08-28,high,51,连续未登录
CHURN00003459,U0005867,2026-08-28,high,31,连续未登录
CHURN00003460,U0005869,2026-08-28,medium,24,活跃频次下降
CHURN00003461,U0005870,2026-08-28,medium,13,活跃频次下降
CHURN00003462,U0005871,2026-08-28,high,156,连续未登录
CHURN00003463,U0005872,2026-08-28,medium,9,连续未登录
CHURN00003464,U0005873,2026-08-28,medium,27,活跃频次下降
CHURN00003465,U0005875,2026-08-28,high,71,连续未登录
CHURN00003466,U0005877,2026-08-28,medium,11,连续未登录
CHURN00003467,U0005880,2026-08-28,medium,17,连续未登录
CHURN00003468,U0005881,2026-08-28,high,135,活跃频次下降
CHURN00003469,U0005883,2026-08-28,medium,11,连续未登录
CHURN00003470,U0005884,2026-08-28,high,126,活跃频次下降
CHURN00003471,U0005885,2026-08-28,high,57,活跃频次下降
CHURN00003472,U0005886,2026-08-28,medium,24,连续未登录
CHURN00003473,U0005889,2026-08-28,medium,17,活跃频次下降
CHURN00003474,U0005890,2026-08-28,medium,24,连续未登录
CHURN00003475,U0005891,2026-08-28,high,45,观看时长下降
CHURN00003476,U0005896,2026-08-28,high,35,活跃频次下降
