conversion_event_id,user_id,channel_id,ad_campaign_id,conversion_type,converted_at,conversion_value
CE000004922,U0005949,CH03,ADC00019,activation,2026-07-03 20:24:17,1
CE000004923,U0005951,CH05,ADC00072,registration,2026-08-08 04:15:26,1
CE000004924,U0005951,CH05,ADC00072,activation,2026-08-07 23:16:26,1
CE000004925,U0005956,CH06,ADC00032,registration,2026-02-04 22:52:32,1
CE000004926,U0005956,CH06,ADC00032,activation,2026-02-04 23:12:32,1
CE000004927,U0005957,CH06,ADC00005,registration,2026-05-03 00:24:56,1
CE000004928,U0005957,CH06,ADC00005,activation,2026-05-03 01:41:56,1
CE000004929,U0005960,CH03,ADC00091,registration,2026-08-18 17:19:47,1
CE000004930,U0005960,CH03,ADC00091,activation,2026-08-18 17:18:47,1
CE000004931,U0005962,CH04,ADC00084,registration,2026-04-19 01:51:47,1
CE000004932,U0005962,CH04,ADC00084,activation,2026-04-19 04:25:47,1
CE000004933,U0005963,CH05,ADC00047,registration,2026-01-26 05:38:03,1
CE000004934,U0005963,CH05,ADC00047,activation,2026-01-26 05:12:03,1
CE000004935,U0005968,CH05,ADC00047,registration,2026-03-19 06:06:02,1
CE000004936,U0005968,CH05,ADC00047,activation,2026-03-19 00:35:02,1
CE000004937,U0005969,CH05,ADC00072,registration,2026-07-02 01:48:58,1
CE000004938,U0005969,CH05,ADC00072,activation,2026-07-02 05:46:58,1
CE000004939,U0005971,CH03,ADC00100,registration,2026-02-18 03:57:07,1
CE000004940,U0005973,CH03,ADC00100,registration,2026-03-28 16:07:34,1
CE000004941,U0005973,CH03,ADC00100,activation,2026-03-28 14:51:34,1
CE000004942,U0005974,CH05,ADC00029,registration,2026-07-21 08:31:29,1
CE000004943,U0005974,CH05,ADC00029,activation,2026-07-21 04:00:29,1
CE000004944,U0005977,CH04,ADC00015,registration,2026-02-28 01:14:46,1
CE000004945,U0005978,CH04,ADC00092,registration,2026-04-22 19:12:07,1
CE000004946,U0005979,CH03,ADC00061,registration,2026-03-22 08:06:52,1
CE000004947,U0005979,CH03,ADC00061,activation,2026-03-22 07:14:52,1
CE000004948,U0005980,CH03,ADC00100,registration,2026-01-15 08:29:44,1
CE000004949,U0005983,CH03,ADC00090,registration,2026-07-05 00:55:30,1
CE000004950,U0005983,CH03,ADC00090,activation,2026-07-04 23:40:30,1
CE000004951,U0005985,CH06,ADC00004,registration,2026-02-17 23:03:37,1
CE000004952,U0005985,CH06,ADC00004,activation,2026-02-17 23:54:37,1
CE000004953,U0005986,CH06,ADC00010,registration,2026-07-13 21:12:06,1
CE000004954,U0005986,CH06,ADC00010,activation,2026-07-13 21:41:06,1
CE000004955,U0005987,CH04,ADC00012,registration,2026-03-14 10:07:47,1
CE000004956,U0005988,CH06,ADC00003,registration,2026-05-16 15:04:06,1
CE000004957,U0005988,CH06,ADC00003,activation,2026-05-16 11:55:06,1
CE000004958,U0005989,CH05,ADC00083,registration,2026-05-20 09:38:01,1
CE000004959,U0005991,CH03,ADC00088,registration,2026-05-13 22:22:38,1
CE000004960,U0005996,CH04,ADC00056,registration,2026-03-23 09:57:05,1
CE000004961,U0005997,CH03,ADC00100,registration,2026-03-27 20:07:37,1
CE000004962,U0005997,CH03,ADC00100,activation,2026-03-27 19:10:37,1
CE000004963,U0005999,CH03,ADC00028,registration,2026-04-12 10:46:05,1
CE000004964,U0005999,CH03,ADC00028,activation,2026-04-12 07:23:05,1
CE000004965,U0006001,CH04,ADC00018,registration,2026-04-20 22:51:16,1
CE000004966,U0006001,CH04,ADC00018,activation,2026-04-20 22:14:16,1
CE000004967,U0006003,CH04,ADC00058,registration,2026-08-25 20:55:06,1
CE000004968,U0006003,CH04,ADC00058,activation,2026-08-25 21:43:06,1
CE000004969,U0006004,CH05,ADC00072,registration,2026-07-12 06:45:00,1
CE000004970,U0006005,CH03,ADC00028,registration,2026-06-08 16:08:17,1
CE000004971,U0006005,CH03,ADC00028,activation,2026-06-08 12:45:17,1
CE000004972,U0006006,CH04,ADC00014,registration,2026-03-29 12:01:46,1
CE000004973,U0006008,CH06,ADC00032,registration,2026-02-02 07:34:56,1
CE000004974,U0006009,CH03,ADC00008,registration,2026-01-24 03:30:11,1
CE000004975,U0006009,CH03,ADC00008,activation,2026-01-24 07:23:11,1
CE000004976,U0006010,CH03,ADC00091,registration,2026-08-05 17:04:41,1
CE000004977,U0006010,CH03,ADC00091,activation,2026-08-05 16:05:41,1
CE000004978,U0006012,CH03,,registration,2026-01-02 07:54:23,1
CE000004979,U0006012,CH03,,activation,2026-01-02 08:18:23,1
CE000004980,U0006013,CH03,ADC00016,registration,2026-02-19 00:55:12,1
CE000004981,U0006013,CH03,ADC00016,activation,2026-02-19 00:04:12,1
CE000004982,U0006014,CH03,ADC00086,registration,2026-01-29 03:03:04,1
CE000004983,U0006014,CH03,ADC00086,activation,2026-01-29 06:17:04,1
CE000004984,U0006015,CH06,,registration,2026-01-05 12:13:09,1
CE000004985,U0006015,CH06,,activation,2026-01-05 13:22:09,1
CE000004986,U0006016,CH04,ADC00084,registration,2026-04-03 22:32:47,1
CE000004987,U0006016,CH04,ADC00084,activation,2026-04-04 03:03:47,1
CE000004988,U0006018,CH04,ADC00058,registration,2026-08-21 06:29:16,1
CE000004989,U0006019,CH04,ADC00057,registration,2026-06-25 00:51:03,1
CE000004990,U0006019,CH04,ADC00057,activation,2026-06-24 23:01:03,1
CE000004991,U0006020,CH05,ADC00042,registration,2026-02-21 16:31:44,1
CE000004992,U0006025,CH05,ADC00047,registration,2026-01-19 01:48:13,1
CE000004993,U0006025,CH05,ADC00047,activation,2026-01-19 03:28:13,1
CE000004994,U0006028,CH04,ADC00015,registration,2026-01-22 18:04:17,1
CE000004995,U0006029,CH03,ADC00019,registration,2026-07-26 19:31:44,1
CE000004996,U0006030,CH03,ADC00085,registration,2026-03-22 02:42:32,1
CE000004997,U0006030,CH03,ADC00085,activation,2026-03-22 01:29:32,1
CE000004998,U0006032,CH05,ADC00047,registration,2026-03-06 09:02:09,1
CE000004999,U0006036,CH03,ADC00048,registration,2026-03-07 15:34:48,1
CE000005000,U0006036,CH03,ADC00048,activation,2026-03-07 13:46:48,1
CE000005001,U0006037,CH03,ADC00085,registration,2026-03-01 07:03:40,1
CE000005002,U0006038,CH03,ADC00019,registration,2026-06-21 08:19:19,1
CE000005003,U0006038,CH03,ADC00019,activation,2026-06-21 09:02:19,1
CE000005004,U0006040,CH05,ADC00068,registration,2026-02-24 18:55:03,1
CE000005005,U0006040,CH05,ADC00068,activation,2026-02-24 16:29:03,1
CE000005006,U0006041,CH04,ADC00054,registration,2026-01-05 17:51:11,1
CE000005007,U0006041,CH04,ADC00054,activation,2026-01-05 22:18:11,1
CE000005008,U0006043,CH05,ADC00059,registration,2026-07-18 22:20:34,1
CE000005009,U0006043,CH05,ADC00059,activation,2026-07-18 22:35:34,1
CE000005010,U0006045,CH03,ADC00095,registration,2026-06-30 02:24:16,1
CE000005011,U0006045,CH03,ADC00095,activation,2026-06-30 02:45:16,1
CE000005012,U0006046,CH06,ADC00049,registration,2026-05-24 11:25:41,1
CE000005013,U0006047,CH03,ADC00016,registration,2026-01-28 16:45:55,1
CE000005014,U0006047,CH03,ADC00016,activation,2026-01-28 19:15:55,1
CE000005015,U0006049,CH04,ADC00058,registration,2026-08-24 16:38:42,1
CE000005016,U0006050,CH03,ADC00071,registration,2026-03-03 21:42:03,1
CE000005017,U0006050,CH03,ADC00071,activation,2026-03-04 00:21:03,1
CE000005018,U0006053,CH05,ADC00059,registration,2026-08-01 18:48:05,1
CE000005019,U0006053,CH05,ADC00059,activation,2026-08-01 16:13:05,1
CE000005020,U0006054,CH05,ADC00047,registration,2026-01-28 16:29:32,1
CE000005021,U0006054,CH05,ADC00047,activation,2026-01-28 14:41:32,1
CE000005022,U0006057,CH04,ADC00058,registration,2026-08-17 20:44:12,1
CE000005023,U0006057,CH04,ADC00058,activation,2026-08-17 16:48:12,1
CE000005024,U0006059,CH06,ADC00003,registration,2026-05-14 16:36:08,1
CE000005025,U0006061,CH04,ADC00058,registration,2026-08-17 02:45:39,1
CE000005026,U0006064,CH04,ADC00087,registration,2026-03-22 02:00:19,1
CE000005027,U0006065,CH05,ADC00047,registration,2026-02-23 19:14:45,1
CE000005028,U0006065,CH05,ADC00047,activation,2026-02-23 16:39:45,1
CE000005029,U0006066,CH03,ADC00085,registration,2026-01-07 16:05:00,1
CE000005030,U0006067,CH05,ADC00047,registration,2026-01-08 08:05:43,1
CE000005031,U0006067,CH05,ADC00047,activation,2026-01-08 09:25:43,1
CE000005032,U0006070,CH03,ADC00048,registration,2026-01-28 09:08:43,1
CE000005033,U0006070,CH03,ADC00048,activation,2026-01-28 12:56:43,1
CE000005034,U0006073,CH04,ADC00015,registration,2026-01-28 08:50:44,1
CE000005035,U0006073,CH04,ADC00015,activation,2026-01-28 12:57:44,1
CE000005036,U0006075,CH05,,registration,2026-08-27 17:19:44,1
CE000005037,U0006075,CH05,,activation,2026-08-27 18:40:44,1
CE000005038,U0006076,CH06,ADC00036,registration,2026-07-30 03:25:47,1
CE000005039,U0006078,CH05,ADC00046,registration,2026-06-25 19:00:51,1
CE000005040,U0006079,CH04,ADC00078,registration,2026-05-22 09:30:52,1
CE000005041,U0006079,CH04,ADC00078,activation,2026-05-22 08:29:52,1
CE000005042,U0006080,CH06,ADC00040,registration,2026-06-23 23:23:51,1
CE000005043,U0006083,CH05,ADC00047,registration,2026-02-11 18:29:27,1
CE000005044,U0006083,CH05,ADC00047,activation,2026-02-11 13:31:27,1
CE000005045,U0006084,CH06,ADC00004,registration,2026-02-17 00:25:26,1
CE000005046,U0006085,CH06,ADC00017,registration,2026-03-03 13:56:31,1
CE000005047,U0006085,CH06,ADC00017,activation,2026-03-03 12:36:31,1
CE000005048,U0006086,CH05,ADC00047,registration,2026-01-16 14:07:22,1
CE000005049,U0006086,CH05,ADC00047,activation,2026-01-16 15:04:22,1
CE000005050,U0006089,CH03,ADC00048,registration,2026-01-21 03:48:51,1
CE000005051,U0006089,CH03,ADC00048,activation,2026-01-21 07:07:51,1
CE000005052,U0006090,CH05,ADC00044,registration,2026-04-30 10:07:26,1
CE000005053,U0006091,CH03,ADC00022,registration,2026-06-26 11:55:42,1
CE000005054,U0006091,CH03,ADC00022,activation,2026-06-26 11:39:42,1
CE000005055,U0006093,CH04,ADC00054,registration,2026-01-08 01:17:45,1
CE000005056,U0006094,CH06,ADC00003,registration,2026-05-07 23:22:47,1
CE000005057,U0006096,CH06,ADC00079,registration,2026-01-25 18:32:43,1
CE000005058,U0006100,CH03,ADC00071,registration,2026-03-31 17:28:06,1
CE000005059,U0006100,CH03,ADC00071,activation,2026-03-31 13:48:06,1
CE000005060,U0006104,CH06,ADC00050,registration,2026-03-16 02:07:49,1
CE000005061,U0006104,CH06,ADC00050,activation,2026-03-16 03:37:49,1
CE000005062,U0006105,CH03,ADC00090,registration,2026-07-29 08:34:22,1
CE000005063,U0006106,CH05,ADC00080,registration,2026-05-17 00:41:01,1
CE000005064,U0006109,CH05,ADC00076,registration,2026-02-21 14:18:53,1
CE000005065,U0006109,CH05,ADC00076,activation,2026-02-21 16:09:53,1
CE000005066,U0006112,CH03,ADC00085,registration,2026-03-31 01:10:29,1
CE000005067,U0006112,CH03,ADC00085,activation,2026-03-30 22:07:29,1
CE000005068,U0006114,CH03,ADC00019,registration,2026-08-06 08:45:59,1
CE000005069,U0006114,CH03,ADC00019,activation,2026-08-06 07:40:59,1
CE000005070,U0006116,CH03,ADC00091,registration,2026-08-24 10:55:31,1
CE000005071,U0006117,CH03,ADC00019,registration,2026-07-31 16:45:32,1
CE000005072,U0006117,CH03,ADC00019,activation,2026-07-31 18:21:32,1
CE000005073,U0006118,CH03,ADC00008,registration,2026-02-19 05:33:29,1
CE000005074,U0006118,CH03,ADC00008,activation,2026-02-19 11:03:29,1
CE000005075,U0006127,CH04,ADC00039,registration,2026-03-24 00:22:58,1
CE000005076,U0006127,CH04,ADC00039,activation,2026-03-24 03:47:58,1
CE000005077,U0006128,CH06,ADC00032,registration,2026-01-12 21:47:18,1
CE000005078,U0006128,CH06,ADC00032,activation,2026-01-12 21:38:18,1
CE000005079,U0006129,CH03,ADC00008,registration,2026-02-26 03:05:00,1
CE000005080,U0006129,CH03,ADC00008,activation,2026-02-26 01:33:00,1
CE000005081,U0006131,CH06,ADC00003,registration,2026-05-18 03:20:47,1
CE000005082,U0006131,CH06,ADC00003,activation,2026-05-18 03:13:47,1
CE000005083,U0006134,CH04,ADC00013,registration,2026-04-11 13:44:11,1
CE000005084,U0006134,CH04,ADC00013,activation,2026-04-11 10:55:11,1
CE000005085,U0006137,CH03,ADC00016,registration,2026-03-17 07:41:17,1
CE000005086,U0006137,CH03,ADC00016,activation,2026-03-17 07:51:17,1
CE000005087,U0006138,CH06,ADC00079,registration,2026-01-18 11:02:58,1
CE000005088,U0006138,CH06,ADC00079,activation,2026-01-18 05:46:58,1
CE000005089,U0006140,CH04,ADC00002,registration,2026-03-29 21:14:35,1
CE000005090,U0006140,CH04,ADC00002,activation,2026-03-29 18:46:35,1
CE000005091,U0006141,CH03,ADC00085,registration,2026-02-14 09:25:21,1
CE000005092,U0006141,CH03,ADC00085,activation,2026-02-14 09:46:21,1
CE000005093,U0006151,CH05,ADC00082,registration,2026-04-27 00:25:37,1
CE000005094,U0006151,CH05,ADC00082,activation,2026-04-26 22:56:37,1
CE000005095,U0006158,CH04,ADC00066,registration,2026-05-23 23:35:20,1
CE000005096,U0006158,CH04,ADC00066,activation,2026-05-23 20:55:20,1
CE000005097,U0006159,CH06,ADC00094,registration,2026-03-23 21:32:20,1
CE000005098,U0006162,CH05,ADC00047,registration,2026-03-03 11:56:20,1
CE000005099,U0006162,CH05,ADC00047,activation,2026-03-03 10:36:20,1
CE000005100,U0006163,CH03,ADC00035,registration,2026-04-24 08:33:28,1
CE000005101,U0006170,CH06,ADC00017,registration,2026-03-26 09:41:20,1
CE000005102,U0006175,CH03,ADC00071,registration,2026-03-09 06:22:59,1
CE000005103,U0006176,CH03,ADC00035,registration,2026-04-17 08:43:54,1
CE000005104,U0006176,CH03,ADC00035,activation,2026-04-17 07:36:54,1
CE000005105,U0006183,CH04,ADC00041,registration,2026-07-30 20:40:21,1
CE000005106,U0006184,CH04,ADC00037,registration,2026-04-13 10:27:51,1
CE000005107,U0006184,CH04,ADC00037,activation,2026-04-13 09:12:51,1
CE000005108,U0006185,CH05,ADC00059,registration,2026-07-16 03:55:08,1
CE000005109,U0006188,CH06,ADC00079,registration,2026-01-26 10:11:38,1
CE000005110,U0006192,CH03,ADC00008,registration,2026-03-30 09:12:12,1
CE000005111,U0006192,CH03,ADC00008,activation,2026-03-30 09:52:12,1
CE000005112,U0006194,CH03,ADC00034,registration,2026-03-28 10:12:05,1
CE000005113,U0006194,CH03,ADC00034,activation,2026-03-28 10:35:05,1
CE000005114,U0006195,CH05,ADC00046,registration,2026-06-12 15:55:51,1
CE000005115,U0006196,CH05,ADC00059,registration,2026-07-08 01:13:26,1
CE000005116,U0006196,CH05,ADC00059,activation,2026-07-08 03:18:26,1
CE000005117,U0006197,CH05,ADC00072,registration,2026-07-26 18:07:57,1
CE000005118,U0006197,CH05,ADC00072,activation,2026-07-26 20:47:57,1
CE000005119,U0006198,CH05,ADC00042,registration,2026-03-06 02:59:58,1
CE000005120,U0006198,CH05,ADC00042,activation,2026-03-06 03:11:58,1
CE000005121,U0006199,CH03,ADC00089,registration,2026-05-24 09:27:29,1
CE000005122,U0006199,CH03,ADC00089,activation,2026-05-24 10:12:29,1
CE000005123,U0006200,CH03,ADC00100,registration,2026-03-08 11:26:02,1
CE000005124,U0006200,CH03,ADC00100,activation,2026-03-08 10:41:02,1
CE000005125,U0006201,CH03,ADC00090,registration,2026-06-08 19:05:39,1
CE000005126,U0006202,CH06,,registration,2026-01-11 00:40:07,1
CE000005127,U0006204,CH03,ADC00089,registration,2026-05-17 05:42:53,1
CE000005128,U0006204,CH03,ADC00089,activation,2026-05-17 05:44:53,1
CE000005129,U0006205,CH03,ADC00007,registration,2026-05-16 07:35:33,1
CE000005130,U0006205,CH03,ADC00007,activation,2026-05-16 08:05:33,1
CE000005131,U0006206,CH04,ADC00084,registration,2026-04-20 04:49:03,1
CE000005132,U0006206,CH04,ADC00084,activation,2026-04-20 02:56:03,1
CE000005133,U0006207,CH05,ADC00083,registration,2026-05-29 10:52:28,1
CE000005134,U0006207,CH05,ADC00083,activation,2026-05-29 06:21:28,1
CE000005135,U0006209,CH03,ADC00090,registration,2026-07-17 04:30:57,1
CE000005136,U0006213,CH06,ADC00032,registration,2026-03-10 22:15:37,1
CE000005137,U0006213,CH06,ADC00032,activation,2026-03-11 00:41:37,1
CE000005138,U0006216,CH05,ADC00072,registration,2026-07-24 02:24:04,1
CE000005139,U0006217,CH06,ADC00093,registration,2026-08-15 23:17:39,1
CE000005140,U0006217,CH06,ADC00093,activation,2026-08-15 21:34:39,1
CE000005141,U0006224,CH03,ADC00100,registration,2026-01-11 19:28:33,1
CE000005142,U0006224,CH03,ADC00100,activation,2026-01-11 22:08:33,1
CE000005143,U0006225,CH05,,registration,2026-08-21 21:48:09,1
CE000005144,U0006226,CH05,ADC00045,registration,2026-06-17 08:50:19,1
CE000005145,U0006226,CH05,ADC00045,activation,2026-06-17 07:03:19,1
CE000005146,U0006228,CH03,ADC00090,registration,2026-06-26 15:12:03,1
CE000005147,U0006230,CH04,ADC00001,registration,2026-05-30 17:31:29,1
CE000005148,U0006230,CH04,ADC00001,activation,2026-05-30 15:52:29,1
CE000005149,U0006231,CH05,ADC00047,registration,2026-01-08 16:20:11,1
CE000005150,U0006231,CH05,ADC00047,activation,2026-01-08 18:10:11,1
CE000005151,U0006234,CH03,ADC00089,registration,2026-05-13 09:56:42,1
CE000005152,U0006234,CH03,ADC00089,activation,2026-05-13 13:12:42,1
CE000005153,U0006236,CH04,ADC00058,registration,2026-06-23 20:42:11,1
CE000005154,U0006236,CH04,ADC00058,activation,2026-06-23 23:01:11,1
CE000005155,U0006240,CH04,ADC00015,registration,2026-01-27 08:38:31,1
CE000005156,U0006240,CH04,ADC00015,activation,2026-01-27 08:18:31,1
CE000005157,U0006243,CH03,ADC00030,registration,2026-04-22 06:25:52,1
CE000005158,U0006244,CH05,ADC00047,registration,2026-01-07 16:12:20,1
CE000005159,U0006244,CH05,ADC00047,activation,2026-01-07 20:08:20,1
CE000005160,U0006245,CH03,ADC00100,registration,2026-03-09 19:09:13,1
CE000005161,U0006246,CH03,ADC00030,registration,2026-04-22 13:18:58,1
CE000005162,U0006246,CH03,ADC00030,activation,2026-04-22 17:11:58,1
CE000005163,U0006248,CH04,ADC00023,registration,2026-07-06 12:16:16,1
CE000005164,U0006248,CH04,ADC00023,activation,2026-07-06 07:37:16,1
CE000005165,U0006250,CH03,ADC00086,registration,2026-01-27 12:33:28,1
CE000005166,U0006250,CH03,ADC00086,activation,2026-01-27 15:03:28,1
CE000005167,U0006253,CH05,ADC00068,registration,2026-02-28 01:07:43,1
CE000005168,U0006253,CH05,ADC00068,activation,2026-02-28 04:02:43,1
CE000005169,U0006257,CH05,ADC00059,registration,2026-07-05 10:30:43,1
CE000005170,U0006259,CH05,ADC00074,registration,2026-05-14 01:53:32,1
CE000005171,U0006259,CH05,ADC00074,activation,2026-05-14 02:52:32,1
CE000005172,U0006261,CH03,ADC00008,registration,2026-01-28 02:05:54,1
CE000005173,U0006263,CH04,ADC00066,registration,2026-04-12 02:42:30,1
CE000005174,U0006263,CH04,ADC00066,activation,2026-04-12 04:33:30,1
CE000005175,U0006265,CH05,ADC00029,registration,2026-06-28 19:44:05,1
CE000005176,U0006265,CH05,ADC00029,activation,2026-06-28 17:29:05,1
CE000005177,U0006267,CH06,ADC00050,registration,2026-04-08 22:50:03,1
CE000005178,U0006268,CH05,ADC00068,registration,2026-03-20 19:10:02,1
CE000005179,U0006268,CH05,ADC00068,activation,2026-03-20 18:12:02,1
CE000005180,U0006269,CH05,ADC00029,registration,2026-07-03 15:01:00,1
CE000005181,U0006272,CH03,ADC00019,registration,2026-07-19 06:23:48,1
CE000005182,U0006274,CH03,ADC00019,registration,2026-08-07 00:53:12,1
CE000005183,U0006274,CH03,ADC00019,activation,2026-08-07 00:47:12,1
CE000005184,U0006275,CH03,ADC00085,registration,2026-01-21 19:59:25,1
CE000005185,U0006275,CH03,ADC00085,activation,2026-01-21 22:02:25,1
CE000005186,U0006280,CH03,ADC00090,registration,2026-07-18 02:14:14,1
CE000005187,U0006280,CH03,ADC00090,activation,2026-07-18 03:56:14,1
CE000005188,U0006282,CH06,ADC00032,registration,2026-02-24 14:35:36,1
CE000005189,U0006283,CH04,ADC00002,registration,2026-03-30 14:48:55,1
CE000005190,U0006283,CH04,ADC00002,activation,2026-03-30 14:53:55,1
CE000005191,U0006284,CH03,ADC00019,registration,2026-07-31 14:11:00,1
CE000005192,U0006284,CH03,ADC00019,activation,2026-07-31 18:05:00,1
CE000005193,U0006285,CH06,ADC00005,registration,2026-05-14 01:08:39,1
CE000005194,U0006285,CH06,ADC00005,activation,2026-05-13 21:53:39,1
CE000005195,U0006286,CH03,ADC00091,registration,2026-06-19 04:32:31,1
CE000005196,U0006286,CH03,ADC00091,activation,2026-06-19 03:05:31,1
CE000005197,U0006288,CH03,ADC00016,registration,2026-04-20 17:26:07,1
CE000005198,U0006288,CH03,ADC00016,activation,2026-04-20 15:52:07,1
CE000005199,U0006289,CH03,ADC00028,registration,2026-04-08 03:06:30,1
CE000005200,U0006296,CH03,ADC00095,registration,2026-06-21 06:46:46,1
CE000005201,U0006296,CH03,ADC00095,activation,2026-06-21 04:00:46,1
CE000005202,U0006299,CH04,ADC00063,registration,2026-07-17 21:29:36,1
CE000005203,U0006301,CH06,ADC00010,registration,2026-06-07 21:02:40,1
CE000005204,U0006301,CH06,ADC00010,activation,2026-06-07 20:55:40,1
CE000005205,U0006303,CH05,ADC00097,registration,2026-03-11 08:06:22,1
CE000005206,U0006304,CH04,ADC00027,registration,2026-06-01 02:56:32,1
CE000005207,U0006308,CH03,ADC00088,registration,2026-05-16 04:47:01,1
CE000005208,U0006308,CH03,ADC00088,activation,2026-05-16 07:07:01,1
CE000005209,U0006309,CH06,ADC00093,registration,2026-08-27 18:36:22,1
CE000005210,U0006310,CH04,ADC00054,registration,2026-01-07 04:00:53,1
CE000005211,U0006313,CH06,ADC00005,registration,2026-04-06 10:59:34,1
CE000005212,U0006313,CH06,ADC00005,activation,2026-04-06 08:41:34,1
CE000005213,U0006314,CH03,ADC00100,registration,2026-02-23 11:35:27,1
CE000005214,U0006315,CH04,ADC00033,registration,2026-06-09 16:53:17,1
CE000005215,U0006315,CH04,ADC00033,activation,2026-06-09 19:35:17,1
CE000005216,U0006318,CH06,ADC00093,registration,2026-08-03 21:44:13,1
CE000005217,U0006319,CH03,ADC00088,registration,2026-05-02 17:37:59,1
CE000005218,U0006319,CH03,ADC00088,activation,2026-05-02 19:30:59,1
CE000005219,U0006320,CH03,ADC00028,registration,2026-04-03 12:15:41,1
CE000005220,U0006320,CH03,ADC00028,activation,2026-04-03 12:36:41,1
CE000005221,U0006321,CH05,ADC00059,registration,2026-06-10 14:03:37,1
CE000005222,U0006321,CH05,ADC00059,activation,2026-06-10 11:04:37,1
CE000005223,U0006322,CH05,ADC00042,registration,2026-02-25 11:46:56,1
CE000005224,U0006322,CH05,ADC00042,activation,2026-02-25 07:31:56,1
CE000005225,U0006324,CH04,ADC00077,registration,2026-03-27 14:41:23,1
CE000005226,U0006324,CH04,ADC00077,activation,2026-03-27 17:12:23,1
CE000005227,U0006328,CH03,ADC00061,registration,2026-04-07 11:45:16,1
CE000005228,U0006328,CH03,ADC00061,activation,2026-04-07 15:22:16,1
CE000005229,U0006330,CH03,ADC00008,registration,2026-01-30 08:17:56,1
CE000005230,U0006330,CH03,ADC00008,activation,2026-01-30 09:43:56,1
CE000005231,U0006331,CH04,ADC00084,registration,2026-04-19 00:38:54,1
CE000005232,U0006331,CH04,ADC00084,activation,2026-04-19 00:21:54,1
CE000005233,U0006332,CH03,ADC00088,registration,2026-05-01 19:05:05,1
CE000005234,U0006332,CH03,ADC00088,activation,2026-05-01 18:25:05,1
CE000005235,U0006336,CH03,ADC00030,registration,2026-04-24 00:33:43,1
CE000005236,U0006338,CH06,ADC00093,registration,2026-07-28 20:41:30,1
CE000005237,U0006339,CH05,ADC00076,registration,2026-02-17 09:18:50,1
CE000005238,U0006340,CH03,ADC00008,registration,2026-03-13 00:56:44,1
CE000005239,U0006341,CH05,ADC00042,registration,2026-03-13 18:36:54,1
CE000005240,U0006341,CH05,ADC00042,activation,2026-03-13 17:00:54,1
CE000005241,U0006342,CH04,ADC00033,registration,2026-05-25 05:32:29,1
CE000005242,U0006342,CH04,ADC00033,activation,2026-05-25 05:44:29,1
CE000005243,U0006343,CH05,ADC00020,registration,2026-05-07 14:41:28,1
CE000005244,U0006343,CH05,ADC00020,activation,2026-05-07 15:04:28,1
CE000005245,U0006348,CH04,ADC00054,registration,2026-01-04 01:26:20,1
CE000005246,U0006348,CH04,ADC00054,activation,2026-01-03 22:47:20,1
CE000005247,U0006351,CH03,ADC00016,registration,2026-04-10 17:10:05,1
CE000005248,U0006351,CH03,ADC00016,activation,2026-04-10 17:48:05,1
CE000005249,U0006356,CH03,ADC00100,registration,2026-01-14 08:42:18,1
CE000005250,U0006356,CH03,ADC00100,activation,2026-01-14 05:48:18,1
CE000005251,U0006361,CH03,ADC00088,registration,2026-04-30 13:04:00,1
CE000005252,U0006361,CH03,ADC00088,activation,2026-04-30 09:42:00,1
CE000005253,U0006362,CH06,ADC00050,registration,2026-03-17 05:04:17,1
CE000005254,U0006362,CH06,ADC00050,activation,2026-03-17 10:15:17,1
CE000005255,U0006363,CH05,ADC00068,registration,2026-02-17 23:27:05,1
CE000005256,U0006363,CH05,ADC00068,activation,2026-02-18 00:03:05,1
CE000005257,U0006364,CH06,ADC00032,registration,2026-01-12 04:05:16,1
CE000005258,U0006364,CH06,ADC00032,activation,2026-01-11 23:52:16,1
CE000005259,U0006365,CH03,ADC00091,registration,2026-08-16 13:35:24,1
CE000005260,U0006365,CH03,ADC00091,activation,2026-08-16 12:41:24,1
CE000005261,U0006366,CH03,ADC00075,registration,2026-03-29 19:05:23,1
CE000005262,U0006366,CH03,ADC00075,activation,2026-03-29 18:49:23,1
CE000005263,U0006368,CH03,ADC00007,registration,2026-05-22 07:01:07,1
CE000005264,U0006372,CH03,,registration,2026-01-04 22:34:27,1
CE000005265,U0006373,CH05,ADC00042,registration,2026-02-13 12:58:41,1
CE000005266,U0006373,CH05,ADC00042,activation,2026-02-13 12:11:41,1
CE000005267,U0006374,CH03,ADC00030,registration,2026-04-23 22:11:26,1
CE000005268,U0006374,CH03,ADC00030,activation,2026-04-23 21:14:26,1
CE000005269,U0006375,CH03,ADC00035,registration,2026-05-10 18:35:05,1
CE000005270,U0006375,CH03,ADC00035,activation,2026-05-10 18:14:05,1
CE000005271,U0006376,CH06,ADC00036,registration,2026-08-01 14:50:26,1
CE000005272,U0006377,CH05,ADC00080,registration,2026-04-23 04:13:44,1
CE000005273,U0006377,CH05,ADC00080,activation,2026-04-23 08:36:44,1
CE000005274,U0006379,CH03,ADC00019,registration,2026-07-22 15:09:11,1
CE000005275,U0006379,CH03,ADC00019,activation,2026-07-22 15:35:11,1
CE000005276,U0006382,CH05,ADC00021,registration,2026-04-19 03:24:54,1
CE000005277,U0006382,CH05,ADC00021,activation,2026-04-19 05:30:54,1
CE000005278,U0006384,CH04,ADC00039,registration,2026-03-25 11:31:03,1
CE000005279,U0006385,CH05,ADC00047,registration,2026-01-21 08:54:48,1
CE000005280,U0006385,CH05,ADC00047,activation,2026-01-21 07:35:48,1
