touch_id,recall_campaign_id,user_id,touch_channel,sent_at,delivered,clicked
RCT000004026,RC0024,U0008661,push,2026-06-08 09:00:00,1,0
RCT000004027,RC0012,U0004276,push,2026-03-01 13:00:00,1,1
RCT000004028,RC0016,U0003837,in_app,2026-02-21 13:00:00,1,1
RCT000004029,RC0017,U0004528,sms,2026-04-08 17:00:00,1,0
RCT000004030,RC0016,U0004408,in_app,2026-02-26 19:00:00,1,1
RCT000004031,RC0004,U0007127,in_app,2026-01-31 16:00:00,1,0
RCT000004032,RC0007,U0003803,push,2026-06-27 14:00:00,0,0
RCT000004033,RC0011,U0007841,sms,2026-07-16 17:00:00,1,0
RCT000004034,RC0006,U0005243,in_app,2026-02-20 08:00:00,1,0
RCT000004035,RC0002,U0005154,push,2026-06-14 13:00:00,1,0
RCT000004036,RC0001,U0010567,push,2026-08-01 09:00:00,1,1
RCT000004037,RC0021,U0008892,in_app,2026-04-19 18:00:00,1,0
RCT000004038,RC0004,U0004382,in_app,2026-02-01 20:00:00,1,0
RCT000004039,RC0021,U0011003,in_app,2026-04-20 15:00:00,0,0
RCT000004040,RC0013,U0002856,push,2026-02-14 14:00:00,1,0
RCT000004041,RC0021,U0002239,in_app,2026-04-17 11:00:00,1,0
RCT000004042,RC0012,U0007959,push,2026-02-28 20:00:00,1,0
RCT000004043,RC0014,U0007947,push,2026-03-23 13:00:00,0,0
RCT000004044,RC0021,U0005931,in_app,2026-04-20 14:00:00,1,0
RCT000004045,RC0016,U0004310,in_app,2026-02-25 11:00:00,1,0
RCT000004046,RC0002,U0010865,push,2026-06-19 13:00:00,1,0
RCT000004047,RC0003,U0008858,push,2026-02-10 11:00:00,1,1
RCT000004048,RC0003,U0011095,push,2026-02-13 13:00:00,1,0
RCT000004049,RC0008,U0007526,push,2026-06-26 13:00:00,1,0
RCT000004050,RC0007,U0011455,push,2026-06-28 21:00:00,1,0
RCT000004051,RC0013,U0011337,push,2026-02-15 16:00:00,1,0
RCT000004052,RC0001,U0007483,push,2026-07-26 13:00:00,1,0
RCT000004053,RC0024,U0004411,push,2026-06-06 15:00:00,1,0
RCT000004054,RC0024,U0009263,push,2026-06-06 09:00:00,1,0
RCT000004055,RC0018,U0006735,push,2026-02-09 21:00:00,1,0
RCT000004056,RC0011,U0005006,sms,2026-07-14 08:00:00,1,0
RCT000004057,RC0006,U0002663,in_app,2026-02-16 14:00:00,1,0
RCT000004058,RC0010,U0005850,push,2026-03-18 19:00:00,1,1
RCT000004059,RC0011,U0000106,sms,2026-07-11 16:00:00,1,0
RCT000004060,RC0021,U0005104,in_app,2026-04-15 09:00:00,0,0
RCT000004061,RC0012,U0002743,push,2026-03-05 21:00:00,1,0
RCT000004062,RC0003,U0002179,push,2026-02-16 12:00:00,1,0
RCT000004063,RC0016,U0009128,in_app,2026-02-25 09:00:00,1,0
RCT000004064,RC0003,U0009170,push,2026-02-14 15:00:00,1,0
RCT000004065,RC0024,U0005556,push,2026-06-09 11:00:00,1,0
RCT000004066,RC0021,U0004705,in_app,2026-04-15 20:00:00,1,0
RCT000004067,RC0015,U0008529,push,2026-04-22 21:00:00,1,0
RCT000004068,RC0006,U0006965,in_app,2026-02-19 13:00:00,1,0
RCT000004069,RC0017,U0001493,sms,2026-04-09 17:00:00,1,0
RCT000004070,RC0010,U0007299,push,2026-03-17 13:00:00,1,1
RCT000004071,RC0007,U0006206,push,2026-06-24 11:00:00,1,0
RCT000004072,RC0009,U0010147,sms,2026-05-07 20:00:00,1,1
RCT000004073,RC0021,U0005796,in_app,2026-04-16 17:00:00,1,0
RCT000004074,RC0024,U0010184,push,2026-06-09 13:00:00,1,0
RCT000004075,RC0001,U0008177,push,2026-07-26 18:00:00,1,1
RCT000004076,RC0016,U0007789,in_app,2026-02-25 09:00:00,1,0
RCT000004077,RC0007,U0004683,push,2026-06-27 13:00:00,1,1
RCT000004078,RC0014,U0011922,push,2026-03-23 19:00:00,1,0
RCT000004079,RC0007,U0005218,push,2026-06-28 14:00:00,1,0
RCT000004080,RC0011,U0010621,sms,2026-07-11 08:00:00,1,0
RCT000004081,RC0007,U0006440,push,2026-06-28 12:00:00,1,1
RCT000004082,RC0023,U0011010,sms,2026-05-31 16:00:00,1,0
RCT000004083,RC0006,U0000795,in_app,2026-02-15 20:00:00,1,0
RCT000004084,RC0011,U0010441,sms,2026-07-16 20:00:00,1,0
RCT000004085,RC0004,U0004084,in_app,2026-02-03 15:00:00,0,0
RCT000004086,RC0018,U0008959,push,2026-02-08 14:00:00,1,0
RCT000004087,RC0002,U0007693,push,2026-06-13 19:00:00,1,0
RCT000004088,RC0002,U0007036,push,2026-06-17 17:00:00,1,0
RCT000004089,RC0015,U0009488,push,2026-04-23 08:00:00,1,0
RCT000004090,RC0017,U0001757,sms,2026-04-13 20:00:00,1,0
RCT000004091,RC0023,U0009035,sms,2026-05-28 16:00:00,1,0
RCT000004092,RC0008,U0007364,push,2026-06-24 10:00:00,1,1
RCT000004093,RC0001,U0003680,push,2026-07-27 20:00:00,1,0
RCT000004094,RC0014,U0003011,push,2026-03-25 08:00:00,1,1
RCT000004095,RC0010,U0004750,push,2026-03-18 11:00:00,1,0
RCT000004096,RC0014,U0007828,push,2026-03-21 18:00:00,1,0
RCT000004097,RC0022,U0005980,in_app,2026-05-23 15:00:00,1,1
RCT000004098,RC0017,U0004314,sms,2026-04-12 14:00:00,1,0
RCT000004099,RC0004,U0005865,in_app,2026-02-04 16:00:00,1,1
RCT000004100,RC0004,U0007036,in_app,2026-02-05 14:00:00,0,0
RCT000004101,RC0009,U0011434,sms,2026-05-12 20:00:00,1,0
RCT000004102,RC0014,U0011365,push,2026-03-24 18:00:00,1,0
RCT000004103,RC0003,U0003758,push,2026-02-14 13:00:00,1,0
RCT000004104,RC0015,U0004753,push,2026-04-25 21:00:00,1,0
RCT000004105,RC0004,U0005199,in_app,2026-02-03 10:00:00,1,0
RCT000004106,RC0007,U0000385,push,2026-06-29 09:00:00,1,0
RCT000004107,RC0006,U0003557,in_app,2026-02-21 14:00:00,1,0
RCT000004108,RC0003,U0009318,push,2026-02-16 10:00:00,1,0
RCT000004109,RC0003,U0011754,push,2026-02-10 17:00:00,1,1
RCT000004110,RC0012,U0002618,push,2026-03-02 10:00:00,1,0
RCT000004111,RC0001,U0009836,push,2026-07-30 08:00:00,1,0
RCT000004112,RC0005,U0004570,push,2026-07-29 14:00:00,1,0
RCT000004113,RC0003,U0002940,push,2026-02-14 13:00:00,1,0
RCT000004114,RC0007,U0002828,push,2026-06-26 14:00:00,1,0
RCT000004115,RC0009,U0011913,sms,2026-05-12 19:00:00,1,0
RCT000004116,RC0022,U0001930,in_app,2026-05-26 09:00:00,1,0
RCT000004117,RC0007,U0011682,push,2026-06-23 14:00:00,1,0
RCT000004118,RC0010,U0005086,push,2026-03-17 16:00:00,1,0
RCT000004119,RC0005,U0011994,push,2026-08-01 09:00:00,1,0
RCT000004120,RC0009,U0003330,sms,2026-05-12 16:00:00,1,0
RCT000004121,RC0005,U0007760,push,2026-08-01 21:00:00,1,1
RCT000004122,RC0001,U0000575,push,2026-07-26 16:00:00,1,0
RCT000004123,RC0004,U0003175,in_app,2026-02-02 10:00:00,1,0
RCT000004124,RC0024,U0002210,push,2026-06-09 08:00:00,1,0
RCT000004125,RC0013,U0002999,push,2026-02-20 19:00:00,1,0
RCT000004126,RC0010,U0004520,push,2026-03-13 17:00:00,1,0
RCT000004127,RC0020,U0010315,push,2026-05-26 13:00:00,1,1
RCT000004128,RC0016,U0007233,in_app,2026-02-25 08:00:00,1,0
RCT000004129,RC0013,U0000757,push,2026-02-20 21:00:00,1,0
RCT000004130,RC0014,U0011057,push,2026-03-25 19:00:00,1,0
RCT000004131,RC0002,U0011503,push,2026-06-16 16:00:00,1,0
RCT000004132,RC0011,U0005394,sms,2026-07-10 12:00:00,1,1
RCT000004133,RC0018,U0007612,push,2026-02-09 09:00:00,1,0
RCT000004134,RC0006,U0006665,in_app,2026-02-16 12:00:00,1,0
RCT000004135,RC0019,U0001176,sms,2026-06-27 08:00:00,0,0
RCT000004136,RC0015,U0007404,push,2026-04-25 13:00:00,1,1
RCT000004137,RC0010,U0001497,push,2026-03-13 19:00:00,1,0
RCT000004138,RC0012,U0002535,push,2026-03-05 08:00:00,1,0
RCT000004139,RC0022,U0007469,in_app,2026-05-27 12:00:00,1,0
RCT000004140,RC0015,U0008068,push,2026-04-22 20:00:00,1,0
RCT000004141,RC0022,U0004891,in_app,2026-05-27 09:00:00,1,0
RCT000004142,RC0022,U0000042,in_app,2026-05-25 11:00:00,1,0
RCT000004143,RC0017,U0005169,sms,2026-04-08 14:00:00,1,0
RCT000004144,RC0020,U0006834,push,2026-05-29 14:00:00,1,0
RCT000004145,RC0003,U0005969,push,2026-02-13 10:00:00,1,0
RCT000004146,RC0015,U0005129,push,2026-04-27 17:00:00,1,0
RCT000004147,RC0021,U0006545,in_app,2026-04-15 13:00:00,1,0
RCT000004148,RC0017,U0006257,sms,2026-04-13 09:00:00,1,0
RCT000004149,RC0009,U0005408,sms,2026-05-06 19:00:00,1,0
RCT000004150,RC0003,U0000851,push,2026-02-16 18:00:00,1,0
RCT000004151,RC0002,U0009515,push,2026-06-18 13:00:00,1,0
RCT000004152,RC0008,U0004019,push,2026-06-21 13:00:00,1,0
RCT000004153,RC0016,U0003905,in_app,2026-02-20 12:00:00,1,1
RCT000004154,RC0006,U0010576,in_app,2026-02-15 09:00:00,1,1
RCT000004155,RC0021,U0002589,in_app,2026-04-17 20:00:00,1,1
RCT000004156,RC0019,U0003940,sms,2026-06-26 15:00:00,1,0
RCT000004157,RC0014,U0007004,push,2026-03-25 11:00:00,1,0
RCT000004158,RC0003,U0003791,push,2026-02-10 10:00:00,1,1
RCT000004159,RC0006,U0009638,in_app,2026-02-15 15:00:00,1,0
RCT000004160,RC0014,U0001553,push,2026-03-25 21:00:00,1,0
RCT000004161,RC0018,U0011276,push,2026-02-12 13:00:00,1,0
RCT000004162,RC0015,U0005198,push,2026-04-21 20:00:00,1,0
RCT000004163,RC0008,U0003310,push,2026-06-25 14:00:00,1,0
RCT000004164,RC0003,U0004878,push,2026-02-16 11:00:00,1,1
RCT000004165,RC0008,U0000755,push,2026-06-22 09:00:00,1,0
RCT000004166,RC0017,U0009495,sms,2026-04-12 18:00:00,1,1
RCT000004167,RC0002,U0001666,push,2026-06-17 08:00:00,1,0
RCT000004168,RC0012,U0006013,push,2026-03-03 12:00:00,1,1
RCT000004169,RC0018,U0009344,push,2026-02-12 11:00:00,1,0
RCT000004170,RC0015,U0004031,push,2026-04-23 17:00:00,1,0
RCT000004171,RC0014,U0007820,push,2026-03-21 10:00:00,1,0
RCT000004172,RC0014,U0003149,push,2026-03-24 18:00:00,1,0
RCT000004173,RC0015,U0003376,push,2026-04-23 10:00:00,1,1
RCT000004174,RC0016,U0001667,in_app,2026-02-24 18:00:00,1,0
RCT000004175,RC0005,U0005820,push,2026-08-02 18:00:00,1,1
RCT000004176,RC0020,U0002677,push,2026-05-25 16:00:00,1,0
RCT000004177,RC0019,U0010159,sms,2026-06-26 15:00:00,1,0
RCT000004178,RC0003,U0005633,push,2026-02-10 17:00:00,1,0
RCT000004179,RC0016,U0009197,in_app,2026-02-20 11:00:00,0,0
RCT000004180,RC0016,U0001447,in_app,2026-02-25 13:00:00,1,0
RCT000004181,RC0010,U0005282,push,2026-03-17 08:00:00,1,1
RCT000004182,RC0002,U0007892,push,2026-06-17 08:00:00,1,0
RCT000004183,RC0014,U0003872,push,2026-03-26 17:00:00,1,0
RCT000004184,RC0020,U0004950,push,2026-05-29 16:00:00,1,0
RCT000004185,RC0024,U0000689,push,2026-06-06 12:00:00,1,0
RCT000004186,RC0013,U0008236,push,2026-02-15 11:00:00,1,0
RCT000004187,RC0023,U0002603,sms,2026-05-31 18:00:00,1,0
RCT000004188,RC0008,U0005165,push,2026-06-22 14:00:00,1,0
RCT000004189,RC0010,U0009647,push,2026-03-15 16:00:00,1,0
RCT000004190,RC0017,U0000042,sms,2026-04-13 19:00:00,1,0
RCT000004191,RC0023,U0001791,sms,2026-06-02 21:00:00,1,0
RCT000004192,RC0019,U0005204,sms,2026-06-25 20:00:00,1,0
RCT000004193,RC0018,U0011844,push,2026-02-10 14:00:00,1,0
RCT000004194,RC0015,U0006507,push,2026-04-25 11:00:00,1,0
RCT000004195,RC0001,U0011994,push,2026-07-31 19:00:00,0,0
RCT000004196,RC0003,U0006133,push,2026-02-15 21:00:00,1,0
RCT000004197,RC0006,U0003030,in_app,2026-02-16 19:00:00,1,0
RCT000004198,RC0005,U0007712,push,2026-07-29 13:00:00,1,0
RCT000004199,RC0021,U0003413,in_app,2026-04-16 18:00:00,1,0
RCT000004200,RC0006,U0011588,in_app,2026-02-21 21:00:00,1,0
RCT000004201,RC0001,U0004590,push,2026-07-26 17:00:00,1,0
RCT000004202,RC0008,U0000623,push,2026-06-25 17:00:00,1,0
RCT000004203,RC0011,U0000622,sms,2026-07-15 08:00:00,1,0
RCT000004204,RC0009,U0005194,sms,2026-05-07 10:00:00,1,0
RCT000004205,RC0009,U0007351,sms,2026-05-12 09:00:00,1,0
RCT000004206,RC0009,U0006733,sms,2026-05-08 11:00:00,1,0
RCT000004207,RC0006,U0000616,in_app,2026-02-19 21:00:00,1,0
RCT000004208,RC0001,U0001346,push,2026-07-28 17:00:00,1,1
RCT000004209,RC0004,U0004171,in_app,2026-02-03 11:00:00,1,0
RCT000004210,RC0022,U0000004,in_app,2026-05-26 16:00:00,1,0
RCT000004211,RC0002,U0001805,push,2026-06-14 15:00:00,1,0
RCT000004212,RC0004,U0000790,in_app,2026-02-01 20:00:00,1,1
RCT000004213,RC0016,U0005198,in_app,2026-02-25 19:00:00,1,0
RCT000004214,RC0020,U0010174,push,2026-05-24 16:00:00,1,0
RCT000004215,RC0023,U0009826,sms,2026-06-01 20:00:00,1,0
RCT000004216,RC0022,U0000634,in_app,2026-05-24 11:00:00,1,1
RCT000004217,RC0024,U0003774,push,2026-06-05 09:00:00,1,0
RCT000004218,RC0017,U0005595,sms,2026-04-12 14:00:00,1,0
RCT000004219,RC0005,U0004948,push,2026-08-01 12:00:00,1,0
RCT000004220,RC0019,U0002855,sms,2026-06-27 18:00:00,1,0
RCT000004221,RC0006,U0005026,in_app,2026-02-21 09:00:00,1,0
RCT000004222,RC0015,U0000220,push,2026-04-21 09:00:00,1,1
RCT000004223,RC0015,U0008261,push,2026-04-25 11:00:00,1,0
RCT000004224,RC0003,U0005737,push,2026-02-11 08:00:00,1,0
RCT000004225,RC0005,U0005967,push,2026-07-30 19:00:00,1,1
RCT000004226,RC0013,U0004087,push,2026-02-18 19:00:00,1,0
RCT000004227,RC0012,U0003622,push,2026-03-05 20:00:00,1,0
RCT000004228,RC0024,U0009405,push,2026-06-10 08:00:00,0,0
RCT000004229,RC0014,U0000714,push,2026-03-22 18:00:00,1,0
RCT000004230,RC0020,U0008845,push,2026-05-29 20:00:00,1,0
RCT000004231,RC0001,U0004835,push,2026-07-30 16:00:00,1,0
RCT000004232,RC0012,U0000824,push,2026-03-04 20:00:00,0,0
RCT000004233,RC0015,U0009032,push,2026-04-27 14:00:00,1,0
RCT000004234,RC0012,U0004846,push,2026-03-03 11:00:00,0,0
RCT000004235,RC0003,U0000781,push,2026-02-15 21:00:00,1,0
RCT000004236,RC0015,U0005127,push,2026-04-22 15:00:00,1,0
RCT000004237,RC0006,U0010269,in_app,2026-02-17 09:00:00,1,0
RCT000004238,RC0011,U0002794,sms,2026-07-12 19:00:00,1,0
RCT000004239,RC0021,U0008772,in_app,2026-04-17 08:00:00,1,0
RCT000004240,RC0020,U0002354,push,2026-05-29 21:00:00,1,0
RCT000004241,RC0002,U0008381,push,2026-06-14 11:00:00,1,0
RCT000004242,RC0001,U0008900,push,2026-07-30 14:00:00,1,0
RCT000004243,RC0023,U0009312,sms,2026-05-30 12:00:00,1,0
RCT000004244,RC0019,U0007023,sms,2026-06-30 20:00:00,1,0
RCT000004245,RC0020,U0007406,push,2026-05-26 14:00:00,1,0
RCT000004246,RC0001,U0004964,push,2026-07-27 08:00:00,1,0
RCT000004247,RC0020,U0000434,push,2026-05-24 16:00:00,0,0
RCT000004248,RC0002,U0007164,push,2026-06-13 16:00:00,1,0
RCT000004249,RC0015,U0004654,push,2026-04-24 21:00:00,1,0
RCT000004250,RC0010,U0006764,push,2026-03-12 11:00:00,1,0
RCT000004251,RC0002,U0011791,push,2026-06-14 16:00:00,1,0
RCT000004252,RC0015,U0000689,push,2026-04-23 12:00:00,0,0
RCT000004253,RC0018,U0009692,push,2026-02-14 18:00:00,1,0
RCT000004254,RC0020,U0010946,push,2026-05-26 16:00:00,1,0
RCT000004255,RC0021,U0001138,in_app,2026-04-15 09:00:00,1,1
RCT000004256,RC0008,U0003553,push,2026-06-22 14:00:00,1,0
RCT000004257,RC0001,U0005101,push,2026-07-30 08:00:00,1,1
RCT000004258,RC0019,U0010904,sms,2026-06-25 19:00:00,1,0
RCT000004259,RC0022,U0001055,in_app,2026-05-24 21:00:00,1,0
RCT000004260,RC0016,U0010931,in_app,2026-02-23 14:00:00,1,0
RCT000004261,RC0012,U0001881,push,2026-03-03 08:00:00,1,0
RCT000004262,RC0004,U0001475,in_app,2026-02-05 13:00:00,1,0
RCT000004263,RC0018,U0001886,push,2026-02-11 14:00:00,1,0
RCT000004264,RC0005,U0009895,push,2026-08-01 18:00:00,1,0
RCT000004265,RC0017,U0003902,sms,2026-04-11 19:00:00,1,0
RCT000004266,RC0019,U0000514,sms,2026-06-26 14:00:00,0,0
RCT000004267,RC0016,U0001730,in_app,2026-02-25 16:00:00,1,0
RCT000004268,RC0016,U0003588,in_app,2026-02-25 20:00:00,0,0
RCT000004269,RC0010,U0006621,push,2026-03-13 11:00:00,1,0
RCT000004270,RC0016,U0002359,in_app,2026-02-25 19:00:00,1,0
RCT000004271,RC0024,U0000712,push,2026-06-05 08:00:00,1,0
RCT000004272,RC0005,U0006096,push,2026-07-30 15:00:00,1,1
RCT000004273,RC0009,U0007265,sms,2026-05-12 08:00:00,1,0
RCT000004274,RC0020,U0000939,push,2026-05-25 20:00:00,1,0
RCT000004275,RC0024,U0002786,push,2026-06-10 08:00:00,1,0
RCT000004276,RC0024,U0010297,push,2026-06-07 11:00:00,1,1
RCT000004277,RC0004,U0007655,in_app,2026-02-05 16:00:00,1,1
RCT000004278,RC0013,U0001429,push,2026-02-16 13:00:00,1,1
RCT000004279,RC0007,U0004025,push,2026-06-23 20:00:00,1,0
RCT000004280,RC0014,U0010412,push,2026-03-25 20:00:00,1,0
RCT000004281,RC0013,U0010565,push,2026-02-17 20:00:00,1,0
RCT000004282,RC0018,U0009395,push,2026-02-12 18:00:00,0,0
RCT000004283,RC0017,U0010906,sms,2026-04-14 16:00:00,1,0
RCT000004284,RC0001,U0007717,push,2026-08-01 08:00:00,1,0
RCT000004285,RC0001,U0006651,push,2026-07-26 17:00:00,1,0
RCT000004286,RC0021,U0008851,in_app,2026-04-15 18:00:00,1,0
RCT000004287,RC0017,U0009012,sms,2026-04-11 17:00:00,1,0
RCT000004288,RC0017,U0001084,sms,2026-04-08 18:00:00,1,0
RCT000004289,RC0013,U0003494,push,2026-02-20 11:00:00,1,0
RCT000004290,RC0015,U0010120,push,2026-04-22 15:00:00,1,0
RCT000004291,RC0021,U0007701,in_app,2026-04-20 15:00:00,1,0
RCT000004292,RC0016,U0003242,in_app,2026-02-26 13:00:00,1,0
RCT000004293,RC0015,U0001553,push,2026-04-27 21:00:00,1,0
RCT000004294,RC0020,U0009144,push,2026-05-25 21:00:00,0,0
RCT000004295,RC0006,U0004876,in_app,2026-02-19 12:00:00,1,0
RCT000004296,RC0009,U0002852,sms,2026-05-07 19:00:00,1,0
RCT000004297,RC0006,U0007412,in_app,2026-02-19 21:00:00,1,0
RCT000004298,RC0020,U0003707,push,2026-05-30 15:00:00,1,1
RCT000004299,RC0003,U0009790,push,2026-02-14 09:00:00,1,1
RCT000004300,RC0001,U0007986,push,2026-07-28 08:00:00,1,0
RCT000004301,RC0009,U0004926,sms,2026-05-10 13:00:00,0,0
RCT000004302,RC0009,U0006426,sms,2026-05-11 13:00:00,1,1
RCT000004303,RC0003,U0007443,push,2026-02-15 16:00:00,1,0
RCT000004304,RC0019,U0000705,sms,2026-06-30 20:00:00,1,0
RCT000004305,RC0005,U0009788,push,2026-08-03 15:00:00,1,0
RCT000004306,RC0015,U0002604,push,2026-04-25 18:00:00,1,0
RCT000004307,RC0013,U0005978,push,2026-02-16 12:00:00,1,1
RCT000004308,RC0009,U0001383,sms,2026-05-11 08:00:00,1,0
RCT000004309,RC0023,U0001763,sms,2026-05-30 10:00:00,1,0
RCT000004310,RC0001,U0005885,push,2026-07-29 17:00:00,0,0
RCT000004311,RC0015,U0002480,push,2026-04-23 08:00:00,1,0
RCT000004312,RC0011,U0002427,sms,2026-07-13 11:00:00,1,0
RCT000004313,RC0001,U0003062,push,2026-07-30 17:00:00,1,0
RCT000004314,RC0009,U0007125,sms,2026-05-12 13:00:00,1,0
RCT000004315,RC0007,U0009029,push,2026-06-26 13:00:00,1,0
RCT000004316,RC0009,U0000997,sms,2026-05-10 16:00:00,1,0
RCT000004317,RC0021,U0008489,in_app,2026-04-17 16:00:00,1,0
RCT000004318,RC0016,U0008991,in_app,2026-02-26 18:00:00,1,0
RCT000004319,RC0018,U0005230,push,2026-02-13 09:00:00,1,0
RCT000004320,RC0004,U0007510,in_app,2026-02-05 20:00:00,1,0
RCT000004321,RC0006,U0003369,in_app,2026-02-21 11:00:00,1,0
RCT000004322,RC0014,U0003348,push,2026-03-24 11:00:00,1,0
RCT000004323,RC0009,U0009428,sms,2026-05-11 11:00:00,1,1
RCT000004324,RC0018,U0002382,push,2026-02-13 11:00:00,1,0
RCT000004325,RC0012,U0002562,push,2026-02-28 21:00:00,1,1
RCT000004326,RC0016,U0002763,in_app,2026-02-25 21:00:00,1,1
RCT000004327,RC0021,U0009659,in_app,2026-04-18 17:00:00,1,1
RCT000004328,RC0009,U0000189,sms,2026-05-08 11:00:00,1,0
RCT000004329,RC0003,U0010219,push,2026-02-10 15:00:00,1,0
RCT000004330,RC0007,U0010526,push,2026-06-27 15:00:00,1,0
RCT000004331,RC0012,U0005596,push,2026-03-04 20:00:00,1,0
RCT000004332,RC0003,U0002589,push,2026-02-16 09:00:00,1,0
RCT000004333,RC0008,U0006521,push,2026-06-27 17:00:00,1,0
RCT000004334,RC0016,U0000781,in_app,2026-02-23 15:00:00,1,0
RCT000004335,RC0022,U0008226,in_app,2026-05-25 15:00:00,1,1
RCT000004336,RC0010,U0005186,push,2026-03-14 21:00:00,1,0
RCT000004337,RC0013,U0006129,push,2026-02-20 16:00:00,0,0
RCT000004338,RC0016,U0006048,in_app,2026-02-20 18:00:00,1,0
RCT000004339,RC0024,U0004692,push,2026-06-10 20:00:00,1,0
RCT000004340,RC0023,U0011656,sms,2026-05-28 14:00:00,0,0
RCT000004341,RC0005,U0005849,push,2026-07-28 15:00:00,0,0
RCT000004342,RC0018,U0002321,push,2026-02-08 16:00:00,1,0
RCT000004343,RC0010,U0003590,push,2026-03-12 18:00:00,1,0
RCT000004344,RC0004,U0010840,in_app,2026-02-05 15:00:00,1,0
RCT000004345,RC0006,U0004144,in_app,2026-02-18 09:00:00,1,1
RCT000004346,RC0006,U0002480,in_app,2026-02-20 14:00:00,1,0
RCT000004347,RC0003,U0003892,push,2026-02-10 21:00:00,0,0
RCT000004348,RC0018,U0009258,push,2026-02-12 18:00:00,1,1
RCT000004349,RC0015,U0011645,push,2026-04-26 16:00:00,1,0
RCT000004350,RC0017,U0009450,sms,2026-04-14 18:00:00,1,0
RCT000004351,RC0015,U0008938,push,2026-04-26 16:00:00,1,0
RCT000004352,RC0011,U0011593,sms,2026-07-13 17:00:00,1,0
RCT000004353,RC0002,U0003063,push,2026-06-18 20:00:00,1,0
RCT000004354,RC0002,U0009189,push,2026-06-19 19:00:00,1,0
RCT000004355,RC0018,U0000567,push,2026-02-11 20:00:00,1,0
RCT000004356,RC0024,U0005653,push,2026-06-08 10:00:00,1,0
RCT000004357,RC0009,U0006660,sms,2026-05-10 21:00:00,1,0
RCT000004358,RC0004,U0009672,in_app,2026-02-02 17:00:00,1,0
RCT000004359,RC0015,U0008059,push,2026-04-24 14:00:00,0,0
RCT000004360,RC0007,U0003165,push,2026-06-26 18:00:00,1,0
RCT000004361,RC0019,U0003493,sms,2026-07-01 11:00:00,1,0
RCT000004362,RC0011,U0003234,sms,2026-07-15 13:00:00,1,0
RCT000004363,RC0001,U0004522,push,2026-07-27 19:00:00,1,0
RCT000004364,RC0020,U0002015,push,2026-05-27 10:00:00,1,0
RCT000004365,RC0009,U0011864,sms,2026-05-07 18:00:00,1,0
RCT000004366,RC0007,U0004390,push,2026-06-29 19:00:00,1,0
RCT000004367,RC0009,U0011712,sms,2026-05-08 14:00:00,1,0
RCT000004368,RC0004,U0003262,in_app,2026-02-05 11:00:00,1,0
RCT000004369,RC0005,U0002816,push,2026-07-28 12:00:00,1,0
RCT000004370,RC0012,U0000910,push,2026-03-03 17:00:00,1,1
RCT000004371,RC0009,U0010685,sms,2026-05-06 18:00:00,1,1
RCT000004372,RC0020,U0006751,push,2026-05-25 16:00:00,1,1
RCT000004373,RC0002,U0004219,push,2026-06-17 09:00:00,1,0
RCT000004374,RC0017,U0003247,sms,2026-04-14 19:00:00,1,0
RCT000004375,RC0002,U0001996,push,2026-06-18 16:00:00,1,1
RCT000004376,RC0024,U0001853,push,2026-06-06 17:00:00,1,0
RCT000004377,RC0010,U0002604,push,2026-03-16 13:00:00,1,0
RCT000004378,RC0013,U0002736,push,2026-02-20 09:00:00,1,0
RCT000004379,RC0024,U0006712,push,2026-06-09 18:00:00,0,0
RCT000004380,RC0015,U0011319,push,2026-04-22 17:00:00,1,0
RCT000004381,RC0017,U0010052,sms,2026-04-10 10:00:00,1,0
RCT000004382,RC0007,U0005606,push,2026-06-28 10:00:00,1,0
RCT000004383,RC0010,U0004467,push,2026-03-17 11:00:00,1,0
RCT000004384,RC0014,U0007859,push,2026-03-24 20:00:00,1,0
RCT000004385,RC0018,U0008666,push,2026-02-10 17:00:00,1,1
RCT000004386,RC0024,U0009016,push,2026-06-08 08:00:00,1,1
RCT000004387,RC0022,U0001379,in_app,2026-05-25 10:00:00,1,1
RCT000004388,RC0007,U0002093,push,2026-06-25 09:00:00,1,0
RCT000004389,RC0022,U0008662,in_app,2026-05-27 09:00:00,1,1
RCT000004390,RC0021,U0009415,in_app,2026-04-19 13:00:00,1,0
RCT000004391,RC0004,U0007335,in_app,2026-02-02 15:00:00,1,0
RCT000004392,RC0018,U0002533,push,2026-02-08 17:00:00,1,1
RCT000004393,RC0012,U0007020,push,2026-03-05 14:00:00,1,0
RCT000004394,RC0023,U0009074,sms,2026-05-27 18:00:00,1,0
RCT000004395,RC0009,U0009545,sms,2026-05-10 20:00:00,1,0
RCT000004396,RC0018,U0009365,push,2026-02-12 15:00:00,1,0
RCT000004397,RC0021,U0011134,in_app,2026-04-14 12:00:00,1,0
RCT000004398,RC0023,U0009027,sms,2026-05-31 08:00:00,1,0
RCT000004399,RC0015,U0009593,push,2026-04-23 21:00:00,1,0
RCT000004400,RC0010,U0008448,push,2026-03-18 09:00:00,0,0
RCT000004401,RC0022,U0007928,in_app,2026-05-25 15:00:00,1,0
RCT000004402,RC0004,U0010796,in_app,2026-02-02 11:00:00,1,0
RCT000004403,RC0003,U0006088,push,2026-02-15 18:00:00,1,0
RCT000004404,RC0005,U0004301,push,2026-07-29 16:00:00,1,0
RCT000004405,RC0007,U0010934,push,2026-06-26 20:00:00,1,0
RCT000004406,RC0009,U0009462,sms,2026-05-08 14:00:00,1,0
