creator_id,primary_category_id,follower_count,published_content_count,quality_score,creator_type,snapshot_date
C000934,CAT04,366417,1779,0.5503,个人,2026-08-28
C000935,CAT02,880494,3099,0.434,个人,2026-08-28
C000936,CAT11,780761,2800,0.6036,媒体,2026-08-28
C000937,CAT12,653229,2599,0.5797,个人,2026-08-28
C000938,CAT07,14862,3283,0.4604,个人,2026-08-28
C000939,CAT02,37787,56,0.2393,个人,2026-08-28
C000940,CAT01,1197347,404,0.5568,个人,2026-08-28
C000941,CAT12,717264,2411,0.3382,个人,2026-08-28
C000942,CAT12,975983,2389,0.8954,个人,2026-08-28
C000943,CAT07,816211,3734,0.4942,个人,2026-08-28
C000944,CAT10,1186518,1843,0.8145,个人,2026-08-28
C000945,CAT11,747218,2275,0.731,个人,2026-08-28
C000946,CAT06,310495,1498,0.2733,个人,2026-08-28
C000947,CAT03,850627,1250,0.6396,个人,2026-08-28
C000948,CAT06,1183087,1900,0.7381,个人,2026-08-28
C000949,CAT09,361298,220,0.353,个人,2026-08-28
C000950,CAT03,291499,492,0.5316,个人,2026-08-28
C000951,CAT09,711508,1810,0.5603,机构,2026-08-28
C000952,CAT06,61588,698,0.4282,个人,2026-08-28
C000953,CAT09,555317,1978,0.4719,个人,2026-08-28
C000954,CAT07,213747,1773,0.4965,媒体,2026-08-28
C000955,CAT02,18744,1422,0.4325,机构,2026-08-28
C000956,CAT06,177939,3374,0.314,个人,2026-08-28
C000957,CAT06,85095,509,0.7225,个人,2026-08-28
C000958,CAT09,517480,386,0.6403,个人,2026-08-28
C000959,CAT08,820526,861,0.3469,个人,2026-08-28
C000960,CAT01,826784,3206,0.5678,个人,2026-08-28
C000961,CAT06,348191,402,0.7569,个人,2026-08-28
C000962,CAT12,731942,3093,0.5504,个人,2026-08-28
C000963,CAT08,629086,1344,0.4182,个人,2026-08-28
C000964,CAT05,452461,1753,0.43,个人,2026-08-28
C000965,CAT09,476030,1386,0.4713,个人,2026-08-28
C000966,CAT05,465942,450,0.4097,个人,2026-08-28
C000967,CAT01,536346,3280,0.6774,个人,2026-08-28
C000968,CAT07,754003,209,0.3054,个人,2026-08-28
C000969,CAT12,594580,3619,0.5748,个人,2026-08-28
C000970,CAT11,98587,3035,0.7024,个人,2026-08-28
C000971,CAT07,450160,247,0.5123,个人,2026-08-28
C000972,CAT06,1057507,2231,0.5091,机构,2026-08-28
C000973,CAT11,771505,1996,0.3831,个人,2026-08-28
C000974,CAT06,215958,2805,0.8272,个人,2026-08-28
C000975,CAT12,552766,1997,0.6734,个人,2026-08-28
C000976,CAT07,936085,1072,0.7277,个人,2026-08-28
C000977,CAT03,293346,2894,0.7581,个人,2026-08-28
C000978,CAT02,1146748,1202,0.6648,个人,2026-08-28
C000979,CAT12,9805,2470,0.6798,个人,2026-08-28
C000980,CAT08,278862,774,0.4273,个人,2026-08-28
C000981,CAT10,12405,1169,0.5827,个人,2026-08-28
C000982,CAT04,1101277,2510,0.8552,个人,2026-08-28
C000983,CAT09,322065,3501,0.6497,个人,2026-08-28
C000984,CAT08,858296,971,0.5871,个人,2026-08-28
C000985,CAT12,157884,2813,0.6349,个人,2026-08-28
C000986,CAT05,466994,1567,0.4433,个人,2026-08-28
C000987,CAT05,953942,3915,0.4884,个人,2026-08-28
C000988,CAT03,196440,2944,0.9432,个人,2026-08-28
C000989,CAT01,735564,584,0.8174,个人,2026-08-28
C000990,CAT07,420036,3155,0.4322,个人,2026-08-28
C000991,CAT02,873005,3995,0.575,个人,2026-08-28
C000992,CAT04,754152,2922,0.469,媒体,2026-08-28
C000993,CAT02,969192,860,0.72,个人,2026-08-28
C000994,CAT06,992220,3599,0.2879,个人,2026-08-28
C000995,CAT06,903214,591,0.3979,机构,2026-08-28
C000996,CAT05,600623,69,0.6619,个人,2026-08-28
C000997,CAT02,133661,3946,0.7082,个人,2026-08-28
C000998,CAT11,127407,1839,0.5227,个人,2026-08-28
C000999,CAT11,592471,1552,0.7102,个人,2026-08-28
C001000,CAT02,892518,2346,0.2508,个人,2026-08-28
C001001,CAT01,1110266,17,0.5414,个人,2026-08-28
C001002,CAT09,1117999,2005,0.3858,个人,2026-08-28
C001003,CAT10,445086,2523,0.4589,个人,2026-08-28
C001004,CAT06,975521,834,0.741,个人,2026-08-28
C001005,CAT08,1027159,1377,0.3748,个人,2026-08-28
C001006,CAT01,507128,3834,0.4031,个人,2026-08-28
C001007,CAT02,1103919,3804,0.6633,个人,2026-08-28
C001008,CAT12,610370,2668,0.6092,个人,2026-08-28
C001009,CAT07,760961,148,0.5039,个人,2026-08-28
C001010,CAT07,149779,626,0.5421,个人,2026-08-28
C001011,CAT10,787356,2034,0.6088,个人,2026-08-28
C001012,CAT10,648396,668,0.4815,个人,2026-08-28
C001013,CAT01,338732,2711,0.4533,个人,2026-08-28
C001014,CAT10,619778,565,0.8814,媒体,2026-08-28
C001015,CAT09,1039179,1888,0.7848,个人,2026-08-28
C001016,CAT03,259947,999,0.3338,个人,2026-08-28
C001017,CAT01,1170758,2019,0.8463,个人,2026-08-28
C001018,CAT08,374482,2471,0.3372,个人,2026-08-28
C001019,CAT03,545303,3929,0.689,个人,2026-08-28
C001020,CAT02,601729,227,0.535,个人,2026-08-28
C001021,CAT03,942042,343,0.6278,个人,2026-08-28
C001022,CAT09,886965,2399,0.7995,个人,2026-08-28
C001023,CAT04,510001,1814,0.8618,个人,2026-08-28
C001024,CAT04,605611,1176,0.6983,个人,2026-08-28
C001025,CAT01,472312,3473,0.523,个人,2026-08-28
C001026,CAT02,510953,1903,0.3907,个人,2026-08-28
C001027,CAT09,585736,2052,0.4525,个人,2026-08-28
C001028,CAT03,364986,752,0.7361,个人,2026-08-28
C001029,CAT03,71017,3110,0.4472,个人,2026-08-28
C001030,CAT09,624160,2351,0.4003,个人,2026-08-28
C001031,CAT02,609061,38,0.6627,个人,2026-08-28
C001032,CAT06,1174088,401,0.7908,个人,2026-08-28
C001033,CAT07,539238,982,0.3669,机构,2026-08-28
C001034,CAT06,373995,332,0.601,个人,2026-08-28
C001035,CAT01,931622,3212,0.778,个人,2026-08-28
C001036,CAT05,345326,3814,0.2717,个人,2026-08-28
C001037,CAT04,1156081,2348,0.4439,个人,2026-08-28
C001038,CAT05,719822,3119,0.828,个人,2026-08-28
C001039,CAT06,13745,2934,0.6411,个人,2026-08-28
C001040,CAT12,233481,1945,0.4977,个人,2026-08-28
C001041,CAT01,16752,1387,0.4587,个人,2026-08-28
C001042,CAT10,480176,272,0.5626,个人,2026-08-28
C001043,CAT01,461801,1422,0.7075,个人,2026-08-28
C001044,CAT08,615384,3668,0.4652,个人,2026-08-28
C001045,CAT05,332212,1358,0.4625,个人,2026-08-28
C001046,CAT07,934120,1374,0.6084,个人,2026-08-28
C001047,CAT01,1190116,2203,0.7405,机构,2026-08-28
C001048,CAT05,156605,812,0.7783,个人,2026-08-28
C001049,CAT07,674018,3180,0.67,个人,2026-08-28
C001050,CAT09,1099861,3529,0.7575,个人,2026-08-28
C001051,CAT04,852054,1246,0.4664,个人,2026-08-28
C001052,CAT06,337867,1084,0.8811,个人,2026-08-28
C001053,CAT05,252394,232,0.7612,个人,2026-08-28
C001054,CAT01,675675,3894,0.3755,个人,2026-08-28
C001055,CAT02,292802,10,0.5694,个人,2026-08-28
C001056,CAT06,983531,3084,0.6474,个人,2026-08-28
C001057,CAT01,627152,3138,0.4719,个人,2026-08-28
C001058,CAT12,978529,2790,0.4017,机构,2026-08-28
C001059,CAT06,811425,2798,0.4505,个人,2026-08-28
C001060,CAT11,472707,1784,0.4784,个人,2026-08-28
C001061,CAT11,1080933,790,0.4686,个人,2026-08-28
C001062,CAT12,876701,3314,0.723,个人,2026-08-28
C001063,CAT10,947835,2375,0.2005,个人,2026-08-28
C001064,CAT11,1134338,2923,0.6716,媒体,2026-08-28
C001065,CAT12,457548,2202,0.7234,个人,2026-08-28
C001066,CAT06,205186,2645,0.4411,个人,2026-08-28
C001067,CAT09,590737,530,0.3194,机构,2026-08-28
C001068,CAT02,200763,2526,0.5766,个人,2026-08-28
C001069,CAT02,409092,3743,0.4236,个人,2026-08-28
C001070,CAT12,537952,2849,0.5783,个人,2026-08-28
C001071,CAT12,245922,961,0.4794,个人,2026-08-28
C001072,CAT08,935053,1590,0.718,个人,2026-08-28
C001073,CAT01,1127250,3041,0.7048,个人,2026-08-28
C001074,CAT04,245771,2527,0.4011,个人,2026-08-28
C001075,CAT05,508628,1970,0.6059,个人,2026-08-28
C001076,CAT04,756068,1100,0.4866,个人,2026-08-28
C001077,CAT03,363453,1363,0.5208,个人,2026-08-28
C001078,CAT08,778634,3451,0.4731,个人,2026-08-28
C001079,CAT02,1108519,425,0.8701,机构,2026-08-28
C001080,CAT02,168956,51,0.793,个人,2026-08-28
C001081,CAT10,246099,594,0.4093,个人,2026-08-28
C001082,CAT07,945841,3406,0.3947,个人,2026-08-28
C001083,CAT10,376230,3227,0.4001,个人,2026-08-28
C001084,CAT11,844405,2789,0.4907,机构,2026-08-28
C001085,CAT04,193178,772,0.4671,个人,2026-08-28
C001086,CAT11,1157347,1414,0.5398,个人,2026-08-28
C001087,CAT03,1169037,3118,0.2722,个人,2026-08-28
C001088,CAT10,451079,2643,0.7715,个人,2026-08-28
C001089,CAT11,868058,111,0.4962,个人,2026-08-28
C001090,CAT04,1037572,1235,0.5519,个人,2026-08-28
C001091,CAT06,832505,320,0.4871,个人,2026-08-28
C001092,CAT07,852265,3640,0.4895,个人,2026-08-28
C001093,CAT04,265495,2644,0.3666,个人,2026-08-28
C001094,CAT06,155488,833,0.5649,个人,2026-08-28
C001095,CAT11,687781,2053,0.4125,个人,2026-08-28
C001096,CAT10,595984,56,0.449,个人,2026-08-28
C001097,CAT09,1001048,2074,0.6547,个人,2026-08-28
C001098,CAT05,339392,2364,0.3179,个人,2026-08-28
C001099,CAT01,34321,3864,0.5384,个人,2026-08-28
C001100,CAT08,395474,259,0.677,个人,2026-08-28
C001101,CAT05,59515,2682,0.4889,个人,2026-08-28
C001102,CAT12,163537,993,0.3831,个人,2026-08-28
C001103,CAT03,829548,1113,0.6132,个人,2026-08-28
C001104,CAT10,291783,419,0.6009,个人,2026-08-28
C001105,CAT06,1021344,136,0.4524,个人,2026-08-28
C001106,CAT03,231855,3317,0.5775,个人,2026-08-28
C001107,CAT07,150406,3742,0.3639,个人,2026-08-28
C001108,CAT06,783037,3240,0.6028,个人,2026-08-28
C001109,CAT08,581349,2225,0.4696,个人,2026-08-28
C001110,CAT07,125114,803,0.4103,个人,2026-08-28
C001111,CAT09,881271,2094,0.5338,个人,2026-08-28
C001112,CAT05,1142931,824,0.6519,个人,2026-08-28
C001113,CAT04,118796,67,0.5271,个人,2026-08-28
C001114,CAT11,1156537,1326,0.422,个人,2026-08-28
C001115,CAT02,249215,403,0.2721,个人,2026-08-28
C001116,CAT06,655182,2112,0.4572,个人,2026-08-28
C001117,CAT07,15101,3542,0.453,个人,2026-08-28
C001118,CAT08,1066242,323,0.5429,个人,2026-08-28
C001119,CAT07,651830,1527,0.1967,个人,2026-08-28
C001120,CAT02,403126,1198,0.3937,个人,2026-08-28
C001121,CAT08,93293,3839,0.3428,个人,2026-08-28
C001122,CAT05,539313,1060,0.4186,个人,2026-08-28
C001123,CAT10,374401,3621,0.5138,个人,2026-08-28
C001124,CAT09,867199,328,0.8328,个人,2026-08-28
C001125,CAT07,695248,432,0.7321,个人,2026-08-28
C001126,CAT03,1013411,3278,0.6988,个人,2026-08-28
C001127,CAT10,1034236,1814,0.3596,机构,2026-08-28
C001128,CAT05,199106,1383,0.6705,个人,2026-08-28
C001129,CAT11,939528,3089,0.5241,个人,2026-08-28
C001130,CAT02,835720,813,0.731,个人,2026-08-28
C001131,CAT09,258962,610,0.6746,机构,2026-08-28
C001132,CAT10,133624,2884,0.7641,个人,2026-08-28
C001133,CAT09,85658,2077,0.6181,个人,2026-08-28
C001134,CAT04,734215,214,0.7309,个人,2026-08-28
C001135,CAT11,202609,1761,0.4744,机构,2026-08-28
C001136,CAT11,951460,499,0.355,个人,2026-08-28
C001137,CAT01,796219,2591,0.7249,媒体,2026-08-28
C001138,CAT02,1104232,2657,0.6737,个人,2026-08-28
C001139,CAT10,1146248,1791,0.6139,个人,2026-08-28
C001140,CAT12,552061,2883,0.7507,机构,2026-08-28
C001141,CAT04,353,3985,0.7893,媒体,2026-08-28
C001142,CAT04,1098975,2728,0.6866,个人,2026-08-28
C001143,CAT06,1112990,2173,0.1687,个人,2026-08-28
C001144,CAT11,1191121,1804,0.6407,个人,2026-08-28
C001145,CAT08,789913,2504,0.598,个人,2026-08-28
C001146,CAT02,258731,2733,0.4905,个人,2026-08-28
C001147,CAT02,1114290,3499,0.466,个人,2026-08-28
C001148,CAT09,579848,535,0.6079,个人,2026-08-28
C001149,CAT10,227383,2815,0.5201,个人,2026-08-28
C001150,CAT10,837764,2879,0.5624,个人,2026-08-28
C001151,CAT09,1163278,3951,0.6724,个人,2026-08-28
C001152,CAT05,1042872,2254,0.5658,个人,2026-08-28
C001153,CAT09,324901,2964,0.5835,个人,2026-08-28
C001154,CAT07,1015773,2485,0.7085,个人,2026-08-28
C001155,CAT05,1067992,3508,0.716,个人,2026-08-28
C001156,CAT05,39544,3288,0.5651,个人,2026-08-28
C001157,CAT07,688322,96,0.4175,个人,2026-08-28
C001158,CAT10,610449,1402,0.487,机构,2026-08-28
C001159,CAT04,542272,206,0.4681,个人,2026-08-28
C001160,CAT03,258224,3700,0.6083,个人,2026-08-28
C001161,CAT12,253457,2810,0.5216,个人,2026-08-28
C001162,CAT04,462912,2630,0.5403,机构,2026-08-28
C001163,CAT03,708887,3485,0.7266,个人,2026-08-28
C001164,CAT12,705207,521,0.4116,个人,2026-08-28
C001165,CAT01,511902,3825,0.5805,个人,2026-08-28
C001166,CAT11,25754,3615,0.636,个人,2026-08-28
C001167,CAT06,514594,2117,0.4707,个人,2026-08-28
C001168,CAT11,264495,2070,0.5136,个人,2026-08-28
C001169,CAT05,866547,1476,0.2682,机构,2026-08-28
C001170,CAT10,676941,1905,0.5431,个人,2026-08-28
C001171,CAT01,648434,2365,0.4504,个人,2026-08-28
C001172,CAT05,1093233,1196,0.6418,个人,2026-08-28
C001173,CAT03,796116,2502,0.2474,个人,2026-08-28
C001174,CAT12,410391,3447,0.3934,机构,2026-08-28
C001175,CAT11,144452,1709,0.5346,个人,2026-08-28
C001176,CAT10,545473,1921,0.6565,个人,2026-08-28
C001177,CAT02,51173,2888,0.5695,媒体,2026-08-28
C001178,CAT03,142954,846,0.6113,个人,2026-08-28
C001179,CAT05,154305,339,0.3853,个人,2026-08-28
C001180,CAT07,1130060,3899,0.5422,个人,2026-08-28
C001181,CAT02,1198496,1822,0.8268,机构,2026-08-28
C001182,CAT11,567351,2719,0.6505,个人,2026-08-28
C001183,CAT04,849132,745,0.3443,机构,2026-08-28
C001184,CAT08,715085,2412,0.4349,个人,2026-08-28
C001185,CAT07,700868,3957,0.5569,个人,2026-08-28
C001186,CAT01,893938,709,0.341,个人,2026-08-28
C001187,CAT11,966255,217,0.5965,个人,2026-08-28
C001188,CAT10,722214,770,0.5238,个人,2026-08-28
C001189,CAT08,239147,2164,0.4159,个人,2026-08-28
C001190,CAT05,235739,1268,0.7719,个人,2026-08-28
C001191,CAT03,497752,3910,0.6552,个人,2026-08-28
C001192,CAT04,1025822,3453,0.7887,个人,2026-08-28
C001193,CAT07,157715,3790,0.7763,机构,2026-08-28
C001194,CAT04,152890,688,0.6277,个人,2026-08-28
C001195,CAT09,689931,2742,0.766,个人,2026-08-28
C001196,CAT10,856915,1673,0.5503,个人,2026-08-28
C001197,CAT07,600652,1495,0.5545,个人,2026-08-28
C001198,CAT08,1168622,3491,0.3126,个人,2026-08-28
C001199,CAT11,336230,2631,0.5476,机构,2026-08-28
C001200,CAT01,463034,1418,0.7323,个人,2026-08-28
C001201,CAT10,1022243,3189,0.4434,个人,2026-08-28
C001202,CAT08,1152795,3119,0.5926,机构,2026-08-28
C001203,CAT05,818077,3390,0.5944,个人,2026-08-28
C001204,CAT02,218505,2172,0.5531,机构,2026-08-28
C001205,CAT07,359619,3510,0.4898,个人,2026-08-28
C001206,CAT08,1182312,1325,0.6065,个人,2026-08-28
C001207,CAT06,304534,2534,0.7496,个人,2026-08-28
C001208,CAT09,1067561,686,0.6485,个人,2026-08-28
C001209,CAT09,743198,3994,0.3946,个人,2026-08-28
C001210,CAT10,167084,2348,0.2414,个人,2026-08-28
C001211,CAT04,532949,2212,0.3056,个人,2026-08-28
C001212,CAT06,982615,132,0.6013,个人,2026-08-28
C001213,CAT10,439356,2492,0.4967,个人,2026-08-28
C001214,CAT10,130887,610,0.5252,个人,2026-08-28
C001215,CAT02,87070,1176,0.6469,个人,2026-08-28
C001216,CAT03,987956,1346,0.6821,个人,2026-08-28
C001217,CAT10,1128714,3150,0.5095,个人,2026-08-28
C001218,CAT12,576594,3201,0.6484,个人,2026-08-28
C001219,CAT02,746989,1833,0.4035,个人,2026-08-28
C001220,CAT06,1071811,2977,0.7839,个人,2026-08-28
C001221,CAT06,804273,3273,0.409,个人,2026-08-28
C001222,CAT04,174835,3765,0.7184,个人,2026-08-28
C001223,CAT01,960828,2136,0.3243,个人,2026-08-28
C001224,CAT08,251251,1889,0.5694,个人,2026-08-28
C001225,CAT05,296657,967,0.496,个人,2026-08-28
C001226,CAT03,1018733,3911,0.7169,机构,2026-08-28
C001227,CAT08,1190961,3556,0.6681,个人,2026-08-28
C001228,CAT10,323649,3414,0.6648,个人,2026-08-28
C001229,CAT06,1146150,1038,0.7321,个人,2026-08-28
C001230,CAT08,210681,3706,0.4792,个人,2026-08-28
C001231,CAT04,967818,400,0.6004,个人,2026-08-28
C001232,CAT10,908900,239,0.4617,媒体,2026-08-28
C001233,CAT08,580193,827,0.5468,个人,2026-08-28
C001234,CAT11,999069,2610,0.497,个人,2026-08-28
C001235,CAT07,1100010,2640,0.5448,个人,2026-08-28
C001236,CAT10,510774,1084,0.9282,个人,2026-08-28
C001237,CAT06,1125465,448,0.5875,机构,2026-08-28
C001238,CAT04,42002,666,0.414,个人,2026-08-28
C001239,CAT08,1148215,2496,0.7064,个人,2026-08-28
C001240,CAT09,801866,3918,0.6636,个人,2026-08-28
C001241,CAT03,232471,3088,0.5492,个人,2026-08-28
C001242,CAT10,32809,1358,0.5985,媒体,2026-08-28
C001243,CAT04,380242,2247,0.67,机构,2026-08-28
C001244,CAT03,418017,220,0.4249,个人,2026-08-28
C001245,CAT02,679921,2019,0.5155,个人,2026-08-28
C001246,CAT01,653650,989,0.3284,个人,2026-08-28
C001247,CAT07,646953,564,0.724,个人,2026-08-28
C001248,CAT08,1005690,3021,0.4784,个人,2026-08-28
C001249,CAT09,896750,365,0.5763,机构,2026-08-28
C001250,CAT09,1012695,1749,0.5655,机构,2026-08-28
C001251,CAT08,1095397,3491,0.5971,个人,2026-08-28
C001252,CAT03,1193526,747,0.5027,个人,2026-08-28
C001253,CAT07,906129,1485,0.4167,个人,2026-08-28
C001254,CAT03,580801,396,0.7071,机构,2026-08-28
C001255,CAT10,190749,544,0.6954,个人,2026-08-28
C001256,CAT02,566529,1310,0.476,个人,2026-08-28
C001257,CAT12,1165794,560,0.5612,个人,2026-08-28
C001258,CAT01,756446,2256,0.6361,个人,2026-08-28
C001259,CAT01,420415,1581,0.6968,个人,2026-08-28
C001260,CAT03,871747,3322,0.7266,个人,2026-08-28
C001261,CAT05,1014873,3862,0.6736,个人,2026-08-28
C001262,CAT09,257345,3375,0.5848,个人,2026-08-28
C001263,CAT11,123288,1281,0.4526,个人,2026-08-28
C001264,CAT12,264322,2887,0.6551,个人,2026-08-28
C001265,CAT10,833867,3368,0.658,个人,2026-08-28
C001266,CAT02,420419,2204,0.4626,个人,2026-08-28
C001267,CAT06,1084553,1606,0.565,机构,2026-08-28
C001268,CAT05,320246,3219,0.9201,机构,2026-08-28
C001269,CAT02,164020,3040,0.7351,个人,2026-08-28
C001270,CAT03,478018,2162,0.3872,个人,2026-08-28
C001271,CAT12,791774,3741,0.3869,个人,2026-08-28
C001272,CAT06,1030220,3666,0.8312,个人,2026-08-28
C001273,CAT06,1139730,3351,0.98,机构,2026-08-28
C001274,CAT02,1158218,2249,0.6702,个人,2026-08-28
C001275,CAT12,596012,2547,0.3295,个人,2026-08-28
C001276,CAT07,863597,2433,0.5573,个人,2026-08-28
C001277,CAT11,28317,1308,0.7513,个人,2026-08-28
C001278,CAT02,31820,1021,0.6092,个人,2026-08-28
C001279,CAT11,1133890,360,0.6695,媒体,2026-08-28
C001280,CAT06,942132,1029,0.3988,机构,2026-08-28
C001281,CAT08,955798,210,0.6762,个人,2026-08-28
C001282,CAT12,1186828,1818,0.4931,个人,2026-08-28
C001283,CAT02,764879,954,0.5178,个人,2026-08-28
C001284,CAT02,1005946,3290,0.4965,个人,2026-08-28
C001285,CAT09,5810,3357,0.7897,个人,2026-08-28
C001286,CAT10,1128939,2216,0.6101,个人,2026-08-28
C001287,CAT12,383651,3619,0.6593,个人,2026-08-28
C001288,CAT06,1158693,3303,0.5135,个人,2026-08-28
C001289,CAT03,533540,3301,0.3128,个人,2026-08-28
C001290,CAT05,1177783,2056,0.6664,个人,2026-08-28
C001291,CAT10,1012788,3958,0.4676,个人,2026-08-28
C001292,CAT02,1135224,2729,0.7302,个人,2026-08-28
C001293,CAT05,62887,1578,0.5435,个人,2026-08-28
C001294,CAT08,524077,1822,0.4456,个人,2026-08-28
C001295,CAT03,1133774,1931,0.7428,个人,2026-08-28
C001296,CAT11,191859,1067,0.5946,个人,2026-08-28
C001297,CAT12,512229,1779,0.3843,个人,2026-08-28
C001298,CAT10,290285,3460,0.8325,个人,2026-08-28
C001299,CAT05,275587,1056,0.2934,个人,2026-08-28
C001300,CAT04,387739,473,0.464,个人,2026-08-28
C001301,CAT03,385765,2580,0.4174,个人,2026-08-28
C001302,CAT03,1148370,2030,0.4212,个人,2026-08-28
C001303,CAT05,355133,2337,0.5548,个人,2026-08-28
C001304,CAT04,261516,2083,0.511,个人,2026-08-28
C001305,CAT01,952297,1239,0.7378,个人,2026-08-28
C001306,CAT12,276287,317,0.5942,个人,2026-08-28
C001307,CAT09,299574,2148,0.5018,个人,2026-08-28
C001308,CAT12,397335,1761,0.4255,个人,2026-08-28
C001309,CAT03,408798,305,0.4972,个人,2026-08-28
C001310,CAT09,674062,432,0.5186,个人,2026-08-28
C001311,CAT10,913821,1435,0.5195,个人,2026-08-28
C001312,CAT11,163773,3597,0.66,机构,2026-08-28
C001313,CAT05,25935,1821,0.5482,个人,2026-08-28
C001314,CAT05,362605,1884,0.491,个人,2026-08-28
C001315,CAT01,424869,3147,0.5464,个人,2026-08-28
C001316,CAT12,50824,2627,0.614,个人,2026-08-28
C001317,CAT05,909121,2855,0.604,个人,2026-08-28
C001318,CAT09,147916,291,0.5206,个人,2026-08-28
C001319,CAT12,196769,144,0.6275,个人,2026-08-28
C001320,CAT08,655218,98,0.6657,机构,2026-08-28
C001321,CAT01,879076,2632,0.489,个人,2026-08-28
C001322,CAT10,417696,3162,0.6963,个人,2026-08-28
C001323,CAT02,1023770,2050,0.72,机构,2026-08-28
C001324,CAT07,1133767,1327,0.4948,个人,2026-08-28
C001325,CAT06,237230,3081,0.8075,个人,2026-08-28
C001326,CAT04,965296,3745,0.7692,个人,2026-08-28
C001327,CAT10,295521,3122,0.479,个人,2026-08-28
C001328,CAT09,274622,3089,0.7185,个人,2026-08-28
C001329,CAT01,938392,2392,0.5922,个人,2026-08-28
C001330,CAT02,629740,2321,0.5175,个人,2026-08-28
C001331,CAT12,626302,3521,0.3417,个人,2026-08-28
C001332,CAT05,229123,3510,0.3992,个人,2026-08-28
C001333,CAT09,145076,3822,0.2955,个人,2026-08-28
C001334,CAT10,1197576,1195,0.6656,个人,2026-08-28
C001335,CAT07,40287,2452,0.3455,机构,2026-08-28
C001336,CAT07,167900,2059,0.4933,个人,2026-08-28
C001337,CAT09,91772,2547,0.6566,个人,2026-08-28
C001338,CAT09,856576,26,0.5042,个人,2026-08-28
C001339,CAT12,118840,2504,0.4371,个人,2026-08-28
C001340,CAT01,328915,1729,0.82,个人,2026-08-28
C001341,CAT02,650604,3097,0.2991,个人,2026-08-28
C001342,CAT02,452638,259,0.5873,个人,2026-08-28
C001343,CAT03,150182,158,0.4511,个人,2026-08-28
C001344,CAT11,193632,1990,0.5727,个人,2026-08-28
C001345,CAT01,492997,3025,0.8705,个人,2026-08-28
C001346,CAT08,40899,2998,0.5866,个人,2026-08-28
C001347,CAT01,938490,2354,0.4259,个人,2026-08-28
C001348,CAT10,519811,1458,0.7144,个人,2026-08-28
C001349,CAT04,1074373,2048,0.3971,个人,2026-08-28
C001350,CAT01,931235,3586,0.6717,机构,2026-08-28
C001351,CAT03,1177542,922,0.533,个人,2026-08-28
C001352,CAT02,916946,2674,0.359,个人,2026-08-28
C001353,CAT01,887782,2040,0.3611,个人,2026-08-28
C001354,CAT12,1007758,2237,0.5486,个人,2026-08-28
C001355,CAT02,422074,2908,0.8443,个人,2026-08-28
C001356,CAT05,1127320,2675,0.3235,个人,2026-08-28
C001357,CAT04,556293,2248,0.5683,个人,2026-08-28
C001358,CAT07,1161295,1445,0.6454,个人,2026-08-28
C001359,CAT10,1180263,3759,0.7441,个人,2026-08-28
C001360,CAT09,1054870,204,0.5841,媒体,2026-08-28
C001361,CAT07,541631,3481,0.2931,个人,2026-08-28
C001362,CAT03,71525,1823,0.5559,个人,2026-08-28
C001363,CAT03,1131152,721,0.4817,个人,2026-08-28
C001364,CAT02,685752,3145,0.498,个人,2026-08-28
C001365,CAT05,361938,1122,0.7264,个人,2026-08-28
C001366,CAT10,897999,2628,0.8634,个人,2026-08-28
C001367,CAT02,1087550,13,0.4891,个人,2026-08-28
C001368,CAT08,508537,2909,0.65,个人,2026-08-28
C001369,CAT12,1023156,2286,0.6385,媒体,2026-08-28
C001370,CAT06,934055,361,0.8559,个人,2026-08-28
C001371,CAT03,397599,1832,0.7352,个人,2026-08-28
C001372,CAT12,102039,2872,0.7466,个人,2026-08-28
C001373,CAT07,1151654,801,0.6791,个人,2026-08-28
C001374,CAT08,726910,2917,0.4779,个人,2026-08-28
C001375,CAT05,287979,1422,0.3099,个人,2026-08-28
C001376,CAT07,617422,2228,0.9017,个人,2026-08-28
C001377,CAT01,1199352,2570,0.9513,个人,2026-08-28
C001378,CAT11,544211,99,0.8872,个人,2026-08-28
C001379,CAT04,529783,544,0.4676,个人,2026-08-28
C001380,CAT04,171912,2580,0.7671,个人,2026-08-28
C001381,CAT01,1056296,1605,0.604,个人,2026-08-28
C001382,CAT11,226429,3416,0.6821,个人,2026-08-28
C001383,CAT02,975124,3056,0.4497,个人,2026-08-28
C001384,CAT10,890724,3437,0.7732,个人,2026-08-28
C001385,CAT11,530595,3608,0.7722,个人,2026-08-28
C001386,CAT05,49053,3892,0.3274,机构,2026-08-28
C001387,CAT12,298057,1033,0.51,个人,2026-08-28
C001388,CAT06,54652,3362,0.3712,个人,2026-08-28
C001389,CAT06,996917,1740,0.3276,媒体,2026-08-28
C001390,CAT07,532621,135,0.4731,个人,2026-08-28
C001391,CAT10,396985,1878,0.7412,个人,2026-08-28
C001392,CAT10,1068505,1849,0.3694,个人,2026-08-28
C001393,CAT02,28678,3551,0.891,个人,2026-08-28
C001394,CAT05,538472,797,0.5283,个人,2026-08-28
C001395,CAT10,936625,2755,0.2924,机构,2026-08-28
C001396,CAT03,371369,1041,0.3955,个人,2026-08-28
C001397,CAT05,698561,2398,0.6759,个人,2026-08-28
C001398,CAT12,861138,702,0.4763,个人,2026-08-28
C001399,CAT10,684584,19,0.4077,个人,2026-08-28
C001400,CAT02,283522,1999,0.4713,机构,2026-08-28
